s1,s2,a1,sigma_s1,sigma_s2,sigma_a1,fitness,efficiency,processability,uniformity,generation,role,parent1_idx,parent2_idx
0.6959,0.5271,63.5320,0.7676,0.4170,0.7304,0.0000,0.0000,0.0000,0.0000,4,offspring,7,0
0.6731,0.3768,76.1134,0.2747,0.0222,0.5942,0.0000,0.0000,0.0000,0.0000,4,offspring,2,4
0.3316,0.3000,75.8060,1.7591,0.1541,0.9183,0.0000,0.0000,0.0000,0.0000,4,offspring,7,2
0.4792,0.3121,72.3534,0.1602,0.0362,0.6727,0.0000,0.0000,0.0000,0.0000,4,offspring,8,4
0.9000,0.6991,60.6441,0.4843,0.9329,1.1906,0.0000,0.0000,0.0000,0.0000,4,offspring,1,0
0.7834,0.4477,69.8160,0.3773,0.0839,1.0706,0.0000,0.0000,0.0000,0.0000,4,offspring,7,8
0.9000,0.4301,74.0200,1.4930,0.3475,3.7287,0.0000,0.0000,0.0000,0.0000,4,offspring,5,8
0.6423,0.5643,68.7562,1.1856,0.4235,0.5633,0.0000,0.0000,0.0000,0.0000,4,offspring,4,7
0.5923,0.4581,78.3653,0.9997,0.0730,1.8331,0.0000,0.0000,0.0000,0.0000,4,offspring,2,9
0.8129,0.3000,63.9566,2.0642,1.1540,1.0708,0.0000,0.0000,0.0000,0.0000,4,offspring,4,0
0.7550,0.6856,68.4141,0.2071,0.3124,0.3466,0.0000,0.0000,0.0000,0.0000,4,offspring,4,3
0.5945,0.3886,69.4484,0.2403,0.1981,0.2542,0.0000,0.0000,0.0000,0.0000,4,offspring,8,6
0.7280,0.4352,72.2397,0.4196,0.4318,0.8990,0.0000,0.0000,0.0000,0.0000,4,offspring,6,5
0.6772,0.4111,66.7125,0.6377,0.2650,1.1247,0.0000,0.0000,0.0000,0.0000,4,offspring,7,6
0.8710,0.3400,79.4560,0.5642,0.3440,2.0496,0.0000,0.0000,0.0000,0.0000,4,offspring,2,5
0.9000,0.5883,69.7486,0.9410,0.7786,2.1845,0.0000,0.0000,0.0000,0.0000,4,offspring,0,8
0.9000,0.3302,70.8646,0.6359,0.1168,1.1664,0.0000,0.0000,0.0000,0.0000,4,offspring,8,7
0.3000,0.3000,72.7806,1.1375,1.4551,1.2618,0.0000,0.0000,0.0000,0.0000,4,offspring,3,5
0.4705,0.3476,71.6129,0.3274,0.2420,0.2156,0.0000,0.0000,0.0000,0.0000,4,offspring,4,5
0.6574,0.3014,65.6247,0.1405,0.1730,0.6039,0.0000,0.0000,0.0000,0.0000,4,offspring,0,9
0.9000,0.7215,67.5065,0.8817,0.8470,1.3354,0.0000,0.0000,0.0000,0.0000,4,offspring,1,5
0.7531,0.6598,64.9147,0.4071,0.2126,1.5711,0.0000,0.0000,0.0000,0.0000,4,offspring,6,4
0.8452,0.5070,66.3165,0.3969,0.2357,0.3617,0.0000,0.0000,0.0000,0.0000,4,offspring,6,4
0.3000,0.3000,62.5618,1.9477,1.2092,4.8465,0.0000,0.0000,0.0000,0.0000,4,offspring,8,7
0.5916,0.3596,67.1389,0.2719,0.1756,0.2548,0.0000,0.0000,0.0000,0.0000,4,offspring,1,5
0.9000,0.3219,80.2340,1.0060,0.1058,1.2306,0.0000,0.0000,0.0000,0.0000,4,offspring,2,8
0.6673,0.4928,62.1519,0.4685,0.4719,0.4164,0.0000,0.0000,0.0000,0.0000,4,offspring,6,1
0.8920,0.5383,70.2504,0.7115,0.1776,0.7139,0.0000,0.0000,0.0000,0.0000,4,offspring,1,2
0.4865,0.4711,66.7432,0.4422,2.7682,0.6324,0.0000,0.0000,0.0000,0.0000,4,offspring,1,5
0.8687,0.4059,65.8914,0.3487,0.9679,1.5046,0.0000,0.0000,0.0000,0.0000,4,offspring,7,3
0.6614,0.3651,67.9310,0.1638,0.4903,2.6748,0.0000,0.0000,0.0000,0.0000,4,offspring,0,9
0.8511,0.3170,75.4140,0.3463,0.3237,1.2819,0.0000,0.0000,0.0000,0.0000,4,offspring,5,8
0.9000,0.3434,68.3072,1.2591,0.0609,0.3561,0.0000,0.0000,0.0000,0.0000,4,offspring,4,7
0.5157,0.4119,74.8078,0.1278,0.0356,0.2589,0.0000,0.0000,0.0000,0.0000,4,offspring,2,7
0.8212,0.4185,67.3358,0.2456,0.6208,0.6308,0.0000,0.0000,0.0000,0.0000,4,offspring,3,6
0.7181,0.4843,76.5724,0.2499,0.2189,2.7237,0.0000,0.0000,0.0000,0.0000,4,offspring,9,8
0.6882,0.3990,72.1845,0.1673,0.2629,1.2719,0.0000,0.0000,0.0000,0.0000,4,offspring,2,0
0.8117,0.3690,70.4670,0.1919,0.3219,1.7247,0.0000,0.0000,0.0000,0.0000,4,offspring,9,6
0.8475,0.4376,65.4201,0.4392,0.2810,1.0839,0.0000,0.0000,0.0000,0.0000,4,offspring,7,6
0.7806,0.4605,72.3580,0.0637,0.1989,0.5860,0.0000,0.0000,0.0000,0.0000,4,offspring,3,9
0.5234,0.4273,62.5256,0.5442,0.4357,0.7732,0.0000,0.0000,0.0000,0.0000,4,offspring,7,1
0.7305,0.3000,71.2330,0.6101,0.3936,0.7854,0.0000,0.0000,0.0000,0.0000,4,offspring,3,9
0.5425,0.3692,59.1017,0.2988,1.7869,1.0139,0.0000,0.0000,0.0000,0.0000,4,offspring,0,1
0.8195,0.4519,76.7554,0.3644,0.1668,1.0120,0.0000,0.0000,0.0000,0.0000,4,offspring,5,2
0.3589,0.3000,64.9984,0.7129,2.6167,1.2149,0.0000,0.0000,0.0000,0.0000,4,offspring,7,1
0.7248,0.6479,62.8127,0.1280,0.6094,0.7158,0.0000,0.0000,0.0000,0.0000,4,offspring,6,1
0.6142,0.3605,71.4246,0.1276,0.2091,3.6544,0.0000,0.0000,0.0000,0.0000,4,offspring,9,6
0.4052,0.3376,61.9990,0.2267,0.2203,0.3185,0.0000,0.0000,0.0000,0.0000,4,offspring,6,1
0.6131,0.5073,78.0799,0.4670,0.0872,2.0366,0.0000,0.0000,0.0000,0.0000,4,offspring,2,8
0.5501,0.3850,71.5718,0.6938,0.3752,0.7100,0.0000,0.0000,0.0000,0.0000,4,offspring,0,2
0.6091,0.5491,63.3841,0.1806,0.3163,0.5212,0.0000,0.0000,0.0000,0.0000,4,offspring,4,1
0.5723,0.4311,77.0405,0.4539,0.0559,1.1071,0.0000,0.0000,0.0000,0.0000,4,offspring,8,2
0.8069,0.6424,71.9108,0.6945,0.5576,0.6020,0.0000,0.0000,0.0000,0.0000,4,offspring,1,2
0.9000,0.6811,72.8881,0.6413,0.7127,1.1727,0.0000,0.0000,0.0000,0.0000,4,offspring,8,5
0.6894,0.5327,62.6274,0.6574,0.6361,0.9094,0.0000,0.0000,0.0000,0.0000,4,offspring,6,0
0.9000,0.3500,72.8803,1.6040,0.2034,1.0219,0.0000,0.0000,0.0000,0.0000,4,offspring,4,5
0.3000,0.3000,75.9115,0.5192,1.2697,0.5979,0.0000,0.0000,0.0000,0.0000,4,offspring,2,3
0.9000,0.9000,67.3604,1.9536,1.4175,1.9452,0.0000,0.0000,0.0000,0.0000,4,offspring,4,3
0.8435,0.6277,63.1010,0.4843,0.5201,0.3628,0.0000,0.0000,0.0000,0.0000,4,offspring,0,7
0.9000,0.6892,71.3901,1.4846,0.2826,0.4088,0.0000,0.0000,0.0000,0.0000,4,offspring,5,7
0.6056,0.5622,76.2828,0.4898,0.2652,0.4530,0.0000,0.0000,0.0000,0.0000,4,offspring,8,5
0.4929,0.3233,68.8169,0.5580,0.2021,1.9530,0.0000,0.0000,0.0000,0.0000,4,offspring,4,5
0.5326,0.4657,64.7672,0.4342,0.4512,1.2926,0.0000,0.0000,0.0000,0.0000,4,offspring,4,1
0.3563,0.3000,66.7697,0.5628,1.4539,2.4492,0.0000,0.0000,0.0000,0.0000,4,offspring,0,8
0.7270,0.5373,70.9330,0.4344,0.1658,2.0547,0.0000,0.0000,0.0000,0.0000,4,offspring,5,4
0.6888,0.6049,70.1634,0.1483,0.3642,0.8841,0.0000,0.0000,0.0000,0.0000,4,offspring,6,9
