
TracePro Release: 3 2 0 
Polar Candela Distribution Data for 
Data covers +/- 180.000 degrees from Normal
Data for Missed Rays
Data generated at 12:22:16 June 20, 2025

	   0.0	 180.0
0.000	     0.0137151	     0.0137151	
3.000	      0.093972	     0.0303264	
6.000	      0.254113	     0.0356758	
9.000	      0.788448	     0.0463745	
12.000	      0.659384	      0.138352	
15.000	      0.420617	      0.204153	
18.000	      0.903538	         0.213	
21.000	      0.578904	       20.2661	
24.000	      0.515135	       20.5223	
27.000	      0.369684	      0.259473	
30.000	       0.25524	     0.0283972	
33.000	      0.122423	     0.0549226	
36.000	    0.00136683	      0.140165	
39.000	  8.59613e-005	     0.0723872	
42.000	  8.61766e-005	    0.00360779	
45.000	  8.61769e-005	  9.32182e-005	
48.000	  8.61772e-005	  8.61447e-005	
51.000	  8.61776e-005	  8.61526e-005	
54.000	  8.61778e-005	  8.61573e-005	
57.000	  8.61781e-005	   8.6161e-005	
60.000	  8.61783e-005	  8.61639e-005	
63.000	  8.61785e-005	  8.61667e-005	
66.000	  8.61786e-005	  8.61685e-005	
69.000	  8.61828e-005	  8.61701e-005	
72.000	   0.000178641	  8.61713e-005	
75.000	     0.0513879	  8.61726e-005	
78.000	      0.188292	  8.61735e-005	
81.000	      0.376668	  8.61742e-005	
84.000	      0.500689	  8.61749e-005	
87.000	       1.39346	  8.61756e-005	
90.000	       1.82506	  8.61761e-005	
93.000	      0.299549	  8.61765e-005	
96.000	      0.256668	   8.6177e-005	
99.000	      0.495548	  8.61773e-005	
102.000	      0.620883	  8.61776e-005	
105.000	       1.72198	  8.61779e-005	
108.000	       2.94882	  8.61782e-005	
111.000	        2.9853	  8.61784e-005	
114.000	       2.62935	  8.61786e-005	
117.000	       1.88251	  8.61788e-005	
120.000	        3.6739	   8.6179e-005	
123.000	       3.24717	  8.61791e-005	
126.000	     0.0243508	  8.61793e-005	
129.000	  8.48103e-005	  8.61794e-005	
132.000	  8.62044e-005	  8.61796e-005	
135.000	  8.61972e-005	  8.61797e-005	
138.000	  8.61926e-005	  8.61798e-005	
141.000	   8.6189e-005	  8.61799e-005	
144.000	  8.61871e-005	    8.618e-005	
147.000	  8.61857e-005	  8.61801e-005	
150.000	  8.61847e-005	  8.61802e-005	
153.000	  8.61838e-005	  8.61803e-005	
156.000	  8.61832e-005	  8.61804e-005	
159.000	  8.61828e-005	  8.61804e-005	
162.000	  8.61824e-005	  8.61805e-005	
165.000	  8.61821e-005	  8.61806e-005	
168.000	  8.61818e-005	  8.61807e-005	
171.000	  8.61817e-005	  8.61808e-005	
174.000	  8.61815e-005	  8.61809e-005	
177.000	  8.61813e-005	  8.61811e-005	
180.000	  8.61812e-005	  8.61812e-005	
