
TracePro Release: 3 2 0 
Polar Candela Distribution Data for 
Data covers +/- 180.000 degrees from Normal
Data for Missed Rays
Data generated at 12:22:17 June 20, 2025

	   0.0	 180.0
0.000	      0.228592	      0.228592	
3.000	      0.174639	      0.231211	
6.000	       0.64123	      0.250096	
9.000	      0.986814	       1.06283	
12.000	        1.3424	       5.72777	
15.000	       1.41368	       7.66062	
18.000	       1.43507	       8.94999	
21.000	       1.86124	       1.82835	
24.000	       1.66145	      0.847295	
27.000	      0.921506	      0.155935	
30.000	      0.663962	      0.267734	
33.000	      0.256737	      0.511603	
36.000	     0.0286616	      0.656325	
39.000	     0.0452221	      0.308798	
42.000	   0.000599886	     0.0439193	
45.000	  1.90043e-005	     0.0424673	
48.000	  1.91107e-005	     0.0272449	
51.000	  1.91105e-005	     0.0343853	
54.000	  1.91103e-005	      0.013192	
57.000	  1.91102e-005	    0.00105275	
60.000	    1.911e-005	  1.98128e-005	
63.000	  1.91098e-005	   0.000361187	
66.000	  1.91096e-005	    0.00626361	
69.000	  1.90726e-005	    0.00244956	
72.000	   0.000214713	  2.87237e-006	
75.000	     0.0481306	  1.91107e-005	
78.000	      0.167844	  1.91107e-005	
81.000	      0.202027	  1.91107e-005	
84.000	      0.292729	  1.91108e-005	
87.000	       1.10553	  1.91108e-005	
90.000	       1.45453	  1.91108e-005	
93.000	      0.312272	  1.91108e-005	
96.000	    0.00582802	  1.91108e-005	
99.000	     0.0910241	  1.91108e-005	
102.000	       0.12709	  1.91108e-005	
105.000	      0.853735	  1.91109e-005	
108.000	       1.77559	  1.91109e-005	
111.000	       2.80581	  1.91109e-005	
114.000	        5.1047	  1.91109e-005	
117.000	       5.49714	  1.91109e-005	
120.000	        3.4565	  1.91108e-005	
123.000	        2.4471	  1.91108e-005	
126.000	      0.376935	  1.91108e-005	
129.000	      0.121687	  1.91108e-005	
132.000	   0.000224508	  1.91108e-005	
135.000	  1.90862e-005	  1.91108e-005	
138.000	   1.9101e-005	  1.91108e-005	
141.000	  1.91038e-005	  1.91108e-005	
144.000	  1.91053e-005	  1.91107e-005	
147.000	  1.91064e-005	  1.91107e-005	
150.000	  1.91072e-005	  1.91107e-005	
153.000	   1.9108e-005	  1.91107e-005	
156.000	  1.91084e-005	  1.91106e-005	
159.000	  1.91088e-005	  1.91106e-005	
162.000	  1.91091e-005	  1.91106e-005	
165.000	  1.91094e-005	  1.91105e-005	
168.000	  1.91096e-005	  1.91105e-005	
171.000	  1.91098e-005	  1.91104e-005	
174.000	  1.91099e-005	  1.91103e-005	
177.000	  1.91101e-005	  1.91102e-005	
180.000	  1.91102e-005	  1.91102e-005	
