s1,s2,a1,sigma_s1,sigma_s2,sigma_a1,fitness,efficiency,processability,uniformity,generation,role,parent1_idx,parent2_idx
0.3000,0.3000,75.3873,2.3512,1.3482,0.5466,0.0000,0.0000,0.0000,0.0000,11,offspring,3,4
0.9000,0.3000,77.5938,0.7628,1.3132,0.9482,0.0000,0.0000,0.0000,0.0000,11,offspring,4,6
0.4912,0.3000,74.4358,0.9921,0.5630,0.6926,0.0000,0.0000,0.0000,0.0000,11,offspring,0,6
0.7979,0.5083,73.6969,2.7497,0.3889,0.2953,0.0000,0.0000,0.0000,0.0000,11,offspring,7,5
0.9000,0.3000,76.4712,3.7664,1.7563,3.8245,0.0000,0.0000,0.0000,0.0000,11,offspring,7,5
0.7962,0.3000,72.4624,1.3622,0.2162,0.5113,0.0000,0.0000,0.0000,0.0000,11,offspring,5,1
0.9000,0.6136,75.0989,3.1306,1.2993,1.6188,0.0000,0.0000,0.0000,0.0000,11,offspring,3,1
0.4599,0.3000,72.8209,2.7878,4.7898,1.4908,0.0000,0.0000,0.0000,0.0000,11,offspring,6,8
0.9000,0.7729,73.3322,4.5936,0.9204,0.6431,0.0000,0.0000,0.0000,0.0000,11,offspring,2,8
0.9000,0.7463,73.8993,2.4491,0.6200,0.8657,0.0000,0.0000,0.0000,0.0000,11,offspring,6,8
0.8447,0.6956,74.4290,0.7440,0.2903,0.7793,0.0000,0.0000,0.0000,0.0000,11,offspring,2,4
0.9000,0.9000,72.0627,3.3885,3.1015,3.1690,0.0000,0.0000,0.0000,0.0000,11,offspring,6,7
0.3613,0.3000,73.5913,9.0742,0.6184,2.2242,0.0000,0.0000,0.0000,0.0000,11,offspring,3,1
0.3575,0.3000,73.4259,1.8245,0.0925,0.3706,0.0000,0.0000,0.0000,0.0000,11,offspring,5,8
0.9000,0.6399,70.6197,4.2127,0.3561,1.5571,0.0000,0.0000,0.0000,0.0000,11,offspring,8,5
0.9000,0.5988,73.8379,1.2018,0.2709,0.4035,0.0000,0.0000,0.0000,0.0000,11,offspring,2,8
0.8958,0.3000,74.2762,1.3026,0.4043,0.2006,0.0000,0.0000,0.0000,0.0000,11,offspring,9,4
0.8595,0.3000,73.7312,2.0126,1.4164,0.7322,0.0000,0.0000,0.0000,0.0000,11,offspring,3,6
0.3000,0.3000,73.8357,1.6532,1.7086,0.5873,0.0000,0.0000,0.0000,0.0000,11,offspring,3,7
0.9000,0.3881,76.2539,0.8868,0.9196,1.3713,0.0000,0.0000,0.0000,0.0000,11,offspring,1,6
0.9000,0.5199,73.1897,7.3031,0.3360,0.9782,0.0000,0.0000,0.0000,0.0000,11,offspring,2,9
0.8440,0.7467,73.1176,1.0068,0.6955,0.6298,0.0000,0.0000,0.0000,0.0000,11,offspring,7,5
0.9000,0.6082,73.4089,3.0773,0.4539,0.4499,0.0000,0.0000,0.0000,0.0000,11,offspring,3,8
0.3000,0.3000,73.5070,3.9573,2.1176,2.1749,0.0000,0.0000,0.0000,0.0000,11,offspring,0,7
0.4293,0.3000,73.3747,0.9339,0.9488,0.3347,0.0000,0.0000,0.0000,0.0000,11,offspring,4,1
0.8225,0.6017,74.3218,1.1628,1.1403,0.8574,0.0000,0.0000,0.0000,0.0000,11,offspring,6,2
0.7547,0.3000,74.8496,1.4408,0.2673,0.5482,0.0000,0.0000,0.0000,0.0000,11,offspring,0,6
0.6029,0.3218,73.6757,0.6304,0.4035,0.7536,0.0000,0.0000,0.0000,0.0000,11,offspring,1,4
0.4485,0.3000,73.6396,1.4840,0.8581,1.5623,0.0000,0.0000,0.0000,0.0000,11,offspring,7,1
0.9000,0.3000,74.5138,1.9902,1.1181,1.3197,0.0000,0.0000,0.0000,0.0000,11,offspring,0,6
0.7702,0.3000,77.7842,12.0459,1.7737,2.3780,0.0000,0.0000,0.0000,0.0000,11,offspring,8,5
0.6901,0.3000,73.7866,2.5339,0.2041,0.2430,0.0000,0.0000,0.0000,0.0000,11,offspring,0,3
0.8404,0.3448,75.0501,1.1308,1.4351,0.8184,0.0000,0.0000,0.0000,0.0000,11,offspring,6,3
0.9000,0.3000,77.7133,5.1702,2.8932,2.2876,0.0000,0.0000,0.0000,0.0000,11,offspring,6,5
0.3000,0.3000,74.1321,6.3319,1.9026,0.6273,0.0000,0.0000,0.0000,0.0000,11,offspring,6,2
0.9000,0.3000,73.8198,0.9799,0.7270,0.8790,0.0000,0.0000,0.0000,0.0000,11,offspring,3,6
0.6837,0.3000,72.7509,5.9006,1.3391,1.2449,0.0000,0.0000,0.0000,0.0000,11,offspring,9,8
0.9000,0.3000,72.5755,1.8075,1.3407,1.4369,0.0000,0.0000,0.0000,0.0000,11,offspring,8,1
0.7375,0.3000,76.9847,2.3605,1.2087,0.8960,0.0000,0.0000,0.0000,0.0000,11,offspring,3,4
0.9000,0.3256,71.2467,4.1844,0.1654,1.7331,0.0000,0.0000,0.0000,0.0000,11,offspring,9,5
0.9000,0.6295,74.1470,2.4284,0.7277,0.3127,0.0000,0.0000,0.0000,0.0000,11,offspring,9,6
0.9000,0.5746,71.9005,1.4202,0.2100,0.6254,0.0000,0.0000,0.0000,0.0000,11,offspring,1,9
0.9000,0.9000,70.7148,9.8333,1.9464,4.4349,0.0000,0.0000,0.0000,0.0000,11,offspring,8,4
0.8284,0.5541,71.7699,0.6513,0.5728,0.6249,0.0000,0.0000,0.0000,0.0000,11,offspring,2,1
0.8002,0.5244,72.2761,0.9021,0.7045,0.4415,0.0000,0.0000,0.0000,0.0000,11,offspring,8,1
0.8983,0.5283,74.9336,2.1136,0.4748,0.4953,0.0000,0.0000,0.0000,0.0000,11,offspring,5,4
0.6023,0.5504,73.8242,1.2963,0.2543,1.0138,0.0000,0.0000,0.0000,0.0000,11,offspring,9,8
0.4440,0.3533,73.4952,2.3966,0.2216,3.1368,0.0000,0.0000,0.0000,0.0000,11,offspring,5,9
0.7270,0.4383,73.6805,0.8361,1.1990,0.7355,0.0000,0.0000,0.0000,0.0000,11,offspring,6,0
0.9000,0.3000,75.5721,8.4842,2.9144,2.9033,0.0000,0.0000,0.0000,0.0000,11,offspring,0,7
0.6886,0.3267,75.0878,0.5366,0.2724,1.3177,0.0000,0.0000,0.0000,0.0000,11,offspring,6,1
0.6712,0.3000,75.6038,0.6383,0.3695,0.3286,0.0000,0.0000,0.0000,0.0000,11,offspring,6,4
0.9000,0.8034,74.9812,2.0194,1.5883,1.0471,0.0000,0.0000,0.0000,0.0000,11,offspring,1,4
0.7379,0.3000,74.8790,0.8158,2.9089,0.1710,0.0000,0.0000,0.0000,0.0000,11,offspring,4,2
0.9000,0.8444,74.4922,0.5429,1.1173,0.5917,0.0000,0.0000,0.0000,0.0000,11,offspring,0,6
0.9000,0.3000,74.8565,5.7738,1.0475,1.0516,0.0000,0.0000,0.0000,0.0000,11,offspring,0,6
0.9000,0.9000,72.5982,4.8889,4.2147,4.7560,0.0000,0.0000,0.0000,0.0000,11,offspring,4,7
0.9000,0.6038,71.9738,3.0974,0.6131,1.5493,0.0000,0.0000,0.0000,0.0000,11,offspring,3,9
0.9000,0.3294,64.4834,7.0213,1.2678,5.9130,0.0000,0.0000,0.0000,0.0000,11,offspring,9,7
0.9000,0.3000,74.9072,3.1247,0.9746,0.3330,0.0000,0.0000,0.0000,0.0000,11,offspring,0,6
0.9000,0.3341,73.6178,1.9412,0.1427,0.6257,0.0000,0.0000,0.0000,0.0000,11,offspring,5,2
0.9000,0.9000,72.3324,21.6505,1.2595,1.6940,0.0000,0.0000,0.0000,0.0000,11,offspring,7,2
0.5910,0.5152,73.3654,0.8651,0.3443,0.9346,0.0000,0.0000,0.0000,0.0000,11,offspring,8,1
0.7412,0.4546,73.3764,0.5849,0.0752,0.2758,0.0000,0.0000,0.0000,0.0000,11,offspring,5,0
0.6564,0.4690,73.6789,0.5493,0.2229,0.1528,0.0000,0.0000,0.0000,0.0000,11,offspring,0,8
0.9000,0.5482,76.9325,0.9782,0.5545,1.0420,0.0000,0.0000,0.0000,0.0000,11,offspring,4,6
0.3000,0.3000,74.8998,4.7852,11.7098,3.1581,0.0000,0.0000,0.0000,0.0000,11,offspring,2,6
0.9000,0.8060,73.8855,1.2738,1.7891,1.3159,0.0000,0.0000,0.0000,0.0000,11,offspring,6,8
0.9000,0.4110,73.6217,1.5272,0.3030,0.2062,0.0000,0.0000,0.0000,0.0000,11,offspring,5,0
0.3000,0.3000,75.2951,2.6279,1.7289,1.4847,0.0000,0.0000,0.0000,0.0000,11,offspring,8,4
0.3000,0.3000,75.2951,2.6279,1.7289,1.4847,0.0000,0.0000,0.0000,0.0000,11,parent,-1,-1
0.9000,0.4110,73.6217,1.5272,0.3030,0.2062,0.0000,0.0000,0.0000,0.0000,11,parent,-1,-1
0.9000,0.8060,73.8855,1.2738,1.7891,1.3159,0.0000,0.0000,0.0000,0.0000,11,parent,-1,-1
0.3000,0.3000,74.8998,4.7852,11.7098,3.1581,0.0000,0.0000,0.0000,0.0000,11,parent,-1,-1
0.9000,0.5482,76.9325,0.9782,0.5545,1.0420,0.0000,0.0000,0.0000,0.0000,11,parent,-1,-1
0.6564,0.4690,73.6789,0.5493,0.2229,0.1528,0.0000,0.0000,0.0000,0.0000,11,parent,-1,-1
0.7412,0.4546,73.3764,0.5849,0.0752,0.2758,0.0000,0.0000,0.0000,0.0000,11,parent,-1,-1
0.5910,0.5152,73.3654,0.8651,0.3443,0.9346,0.0000,0.0000,0.0000,0.0000,11,parent,-1,-1
0.9000,0.9000,72.3324,21.6505,1.2595,1.6940,0.0000,0.0000,0.0000,0.0000,11,parent,-1,-1
0.9000,0.3341,73.6178,1.9412,0.1427,0.6257,0.0000,0.0000,0.0000,0.0000,11,parent,-1,-1
