s1,s2,a1,sigma_s1,sigma_s2,sigma_a1,fitness,efficiency,processability,uniformity,generation,role,parent1_idx,parent2_idx
0.4324,0.3944,73.5857,0.6975,0.5639,0.2480,0.0000,0.0000,0.0000,0.0000,12,offspring,5,7
0.9000,0.7071,70.2524,2.5627,2.1690,2.5159,0.0000,0.0000,0.0000,0.0000,12,offspring,3,7
0.4461,0.3631,74.8599,0.4799,0.5521,0.4875,0.0000,0.0000,0.0000,0.0000,12,offspring,2,4
0.8071,0.3000,79.5470,5.9829,13.1370,2.0002,0.0000,0.0000,0.0000,0.0000,12,offspring,4,3
0.3780,0.3055,75.1243,0.4023,0.1851,0.2428,0.0000,0.0000,0.0000,0.0000,12,offspring,4,6
0.4148,0.3000,73.7269,0.9633,0.9170,0.7319,0.0000,0.0000,0.0000,0.0000,12,offspring,2,5
0.6751,0.4310,74.5623,1.4577,0.8531,0.4093,0.0000,0.0000,0.0000,0.0000,12,offspring,5,2
0.7929,0.3000,75.3047,5.4969,3.0913,6.8371,0.0000,0.0000,0.0000,0.0000,12,offspring,0,7
0.3000,0.3000,73.0614,1.0922,0.8021,1.7456,0.0000,0.0000,0.0000,0.0000,12,offspring,7,2
0.4534,0.3000,70.6379,0.7297,0.5233,2.0416,0.0000,0.0000,0.0000,0.0000,12,offspring,7,2
0.5442,0.5231,73.5205,0.3134,0.1773,0.3434,0.0000,0.0000,0.0000,0.0000,12,offspring,6,5
0.5382,0.4912,75.0511,2.4715,1.6974,0.9935,0.0000,0.0000,0.0000,0.0000,12,offspring,3,7
0.5215,0.3000,74.3335,2.9755,0.3320,1.3342,0.0000,0.0000,0.0000,0.0000,12,offspring,0,9
0.6529,0.3446,73.5437,0.6298,0.0930,0.1773,0.0000,0.0000,0.0000,0.0000,12,offspring,9,1
0.6887,0.3000,75.8133,1.4257,2.1715,0.6045,0.0000,0.0000,0.0000,0.0000,12,offspring,2,4
0.9000,0.8333,76.2201,1.8003,1.7727,1.3369,0.0000,0.0000,0.0000,0.0000,12,offspring,5,0
0.7256,0.3000,72.3165,6.7627,0.2855,0.4352,0.0000,0.0000,0.0000,0.0000,12,offspring,8,6
0.7312,0.5459,73.6511,0.2681,0.2414,0.3978,0.0000,0.0000,0.0000,0.0000,12,offspring,6,2
0.8634,0.3000,75.9965,20.8819,1.9172,1.1695,0.0000,0.0000,0.0000,0.0000,12,offspring,4,8
0.3000,0.3000,75.0606,1.3045,2.8803,1.4099,0.0000,0.0000,0.0000,0.0000,12,offspring,3,5
0.4920,0.3418,73.5502,0.8315,0.4064,0.3889,0.0000,0.0000,0.0000,0.0000,12,offspring,5,6
