s1,s2,a1,sigma_s1,sigma_s2,sigma_a1,fitness,efficiency,processability,uniformity,generation,role,parent1_idx,parent2_idx
0.6245,0.3000,77.0530,1.4190,1.1939,0.3308,0.0000,0.0000,0.0000,0.0000,5,offspring,1,0
0.8034,0.3358,72.1278,0.1668,0.1134,0.4517,0.0000,0.0000,0.0000,0.0000,5,offspring,3,8
0.8835,0.4328,74.9125,0.3459,0.4331,0.0572,0.0000,0.0000,0.0000,0.0000,5,offspring,1,3
0.6909,0.4703,71.4682,0.2426,0.4390,0.1159,0.0000,0.0000,0.0000,0.0000,5,offspring,8,7
0.8185,0.6184,74.3618,0.5411,0.3801,0.3697,0.0000,0.0000,0.0000,0.0000,5,offspring,0,7
0.7375,0.3798,75.3263,0.4366,0.1127,0.1015,0.0000,0.0000,0.0000,0.0000,5,offspring,2,9
0.7261,0.5016,71.3183,0.1674,0.1718,0.0546,0.0000,0.0000,0.0000,0.0000,5,offspring,7,8
0.6878,0.4850,75.6586,0.1197,0.2433,0.0966,0.0000,0.0000,0.0000,0.0000,5,offspring,2,4
0.8725,0.8485,73.0283,0.1796,0.4665,0.8903,0.0000,0.0000,0.0000,0.0000,5,offspring,2,3
0.7356,0.6325,68.6330,1.4069,0.5239,2.6678,0.0000,0.0000,0.0000,0.0000,5,offspring,6,8
0.7748,0.5283,71.8848,0.3080,0.1328,0.1757,0.0000,0.0000,0.0000,0.0000,5,offspring,8,5
0.4725,0.4669,72.8768,0.2811,0.0681,0.1656,0.0000,0.0000,0.0000,0.0000,5,offspring,3,5
0.6609,0.3201,72.3709,0.3248,0.2769,1.6828,0.0000,0.0000,0.0000,0.0000,5,offspring,5,3
0.8921,0.4384,73.6002,0.0978,0.2779,0.1430,0.0000,0.0000,0.0000,0.0000,5,offspring,7,2
0.9000,0.7397,76.4475,1.7266,1.0133,0.2077,0.0000,0.0000,0.0000,0.0000,5,offspring,4,1
0.7777,0.7328,75.3921,0.2963,0.5612,0.5515,0.0000,0.0000,0.0000,0.0000,5,offspring,5,0
0.8247,0.5037,74.8289,0.4387,1.2962,0.1883,0.0000,0.0000,0.0000,0.0000,5,offspring,1,5
0.8853,0.3000,67.5816,0.8056,0.3041,2.4990,0.0000,0.0000,0.0000,0.0000,5,offspring,6,5
0.7725,0.6402,76.1214,0.1751,0.4654,0.9925,0.0000,0.0000,0.0000,0.0000,5,offspring,6,1
0.4832,0.4250,75.7692,0.4097,0.2460,0.2804,0.0000,0.0000,0.0000,0.0000,5,offspring,2,4
0.7786,0.4457,71.2640,0.6850,0.2491,0.7052,0.0000,0.0000,0.0000,0.0000,5,offspring,6,7
0.4987,0.3000,75.9722,0.6233,1.5945,0.2366,0.0000,0.0000,0.0000,0.0000,5,offspring,9,0
0.8995,0.5746,76.1557,0.7359,0.3803,0.1141,0.0000,0.0000,0.0000,0.0000,5,offspring,1,9
0.8471,0.5112,73.6495,0.5063,0.2805,0.4907,0.0000,0.0000,0.0000,0.0000,5,offspring,9,7
