s1,s2,a1,sigma_s1,sigma_s2,sigma_a1,fitness,efficiency,processability,uniformity,generation,role,parent1_idx,parent2_idx
0.5860,0.5410,74.2843,0.5099,0.6331,0.1120,0.0000,0.0000,0.0000,0.0000,4,offspring,1,3
0.7917,0.4741,74.2014,1.6600,1.7015,0.2580,0.0000,0.0000,0.0000,0.0000,4,offspring,3,1
0.9000,0.9000,72.0842,2.6897,0.5912,0.8436,0.0000,0.0000,0.0000,0.0000,4,offspring,9,5
0.7784,0.3579,73.5079,0.1218,0.1846,1.0144,0.0000,0.0000,0.0000,0.0000,4,offspring,0,6
0.4386,0.3705,74.0555,0.1550,0.0925,0.4813,0.0000,0.0000,0.0000,0.0000,4,offspring,0,8
0.8046,0.3175,74.3309,0.5708,0.4203,0.4161,0.0000,0.0000,0.0000,0.0000,4,offspring,6,0
0.4971,0.3000,72.1938,1.0551,0.1306,0.2674,0.0000,0.0000,0.0000,0.0000,4,offspring,9,4
0.3323,0.3000,77.2839,2.4209,0.0730,0.2299,0.0000,0.0000,0.0000,0.0000,4,offspring,0,2
0.3508,0.3000,75.6615,1.0167,0.6998,0.5838,0.0000,0.0000,0.0000,0.0000,4,offspring,8,3
0.4484,0.3334,75.3068,0.3473,0.0554,0.4844,0.0000,0.0000,0.0000,0.0000,4,offspring,0,7
0.9000,0.8588,74.2047,1.4168,3.5984,0.5030,0.0000,0.0000,0.0000,0.0000,4,offspring,5,6
0.4370,0.4303,71.1775,0.9972,0.0716,0.2002,0.0000,0.0000,0.0000,0.0000,4,offspring,9,6
0.7743,0.7049,78.4843,0.9745,0.5021,0.1542,0.0000,0.0000,0.0000,0.0000,4,offspring,2,3
0.3464,0.3092,77.3128,0.6592,0.0712,0.4568,0.0000,0.0000,0.0000,0.0000,4,offspring,7,2
0.8246,0.7285,71.2420,1.3092,0.3995,0.2481,0.0000,0.0000,0.0000,0.0000,4,offspring,6,9
0.5956,0.3924,72.9524,0.2267,0.0930,0.2743,0.0000,0.0000,0.0000,0.0000,4,offspring,7,1
