
TracePro Release: 3 2 0 
Polar Candela Distribution Data for 
Data covers +/- 180.000 degrees from Normal
Data for Missed Rays
Data generated at 12:37:32 June 20, 2025

	   0.0	 180.0
0.000	       0.13692	       0.13692	
3.000	      0.436117	      0.577601	
6.000	      0.674453	      0.979898	
9.000	      0.885756	       1.29801	
12.000	       1.09206	       2.16732	
15.000	       1.70169	       2.85044	
18.000	       1.50167	       4.26686	
21.000	       1.78609	       2.39496	
24.000	       1.71106	       1.19423	
27.000	      0.946902	      0.420363	
30.000	      0.716814	       1.81393	
33.000	      0.267411	       3.33746	
36.000	     0.0414078	       1.07608	
39.000	     0.0500839	      0.278179	
42.000	     0.0326248	      0.130964	
45.000	    0.00680252	      0.134913	
48.000	    0.00628912	      0.115976	
51.000	     0.0364026	     0.0875082	
54.000	    0.00219594	     0.0587893	
57.000	   0.000337214	      0.055847	
60.000	     0.0129718	     0.0305089	
63.000	    0.00131517	      0.031695	
66.000	  1.04172e-006	     0.0327572	
69.000	  1.89921e-006	      0.026176	
72.000	   0.000309905	    0.00751293	
75.000	      0.145522	     0.0127817	
78.000	      0.500659	     0.0018463	
81.000	      0.265278	    0.00846868	
84.000	     0.0257159	    0.00772203	
87.000	     0.0313331	    0.00224908	
90.000	      0.020519	  1.44839e-005	
93.000	     0.0369937	  1.91395e-006	
96.000	     0.0907515	  1.91489e-006	
99.000	      0.369848	  1.91488e-006	
102.000	      0.339717	  1.91488e-006	
105.000	      0.527262	  1.91488e-006	
108.000	       2.73511	  1.91489e-006	
111.000	       6.49901	  1.91489e-006	
114.000	       7.52437	  1.91489e-006	
117.000	       5.77263	   1.9149e-006	
120.000	       2.08194	   1.9149e-006	
123.000	       1.32862	  1.91491e-006	
126.000	      0.663588	  1.91491e-006	
129.000	      0.176802	  1.91491e-006	
132.000	    0.00047586	  1.91492e-006	
135.000	  1.89141e-006	  1.91492e-006	
138.000	  1.91636e-006	  1.91493e-006	
141.000	  1.91594e-006	  1.91493e-006	
144.000	  1.91572e-006	  1.91493e-006	
147.000	  1.91557e-006	  1.91494e-006	
150.000	  1.91545e-006	  1.91494e-006	
153.000	  1.91534e-006	  1.91495e-006	
156.000	  1.91527e-006	  1.91496e-006	
159.000	  1.91522e-006	  1.91496e-006	
162.000	  1.91518e-006	  1.91497e-006	
165.000	  1.91513e-006	  1.91498e-006	
168.000	  1.91511e-006	  1.91498e-006	
171.000	  1.91508e-006	  1.91499e-006	
174.000	  1.91506e-006	    1.915e-006	
177.000	  1.91504e-006	  1.91502e-006	
180.000	  1.91503e-006	  1.91503e-006	
