
TracePro Release: 3 2 0 
Polar Candela Distribution Data for 
Data covers +/- 180.000 degrees from Normal
Data for Missed Rays
Data generated at 09:42:47 June 30, 2025

	   0.0	 180.0
0.000	      0.301911	      0.301911	
0.500	      0.302436	      0.301357	
1.000	      0.302436	      0.301357	
1.500	      0.302935	      0.300773	
2.000	       0.30341	      0.300157	
2.500	      0.303862	      0.299506	
3.000	      0.303862	      0.299506	
3.500	      0.304292	      0.298818	
4.000	      0.304702	      0.298089	
4.500	      0.304702	      0.298089	
5.000	      0.305093	      0.297317	
5.500	      0.305466	      0.296498	
6.000	      0.305822	      0.295628	
6.500	      0.305822	      0.295628	
7.000	      0.306162	      0.294703	
7.500	      0.306488	      0.293718	
8.000	      0.306488	      0.293718	
8.500	      0.306799	      0.292668	
9.000	      0.307097	      0.291547	
9.500	      0.307383	      0.290348	
10.000	      0.307383	      0.290348	
10.500	      0.307656	      0.289065	
11.000	      0.307918	      0.287688	
11.500	      0.307918	      0.287688	
12.000	       0.30817	       0.28621	
12.500	      0.308412	      0.284618	
13.000	      0.308412	      0.284618	
13.500	      0.308644	      0.282903	
14.000	      0.308866	       0.28105	
14.500	       0.30908	      0.279045	
15.000	       0.30908	      0.279045	
15.500	      0.309286	       0.27687	
16.000	      0.309484	      0.274506	
16.500	      0.309484	      0.274506	
17.000	      0.309675	       0.27193	
17.500	      0.309858	      0.269116	
18.000	      0.310035	      0.266033	
18.500	      0.310035	      0.266033	
19.000	      0.310205	      0.262648	
19.500	      0.310369	      0.258918	
20.000	      0.310369	      0.258918	
20.500	      0.310527	      0.254795	
21.000	      0.310679	      0.250222	
21.500	      0.310826	      0.245131	
22.000	      0.310826	      0.245131	
22.500	      0.310968	      0.239441	
23.000	      0.311105	      0.233054	
23.500	      0.311105	      0.233054	
24.000	      0.311237	      0.225852	
24.500	      0.311364	      0.217689	
25.000	      0.311487	      0.208388	
25.500	      0.311487	      0.208388	
26.000	      0.311606	      0.197725	
26.500	      0.311721	      0.185421	
27.000	      0.311721	      0.185421	
27.500	      0.311832	      0.171123	
28.000	      0.311939	      0.154373	
28.500	      0.312042	      0.134579	
29.000	      0.312042	      0.134579	
29.500	      0.312142	      0.110954	
30.000	      0.312239	     0.0824427	
30.500	      0.312239	     0.0824427	
31.000	      0.312333	     0.0475968	
31.500	      0.312423	    0.00439067	
32.000	       0.31251	     0.0500822	
32.500	       0.31251	     0.0500822	
33.000	      0.312595	      0.120111	
33.500	      0.312676	      0.212242	
34.000	      0.312676	      0.212242	
34.500	      0.312755	      0.336866	
35.000	      0.312831	      0.511294	
35.500	      0.312831	      0.511294	
36.000	      0.312905	      0.766131	
36.500	      0.312976	       1.15975	
37.000	      0.313045	       1.81519	
37.500	      0.313045	       1.81519	
38.000	      0.313111	        3.0305	
38.500	      0.313175	       5.69576	
39.000	      0.313175	       5.69576	
39.500	      0.313237	       13.6294	
40.000	      0.313296	       71.8167	
40.500	      0.313354	       736.684	
41.000	      0.313354	       736.684	
41.500	       0.31341	       71.8167	
42.000	      0.313463	       13.6294	
42.500	      0.313463	       13.6294	
43.000	      0.313515	       5.69576	
43.500	      0.313564	        3.0305	
44.000	      0.313612	       1.81518	
44.500	      0.313612	       1.81518	
45.000	      0.313658	       1.15974	
45.500	      0.313702	      0.766123	
46.000	      0.313702	      0.766123	
46.500	      0.313744	      0.511284	
47.000	      0.313784	      0.336855	
47.500	      0.313823	       0.21223	
48.000	      0.313823	       0.21223	
48.500	       0.31386	      0.120098	
49.000	      0.313895	     0.0500674	
49.500	      0.313895	     0.0500674	
50.000	      0.313929	     0.0044068	
50.500	      0.313961	     0.0476142	
51.000	      0.313991	     0.0824614	
51.500	      0.313991	     0.0824614	
52.000	       0.31402	      0.110974	
52.500	      0.314046	        0.1346	
53.000	      0.314046	        0.1346	
53.500	      0.314072	      0.154396	
54.000	      0.314095	      0.171147	
54.500	      0.314117	      0.185446	
55.000	      0.314117	      0.185446	
55.500	      0.314138	      0.197751	
56.000	      0.314157	      0.208415	
56.500	      0.314157	      0.208415	
57.000	      0.314174	      0.217718	
57.500	      0.314189	      0.225882	
58.000	      0.314189	      0.225882	
58.500	      0.314203	      0.233086	
59.000	      0.314214	      0.239474	
59.500	      0.314225	      0.245165	
60.000	      0.314225	      0.245165	
60.500	      0.314233	      0.250258	
61.000	       0.31424	      0.254832	
61.500	       0.31424	      0.254832	
62.000	      0.314244	      0.258956	
62.500	      0.314247	      0.262688	
63.000	      0.314248	      0.266075	
63.500	      0.314248	      0.266075	
64.000	      0.314247	      0.269159	
64.500	      0.314243	      0.271974	
65.000	      0.314243	      0.271974	
65.500	      0.314238	      0.274552	
66.000	       0.31423	      0.276918	
66.500	      0.314221	      0.279094	
67.000	      0.314221	      0.279094	
67.500	      0.314208	      0.281101	
68.000	      0.314194	      0.282955	
68.500	      0.314194	      0.282955	
69.000	      0.314176	      0.284672	
69.500	      0.314156	      0.286265	
70.000	      0.314133	      0.287745	
70.500	      0.314133	      0.287745	
71.000	      0.314107	      0.289123	
71.500	      0.314078	      0.290408	
72.000	      0.314078	      0.290408	
72.500	      0.314046	      0.291609	
73.000	       0.31401	      0.292732	
73.500	       0.31397	      0.293783	
74.000	       0.31397	      0.293783	
74.500	      0.313927	       0.29477	
75.000	      0.313879	      0.295697	
75.500	      0.313879	      0.295697	
76.000	      0.313827	      0.296569	
76.500	       0.31377	       0.29739	
77.000	      0.313707	      0.298164	
77.500	      0.313707	      0.298164	
78.000	       0.31364	      0.298894	
78.500	      0.313566	      0.299584	
79.000	      0.313566	      0.299584	
79.500	      0.313486	      0.300237	
80.000	      0.313399	      0.300855	
80.500	      0.313399	      0.300855	
81.000	      0.313304	      0.301441	
81.500	      0.313202	      0.301997	
82.000	       0.31309	      0.302524	
82.500	       0.31309	      0.302524	
83.000	      0.312969	      0.303026	
83.500	      0.312837	      0.303502	
84.000	      0.312837	      0.303502	
84.500	      0.312694	      0.303956	
85.000	      0.312537	      0.304389	
85.500	      0.312367	      0.304801	
86.000	      0.312367	      0.304801	
86.500	      0.312181	      0.305194	
87.000	      0.311978	      0.305569	
87.500	      0.311978	      0.305569	
88.000	      0.311755	      0.305928	
88.500	      0.311511	      0.306271	
89.000	      0.311243	      0.306599	
89.500	      0.311243	      0.306599	
90.000	      0.310947	      0.306913	
90.500	      0.310621	      0.307213	
91.000	      0.310621	      0.307213	
91.500	       0.31026	      0.307501	
92.000	      0.309859	      0.307778	
92.500	      0.309413	      0.308043	
93.000	      0.309413	      0.308043	
93.500	      0.308915	      0.308297	
94.000	      0.308356	      0.308542	
94.500	      0.308356	      0.308542	
95.000	      0.307727	      0.308777	
95.500	      0.307017	      0.309002	
96.000	      0.306209	       0.30922	
96.500	      0.306209	       0.30922	
97.000	      0.305287	      0.309429	
97.500	      0.304229	       0.30963	
98.000	      0.304229	       0.30963	
98.500	      0.303005	      0.309824	
99.000	      0.301582	       0.31001	
99.500	      0.299912	       0.31019	
100.000	      0.299912	       0.31019	
100.500	      0.297937	      0.310364	
101.000	      0.295578	      0.310532	
101.500	      0.295578	      0.310532	
102.000	      0.292728	      0.310693	
102.500	      0.289243	      0.310849	
103.000	      0.289243	      0.310849	
103.500	      0.284919	         0.311	
104.000	      0.279466	      0.311146	
104.500	      0.272452	      0.311287	
105.000	      0.272452	      0.311287	
105.500	      0.263223	      0.311423	
106.000	      0.250734	      0.311555	
106.500	      0.250734	      0.311555	
107.000	      0.233252	      0.311682	
107.500	      0.207707	      0.311805	
108.000	      0.168246	      0.311925	
108.500	      0.168246	      0.311925	
109.000	      0.102532	       0.31204	
109.500	     0.0193214	      0.312152	
110.000	     0.0193214	      0.312152	
110.500	      0.286562	      0.312261	
111.000	       1.08206	      0.312366	
111.500	       6.91653	      0.312468	
112.000	       6.91653	      0.312468	
112.500	       74.1523	      0.312567	
113.000	       6.91652	      0.312662	
113.500	       6.91652	      0.312662	
114.000	       1.08204	      0.312755	
114.500	      0.286525	      0.312846	
115.000	     0.0192723	      0.312933	
115.500	     0.0192723	      0.312933	
116.000	      0.102593	      0.313018	
116.500	       0.16832	      0.313101	
117.000	       0.16832	      0.313101	
117.500	      0.207793	      0.313181	
118.000	       0.23335	      0.313259	
118.500	      0.250845	      0.313335	
119.000	      0.250845	      0.313335	
119.500	      0.263346	      0.313408	
120.000	      0.272588	       0.31348	
120.500	      0.272588	       0.31348	
121.000	      0.279614	      0.313549	
121.500	       0.28508	      0.313617	
122.000	      0.289416	      0.313682	
122.500	      0.289416	      0.313682	
123.000	      0.292914	      0.313746	
123.500	      0.295777	      0.313809	
124.000	      0.295777	      0.313809	
124.500	      0.298149	      0.313869	
125.000	      0.300137	      0.313928	
125.500	      0.300137	      0.313928	
126.000	      0.301819	      0.313985	
126.500	      0.303256	      0.314041	
127.000	      0.304493	      0.314095	
127.500	      0.304493	      0.314095	
128.000	      0.305564	      0.314148	
128.500	      0.306499	      0.314199	
129.000	      0.306499	      0.314199	
129.500	       0.30732	      0.314249	
130.000	      0.308045	      0.314298	
130.500	      0.308687	      0.314345	
131.000	      0.308687	      0.314345	
131.500	      0.309259	      0.314391	
132.000	      0.309772	      0.314436	
132.500	      0.309772	      0.314436	
133.000	      0.310232	       0.31448	
133.500	      0.310646	      0.314523	
134.000	      0.311022	      0.314564	
134.500	      0.311022	      0.314564	
135.000	      0.311362	      0.314605	
135.500	      0.311672	      0.314644	
136.000	      0.311672	      0.314644	
136.500	      0.311955	      0.314683	
137.000	      0.312214	       0.31472	
137.500	      0.312452	      0.314756	
138.000	      0.312452	      0.314756	
138.500	       0.31267	      0.314792	
139.000	      0.312872	      0.314826	
139.500	      0.312872	      0.314826	
140.000	      0.313058	       0.31486	
140.500	      0.313229	      0.314893	
