
TracePro Release: 3 2 0 
Polar Candela Distribution Data for 
Data covers +/- 180.000 degrees from Normal
Data for Missed Rays
Data generated at 20:44:58 June 20, 2025

	   0.0	 180.0
0.000	      0.153034	      0.153034	
3.000	      0.174561	      0.462582	
6.000	      0.493778	      0.983683	
9.000	      0.985841	       2.19982	
12.000	       1.06039	       1.83705	
15.000	      0.937985	       1.60877	
18.000	      0.984791	       1.10252	
21.000	       1.29276	       2.59608	
24.000	       1.30629	       2.88739	
27.000	       1.65379	       4.06577	
30.000	       1.27023	       3.83711	
33.000	       1.84037	       2.09628	
36.000	       1.73889	      0.251789	
39.000	       1.80262	      0.159493	
42.000	       1.42709	      0.123664	
45.000	       1.27746	      0.648137	
48.000	       1.11461	      0.884348	
51.000	       1.35585	       0.20701	
54.000	      0.889119	     0.0445551	
57.000	      0.976521	     0.0416694	
60.000	      0.906028	      0.042846	
63.000	      0.637805	     0.0088777	
66.000	      0.675698	    0.00836009	
69.000	      0.428734	     0.0209829	
72.000	       0.34654	      0.012227	
75.000	      0.827072	     0.0121208	
78.000	      0.816219	     0.0146723	
81.000	      0.377894	    0.00269516	
84.000	      0.214981	  3.17523e-006	
87.000	      0.312225	    0.00121953	
90.000	      0.420847	    0.00924863	
93.000	       0.24594	    0.00175356	
96.000	      0.250896	  3.37163e-007	
99.000	      0.271451	    0.00106452	
102.000	      0.538653	    0.00361098	
105.000	      0.732812	  9.05889e-005	
108.000	       1.00091	  2.43748e-006	
111.000	       1.42373	  2.43648e-006	
114.000	       1.94469	  2.43648e-006	
117.000	       2.12044	  2.43648e-006	
120.000	       1.53141	  2.43647e-006	
123.000	       1.00953	  2.43647e-006	
126.000	      0.463604	  2.43647e-006	
129.000	      0.114728	  2.43646e-006	
132.000	   0.000252165	  2.43646e-006	
135.000	  2.44827e-006	  2.43646e-006	
138.000	  2.43607e-006	  2.43646e-006	
141.000	  2.43614e-006	  2.43645e-006	
144.000	  2.43618e-006	  2.43645e-006	
147.000	  2.43622e-006	  2.43645e-006	
150.000	  2.43625e-006	  2.43644e-006	
153.000	  2.43628e-006	  2.43644e-006	
156.000	   2.4363e-006	  2.43644e-006	
159.000	  2.43632e-006	  2.43643e-006	
162.000	  2.43633e-006	  2.43643e-006	
165.000	  2.43635e-006	  2.43642e-006	
168.000	  2.43636e-006	  2.43642e-006	
171.000	  2.43637e-006	  2.43642e-006	
174.000	  2.43638e-006	  2.43641e-006	
177.000	  2.43639e-006	   2.4364e-006	
180.000	   2.4364e-006	   2.4364e-006	
