
TracePro Release: 3 2 0 
Polar Candela Distribution Data for 
Data covers +/- 180.000 degrees from Normal
Data for Missed Rays
Data generated at 20:44:57 June 20, 2025

	   0.0	 180.0
0.000	     0.0831697	     0.0831697	
3.000	     0.0581927	       0.32205	
6.000	      0.174738	      0.434305	
9.000	     0.0643332	      0.874811	
12.000	      0.116437	       0.71337	
15.000	      0.237859	       1.15788	
18.000	      0.206304	       2.28787	
21.000	      0.362952	      0.416836	
24.000	      0.354348	      0.223612	
27.000	      0.298199	      0.260465	
30.000	      0.563162	       1.99043	
33.000	      0.368319	       16.4028	
36.000	      0.354532	       1.44395	
39.000	      0.126169	      0.100651	
42.000	      0.180279	      0.202145	
45.000	      0.179677	      0.210221	
48.000	      0.270598	     0.0425483	
51.000	      0.215039	     0.0249231	
54.000	      0.156966	     0.0164233	
57.000	      0.209897	     0.0155488	
60.000	      0.487648	     0.0108441	
63.000	      0.678322	     0.0408347	
66.000	      0.770145	    0.00919539	
69.000	       1.11506	     0.0133628	
72.000	       1.60878	   0.000554338	
75.000	       1.79201	  8.69408e-005	
78.000	       2.49957	  8.69194e-005	
81.000	       2.72036	   0.000106558	
84.000	       2.03897	    0.00302753	
87.000	       1.95798	    0.00529854	
90.000	       1.99829	    0.00395422	
93.000	       1.98471	   0.000256556	
96.000	        1.8602	   8.6938e-005	
99.000	       1.79835	  8.69212e-005	
102.000	       3.00829	  8.69214e-005	
105.000	        17.877	  8.69216e-005	
108.000	      0.380964	  8.69217e-005	
111.000	     0.0369041	  8.69219e-005	
114.000	     0.0262892	   8.6922e-005	
117.000	     0.0406207	  8.69221e-005	
120.000	     0.0300985	  8.69222e-005	
123.000	     0.0274036	  8.69222e-005	
126.000	     0.0153853	  8.69223e-005	
129.000	   0.000571683	  8.69223e-005	
132.000	  8.68911e-005	  8.69224e-005	
135.000	  8.69122e-005	  8.69224e-005	
138.000	   8.6914e-005	  8.69224e-005	
141.000	  8.69158e-005	  8.69225e-005	
144.000	  8.69169e-005	  8.69225e-005	
147.000	  8.69177e-005	  8.69225e-005	
150.000	  8.69185e-005	  8.69224e-005	
153.000	  8.69192e-005	  8.69224e-005	
156.000	  8.69197e-005	  8.69224e-005	
159.000	  8.69201e-005	  8.69224e-005	
162.000	  8.69204e-005	  8.69223e-005	
165.000	  8.69208e-005	  8.69223e-005	
168.000	   8.6921e-005	  8.69222e-005	
171.000	  8.69213e-005	  8.69221e-005	
174.000	  8.69214e-005	   8.6922e-005	
177.000	  8.69216e-005	  8.69219e-005	
180.000	  8.69218e-005	  8.69218e-005	
