s1,s2,a1,sigma_s1,sigma_s2,sigma_a1,fitness,efficiency,processability,uniformity,generation,role,parent1_idx,parent2_idx
1.0000,0.5016,84.7068,2.3541,0.5366,6.7831,0.0000,0.0000,0.0000,0.0000,14,offspring,9,3
1.0000,0.4000,89.8248,22.3348,1.2660,6.2408,0.0000,0.0000,0.0000,0.0000,14,offspring,7,1
1.0000,0.4000,82.5876,16.5785,1.2144,2.3329,0.0000,0.0000,0.0000,0.0000,14,offspring,5,1
1.0000,0.4000,82.7770,5.9225,1.3207,10.7903,0.0000,0.0000,0.0000,0.0000,14,offspring,0,3
1.0000,0.9787,72.1836,10.1679,0.3638,0.9599,0.0000,0.0000,0.0000,0.0000,14,offspring,5,2
1.0000,1.0000,74.9132,3.6398,0.7523,0.5535,0.0000,0.0000,0.0000,0.0000,14,offspring,0,4
1.0000,0.9963,72.5655,10.8418,0.9982,1.3087,0.0000,0.0000,0.0000,0.0000,14,offspring,9,2
1.0000,0.4000,69.9853,4.4721,1.6026,3.9923,0.0000,0.0000,0.0000,0.0000,14,offspring,0,3
1.0000,0.7061,74.6574,2.2645,1.1069,0.4351,0.0000,0.0000,0.0000,0.0000,14,offspring,9,4
1.0000,0.4000,73.5213,9.4584,5.6862,1.2444,0.0000,0.0000,0.0000,0.0000,14,offspring,5,2
0.4000,0.4000,77.4828,5.6766,1.8761,4.1383,0.0000,0.0000,0.0000,0.0000,14,offspring,6,8
1.0000,0.4607,77.5515,1.7943,1.3523,2.9267,0.0000,0.0000,0.0000,0.0000,14,offspring,8,3
1.0000,1.0000,71.4127,24.1576,1.4456,6.9482,0.0000,0.0000,0.0000,0.0000,14,offspring,9,7
1.0000,0.4369,84.2787,33.7204,1.0869,3.3906,0.0000,0.0000,0.0000,0.0000,14,offspring,7,5
0.4000,0.4000,88.9808,3.8690,1.1636,5.7262,0.0000,0.0000,0.0000,0.0000,14,offspring,3,4
0.7871,0.4000,77.3799,14.0742,0.8122,3.9454,0.0000,0.0000,0.0000,0.0000,14,offspring,1,7
0.6540,0.6062,75.5089,1.5198,0.4904,0.2002,0.0000,0.0000,0.0000,0.0000,14,offspring,6,4
1.0000,0.4000,61.1325,137.8635,1.3078,6.8109,0.0000,0.0000,0.0000,0.0000,14,offspring,7,4
1.0000,0.4000,80.8400,5.4084,1.0055,1.7040,0.0000,0.0000,0.0000,0.0000,14,offspring,1,9
1.0000,0.4000,73.8605,35.1351,1.0686,4.5080,0.0000,0.0000,0.0000,0.0000,14,offspring,7,0
1.0000,0.5777,76.3974,19.7523,0.5832,3.4743,0.0000,0.0000,0.0000,0.0000,14,offspring,6,1
1.0000,0.8090,72.0669,10.1342,1.0313,3.9398,0.0000,0.0000,0.0000,0.0000,14,offspring,2,4
0.4000,0.4000,67.6804,1.1284,1.0012,5.0041,0.0000,0.0000,0.0000,0.0000,14,offspring,8,6
1.0000,0.7762,79.3186,16.4702,0.6195,5.2566,0.0000,0.0000,0.0000,0.0000,14,offspring,7,1
1.0000,0.4652,75.0239,5.0820,2.2863,1.0103,0.0000,0.0000,0.0000,0.0000,14,offspring,0,2
0.4000,0.4000,89.9020,8.9357,1.3861,14.0840,0.0000,0.0000,0.0000,0.0000,14,offspring,1,3
1.0000,1.0000,71.6969,10.2393,2.0268,5.0889,0.0000,0.0000,0.0000,0.0000,14,offspring,4,8
1.0000,0.7675,74.7644,6.3199,0.5513,0.6665,0.0000,0.0000,0.0000,0.0000,14,offspring,0,6
0.8136,0.4000,75.2429,0.3992,2.1964,2.2502,0.0000,0.0000,0.0000,0.0000,14,offspring,8,4
1.0000,0.8266,57.7813,38.0412,3.5888,14.8063,0.0000,0.0000,0.0000,0.0000,14,offspring,7,8
1.0000,1.0000,74.1378,62.5277,3.1284,1.7644,0.0000,0.0000,0.0000,0.0000,14,offspring,2,7
0.5123,0.4461,71.9086,2.1943,0.3553,1.1064,0.0000,0.0000,0.0000,0.0000,14,offspring,8,9
1.0000,0.4000,81.0946,6.4187,1.6087,4.2522,0.0000,0.0000,0.0000,0.0000,14,offspring,0,1
0.8802,0.5613,74.5207,1.5054,1.2605,0.4929,0.0000,0.0000,0.0000,0.0000,14,offspring,6,0
0.4000,0.4000,79.1795,3.7931,3.0608,4.1869,0.0000,0.0000,0.0000,0.0000,14,offspring,8,3
1.0000,0.4000,75.0754,3.8795,0.4219,0.4143,0.0000,0.0000,0.0000,0.0000,14,offspring,6,0
0.6660,0.4000,81.6159,8.4661,1.6767,7.1184,0.0000,0.0000,0.0000,0.0000,14,offspring,3,0
1.0000,0.9786,79.4472,21.6247,1.0959,8.3077,0.0000,0.0000,0.0000,0.0000,14,offspring,7,9
0.4000,0.4000,74.6947,20.9331,5.5976,1.2721,0.0000,0.0000,0.0000,0.0000,14,offspring,0,4
1.0000,1.0000,82.6089,3.2156,0.9826,6.4301,0.0000,0.0000,0.0000,0.0000,14,offspring,0,3
0.5147,0.4000,74.6549,1.4257,2.3900,2.0903,0.0000,0.0000,0.0000,0.0000,14,offspring,8,6
0.9090,0.6212,88.4715,2.5375,0.4758,2.1772,0.0000,0.0000,0.0000,0.0000,14,offspring,3,1
0.8066,0.7630,74.4209,1.9572,0.5765,0.2179,0.0000,0.0000,0.0000,0.0000,14,offspring,0,4
1.0000,0.7986,72.7113,2.5235,0.4977,2.3139,0.0000,0.0000,0.0000,0.0000,14,offspring,4,8
