s1,s2,a1,sigma_s1,sigma_s2,sigma_a1,fitness,efficiency,processability,uniformity,generation,role,parent1_idx,parent2_idx
0.9725,0.4000,74.2421,1.1868,0.9369,1.4440,0.0000,0.0000,0.0000,0.0000,12,offspring,8,3
0.8185,0.4000,74.2210,8.4921,1.5010,6.8764,0.0000,0.0000,0.0000,0.0000,12,offspring,3,7
0.7088,0.4686,71.3680,0.4906,0.2345,1.4860,0.0000,0.0000,0.0000,0.0000,12,offspring,6,1
0.4000,0.4000,75.6214,6.5187,1.5421,2.9027,0.0000,0.0000,0.0000,0.0000,12,offspring,3,8
1.0000,1.0000,79.9200,19.2320,3.1763,3.2797,0.0000,0.0000,0.0000,0.0000,12,offspring,5,0
1.0000,0.4849,75.2616,3.2634,0.3118,0.3863,0.0000,0.0000,0.0000,0.0000,12,offspring,1,4
0.5660,0.4000,77.0543,10.5278,3.9718,3.2632,0.0000,0.0000,0.0000,0.0000,12,offspring,5,3
1.0000,1.0000,76.4154,4.9197,1.1884,0.6990,0.0000,0.0000,0.0000,0.0000,12,offspring,6,5
0.9025,0.4000,76.6679,3.7955,1.3326,4.0382,0.0000,0.0000,0.0000,0.0000,12,offspring,3,0
0.8519,0.7735,69.5987,3.9245,2.3530,2.4689,0.0000,0.0000,0.0000,0.0000,12,offspring,9,6
0.8596,0.5355,72.5785,3.2126,0.2330,2.0940,0.0000,0.0000,0.0000,0.0000,12,offspring,2,1
0.7956,0.4000,73.7124,2.3244,0.2338,1.2678,0.0000,0.0000,0.0000,0.0000,12,offspring,2,7
0.4000,0.4000,70.3849,16.6727,1.1375,3.0722,0.0000,0.0000,0.0000,0.0000,12,offspring,9,3
0.4000,0.4000,65.0630,1.1208,1.4234,5.4013,0.0000,0.0000,0.0000,0.0000,12,offspring,3,1
1.0000,1.0000,76.8876,5.8024,1.5834,1.4381,0.0000,0.0000,0.0000,0.0000,12,offspring,5,8
1.0000,0.6619,78.9311,4.0005,0.9579,1.6649,0.0000,0.0000,0.0000,0.0000,12,offspring,5,0
