s1,s2,a1,sigma_s1,sigma_s2,sigma_a1,fitness,efficiency,processability,uniformity,generation,role,parent1_idx,parent2_idx
0.5654,0.4979,75.7334,0.2692,0.3238,0.1693,0.0000,0.0000,0.0000,0.0000,3,offspring,4,7
0.4997,0.4757,73.5722,0.3322,0.3196,0.0419,0.0000,0.0000,0.0000,0.0000,3,offspring,3,5
0.9539,0.5987,73.5856,0.0440,0.0478,0.0216,0.0000,0.0000,0.0000,0.0000,3,offspring,5,3
1.0000,0.5538,71.2230,0.9851,0.7230,0.3964,0.0000,0.0000,0.0000,0.0000,3,offspring,9,0
0.8626,0.8510,78.0436,0.5706,0.4674,0.1786,0.0000,0.0000,0.0000,0.0000,3,offspring,0,6
0.7264,0.5376,69.7975,0.4638,0.0745,0.1858,0.0000,0.0000,0.0000,0.0000,3,offspring,9,7
0.9635,0.7728,76.4080,0.3387,0.0650,0.0945,0.0000,0.0000,0.0000,0.0000,3,offspring,9,6
1.0000,0.4000,71.7757,2.8584,1.2202,0.7590,0.0000,0.0000,0.0000,0.0000,3,offspring,9,0
0.6396,0.6211,75.5133,0.2192,0.1229,0.1008,0.0000,0.0000,0.0000,0.0000,3,offspring,7,4
0.9263,0.5275,85.1016,0.2570,0.8007,0.0737,0.0000,0.0000,0.0000,0.0000,3,offspring,2,3
0.8016,0.7301,75.6274,0.2284,0.0713,0.0920,0.0000,0.0000,0.0000,0.0000,3,offspring,7,4
0.6557,0.5147,76.5250,0.8856,0.2847,0.2299,0.0000,0.0000,0.0000,0.0000,3,offspring,9,1
0.9435,0.8953,68.9788,0.1194,0.0965,0.4168,0.0000,0.0000,0.0000,0.0000,3,offspring,0,5
0.7205,0.5524,77.3187,0.2537,0.9870,0.0473,0.0000,0.0000,0.0000,0.0000,3,offspring,2,5
1.0000,0.8106,85.0009,0.4347,0.3622,0.1103,0.0000,0.0000,0.0000,0.0000,3,offspring,3,2
0.8919,0.4127,74.0436,0.7069,0.5957,0.3367,0.0000,0.0000,0.0000,0.0000,3,offspring,1,8
1.0000,0.9848,69.3726,1.6987,0.3450,0.7198,0.0000,0.0000,0.0000,0.0000,3,offspring,9,7
0.9427,0.6424,67.6517,0.1433,0.1002,0.1031,0.0000,0.0000,0.0000,0.0000,3,offspring,7,5
0.9588,0.5522,75.6101,0.1038,0.3307,0.0970,0.0000,0.0000,0.0000,0.0000,3,offspring,7,4
0.9477,0.4596,81.3187,0.1004,0.2783,0.0136,0.0000,0.0000,0.0000,0.0000,3,offspring,4,3
0.5557,0.5163,65.2710,0.1876,0.4226,0.0545,0.0000,0.0000,0.0000,0.0000,3,offspring,5,8
