s1,s2,a1,sigma_s1,sigma_s2,sigma_a1,fitness,efficiency,processability,uniformity,generation,role,parent1_idx,parent2_idx
0.8146,0.4000,81.7802,38.1980,1.1508,7.1093,0.0000,0.0000,0.0000,0.0000,17,offspring,8,3
1.0000,0.4000,83.7586,56.0458,1.3317,8.6191,0.0000,0.0000,0.0000,0.0000,17,offspring,4,5
1.0000,1.0000,76.1106,7.3592,3.1138,7.1157,0.0000,0.0000,0.0000,0.0000,17,offspring,0,6
1.0000,0.4000,77.6615,59.2938,16.1936,8.2055,0.0000,0.0000,0.0000,0.0000,17,offspring,3,5
0.4000,0.4000,57.8661,8.1889,2.2923,23.6570,0.0000,0.0000,0.0000,0.0000,17,offspring,9,1
1.0000,1.0000,79.1189,6.4096,2.8256,4.6491,0.0000,0.0000,0.0000,0.0000,17,offspring,0,2
0.9368,0.4000,81.2972,10.7444,0.9627,13.1676,0.0000,0.0000,0.0000,0.0000,17,offspring,6,0
1.0000,1.0000,96.9464,6.6336,1.8266,14.1552,0.0000,0.0000,0.0000,0.0000,17,offspring,1,0
1.0000,0.4000,59.8035,1.1576,1.4135,16.9986,0.0000,0.0000,0.0000,0.0000,17,offspring,0,4
1.0000,0.6419,76.0946,10.1007,1.5567,0.6827,0.0000,0.0000,0.0000,0.0000,17,offspring,1,2
0.6495,0.4000,58.0558,6.9384,2.2958,15.7452,0.0000,0.0000,0.0000,0.0000,17,offspring,0,7
0.4000,0.4000,88.9746,20.0870,2.4215,18.8600,0.0000,0.0000,0.0000,0.0000,17,offspring,0,8
1.0000,0.4000,74.5930,12.3087,3.0747,5.5979,0.0000,0.0000,0.0000,0.0000,17,offspring,3,6
1.0000,0.4659,100.0000,4.9116,0.5176,27.1622,0.0000,0.0000,0.0000,0.0000,17,offspring,0,9
0.8737,0.4000,85.9669,1.9535,1.8519,7.2329,0.0000,0.0000,0.0000,0.0000,17,offspring,4,9
0.7054,0.4000,60.4788,15.0869,1.9131,7.4602,0.0000,0.0000,0.0000,0.0000,17,offspring,8,7
0.4772,0.4000,74.8646,13.6928,1.1937,3.7666,0.0000,0.0000,0.0000,0.0000,17,offspring,0,5
1.0000,0.6763,54.4001,32.2670,2.0068,12.1705,0.0000,0.0000,0.0000,0.0000,17,offspring,8,6
1.0000,0.4000,92.2314,10.6634,2.9924,15.9026,0.0000,0.0000,0.0000,0.0000,17,offspring,0,3
0.4898,0.4632,71.9792,1.7598,1.1840,4.7491,0.0000,0.0000,0.0000,0.0000,17,offspring,1,0
1.0000,1.0000,81.1257,11.6889,3.1221,10.0210,0.0000,0.0000,0.0000,0.0000,17,offspring,0,2
1.0000,0.4000,52.0948,10.7013,3.2772,22.9505,0.0000,0.0000,0.0000,0.0000,17,offspring,3,7
1.0000,0.4000,74.4239,37.3473,1.4288,1.6795,0.0000,0.0000,0.0000,0.0000,17,offspring,2,5
1.0000,0.4854,66.8782,17.7514,2.1102,3.8072,0.0000,0.0000,0.0000,0.0000,17,offspring,2,8
1.0000,0.6908,90.5873,13.3927,2.4162,10.3535,0.0000,0.0000,0.0000,0.0000,17,offspring,1,9
0.6817,0.4000,82.4974,5.7849,0.8020,22.5106,0.0000,0.0000,0.0000,0.0000,17,offspring,6,7
