s1,s2,a1,sigma_s1,sigma_s2,sigma_a1,fitness,efficiency,processability,uniformity,generation,role,parent1_idx,parent2_idx
1.0000,0.5105,76.3672,0.5109,0.6114,1.9870,0.0000,0.0000,0.0000,0.0000,10,offspring,6,9
1.0000,0.8701,74.3337,2.0160,1.2909,0.5806,0.0000,0.0000,0.0000,0.0000,10,offspring,7,3
0.7287,0.5392,74.3505,0.3421,0.4515,0.6354,0.0000,0.0000,0.0000,0.0000,10,offspring,8,7
0.5876,0.4000,75.0255,2.9419,0.2609,0.1171,0.0000,0.0000,0.0000,0.0000,10,offspring,4,5
0.7347,0.4000,75.7459,2.9726,0.6768,0.3540,0.0000,0.0000,0.0000,0.0000,10,offspring,0,8
0.8270,0.6041,73.9854,1.6060,0.4507,0.8501,0.0000,0.0000,0.0000,0.0000,10,offspring,3,7
1.0000,0.7669,73.9406,4.7096,0.4157,1.0890,0.0000,0.0000,0.0000,0.0000,10,offspring,7,0
1.0000,0.5486,74.7309,1.7489,0.0841,0.2374,0.0000,0.0000,0.0000,0.0000,10,offspring,7,0
0.5098,0.4000,76.1839,2.4079,0.6315,0.3645,0.0000,0.0000,0.0000,0.0000,10,offspring,8,5
0.8080,0.4000,73.1765,0.3412,0.2786,2.1383,0.0000,0.0000,0.0000,0.0000,10,offspring,6,9
0.8140,0.4000,74.6984,2.8775,0.2790,0.9633,0.0000,0.0000,0.0000,0.0000,10,offspring,2,4
0.6310,0.4296,77.4650,2.7035,0.3621,0.7861,0.0000,0.0000,0.0000,0.0000,10,offspring,6,0
0.7400,0.6398,73.1356,1.1595,0.5546,0.7807,0.0000,0.0000,0.0000,0.0000,10,offspring,7,1
0.9988,0.4000,78.3264,1.1764,0.2773,1.7883,0.0000,0.0000,0.0000,0.0000,10,offspring,7,6
0.6149,0.4000,74.4347,1.7288,0.4077,1.1644,0.0000,0.0000,0.0000,0.0000,10,offspring,5,7
0.7645,0.6374,75.6960,0.2123,0.2862,0.3054,0.0000,0.0000,0.0000,0.0000,10,offspring,4,2
1.0000,0.4000,75.5386,0.7394,0.9104,2.2182,0.0000,0.0000,0.0000,0.0000,10,offspring,3,6
0.4399,0.4201,75.2725,4.1770,0.3145,0.6788,0.0000,0.0000,0.0000,0.0000,10,offspring,4,5
1.0000,1.0000,75.0296,3.9357,1.5178,0.2551,0.0000,0.0000,0.0000,0.0000,10,offspring,3,0
0.7910,0.4000,72.7083,0.2928,0.9316,0.9022,0.0000,0.0000,0.0000,0.0000,10,offspring,3,7
0.9850,0.4428,76.8846,0.4360,0.3438,3.5494,0.0000,0.0000,0.0000,0.0000,10,offspring,8,7
0.8951,0.6529,77.5000,1.0137,0.2176,0.6832,0.0000,0.0000,0.0000,0.0000,10,offspring,2,9
1.0000,0.8456,75.1850,3.9333,3.0510,3.3265,0.0000,0.0000,0.0000,0.0000,10,offspring,7,1
0.6572,0.4000,75.4102,1.8466,0.2493,1.0864,0.0000,0.0000,0.0000,0.0000,10,offspring,9,5
0.7299,0.4718,75.5456,0.3493,0.2588,1.1752,0.0000,0.0000,0.0000,0.0000,10,offspring,8,9
0.9116,0.5572,76.5227,0.8087,0.2998,0.2123,0.0000,0.0000,0.0000,0.0000,10,offspring,8,2
1.0000,0.6795,82.0763,2.7098,0.2596,2.6934,0.0000,0.0000,0.0000,0.0000,10,offspring,9,5
0.5350,0.4000,75.3780,2.1724,0.5786,0.5009,0.0000,0.0000,0.0000,0.0000,10,offspring,8,7
0.9817,0.4000,79.2421,0.8449,0.2623,0.4242,0.0000,0.0000,0.0000,0.0000,10,offspring,5,6
0.5721,0.4000,76.8246,1.1875,0.8592,1.6580,0.0000,0.0000,0.0000,0.0000,10,offspring,4,6
0.7408,0.4182,73.8651,3.3819,0.7666,2.1896,0.0000,0.0000,0.0000,0.0000,10,offspring,7,9
0.7183,0.4000,78.6140,2.0028,0.5182,2.0643,0.0000,0.0000,0.0000,0.0000,10,offspring,9,5
0.5413,0.4000,69.8285,7.1797,2.3120,6.3546,0.0000,0.0000,0.0000,0.0000,10,offspring,0,1
0.5016,0.4000,79.8599,1.4334,0.7550,2.6449,0.0000,0.0000,0.0000,0.0000,10,offspring,1,6
1.0000,0.4000,78.7534,1.5438,0.9882,4.4833,0.0000,0.0000,0.0000,0.0000,10,offspring,4,1
1.0000,0.7431,74.8766,1.1607,1.3340,2.2039,0.0000,0.0000,0.0000,0.0000,10,offspring,6,8
0.6029,0.4228,73.4963,0.4357,0.1645,0.6454,0.0000,0.0000,0.0000,0.0000,10,offspring,7,4
0.5085,0.4742,75.9635,1.7726,0.5962,1.1022,0.0000,0.0000,0.0000,0.0000,10,offspring,7,8
0.7668,0.4000,70.8395,0.7347,2.3677,3.2279,0.0000,0.0000,0.0000,0.0000,10,offspring,8,1
0.4909,0.4000,76.8976,1.7076,0.6962,1.6724,0.0000,0.0000,0.0000,0.0000,10,offspring,8,9
0.9369,0.4963,74.8977,1.2409,0.3332,0.5430,0.0000,0.0000,0.0000,0.0000,10,offspring,7,2
0.4000,0.4000,78.0177,1.2509,3.1404,3.4467,0.0000,0.0000,0.0000,0.0000,10,offspring,1,6
1.0000,0.5563,79.5390,1.0990,0.6376,3.0547,0.0000,0.0000,0.0000,0.0000,10,offspring,9,4
0.8282,0.4000,77.9969,1.1998,0.3601,0.1626,0.0000,0.0000,0.0000,0.0000,10,offspring,0,6
0.7011,0.4094,74.8965,1.2111,0.1426,0.2495,0.0000,0.0000,0.0000,0.0000,10,offspring,4,5
1.0000,0.7792,77.2425,1.6744,0.1686,0.2585,0.0000,0.0000,0.0000,0.0000,10,offspring,5,2
0.9936,0.5650,78.2344,1.6533,0.1798,1.6284,0.0000,0.0000,0.0000,0.0000,10,offspring,9,5
0.6658,0.6418,74.6828,2.1954,0.3926,0.3296,0.0000,0.0000,0.0000,0.0000,10,offspring,4,0
0.4746,0.4000,80.5312,0.8777,0.4373,2.6402,0.0000,0.0000,0.0000,0.0000,10,offspring,6,4
