
TracePro Release: 3 2 0 
Polar Candela Distribution Data for 
Data covers +/- 180.000 degrees from Normal
Data for Missed Rays
Data generated at 15:19:40 September 06, 2025

	   0.0	 180.0
0.000	             0	             0	
0.321	             0	             0	
0.643	             0	      0.153892	
0.964	             0	      0.153892	
1.286	             0	             0	
1.607	             0	             0	
1.929	             0	      0.464973	
2.250	             0	      0.464973	
2.571	             0	      0.155426	
2.893	             0	      0.155426	
3.214	             0	      0.468068	
3.536	             0	      0.468068	
3.857	             0	      0.468068	
4.179	             0	      0.313012	
4.500	             0	      0.313012	
4.821	             0	             0	
5.143	             0	             0	
5.464	      0.111329	      0.773037	
5.786	      0.111329	      0.773037	
6.107	             0	       0.62956	
6.429	             0	       0.62956	
6.750	             0	             0	
7.071	             0	             0	
7.393	             0	      0.631009	
7.714	             0	      0.631009	
8.036	             0	      0.631009	
8.357	             0	      0.157871	
8.679	             0	      0.157871	
9.000	             0	       1.26366	
9.321	             0	       1.26366	
9.643	             0	      0.158049	
9.964	             0	      0.158049	
10.286	             0	      0.312438	
10.607	             0	      0.312438	
10.929	             0	      0.787353	
11.250	             0	      0.787353	
11.571	             0	      0.787353	
11.893	        0.1954	      0.316288	
12.214	        0.1954	      0.316288	
12.536	       628.537	       1.26527	
12.857	       628.537	       1.26527	
13.179	       1.42823	      0.632668	
13.500	       1.42823	      0.632668	
13.821	             0	       1.14227	
14.143	             0	       1.14227	
14.464	       1.49371	      0.632699	
14.786	       1.49371	      0.632699	
15.107	       1.49371	      0.632699	
15.429	       0.76176	       1.20932	
15.750	       0.76176	       1.20932	
16.071	       3.06543	      0.134313	
16.393	       3.06543	      0.134313	
16.714	       6.21012	      0.128897	
17.036	       6.21012	      0.128897	
17.357	      0.786805	             0	
17.679	      0.786805	             0	
18.000	       3.16956	             0	
18.321	       3.16956	             0	
18.643	             0	      0.115644	
18.964	             0	      0.115644	
19.286	             0	      0.115644	
19.607	       9.67711	             0	
19.929	       9.67711	             0	
20.250	             0	      0.214435	
20.571	             0	      0.214435	
20.893	             0	      0.206741	
21.214	             0	      0.206741	
21.536	             0	             0	
21.857	             0	             0	
22.179	       5.15952	             0	
22.500	       5.15952	             0	
22.821	       5.15952	             0	
23.143	       3.29559	             0	
23.464	       3.29559	             0	
23.786	       2.47645	             0	
24.107	       2.47645	             0	
24.429	       1.65469	             0	
24.750	       1.65469	             0	
25.071	       3.31115	             0	
25.393	       3.31115	             0	
25.714	       2.48322	             0	
26.036	       2.48322	             0	
26.357	       2.48322	             0	
26.679	      0.827015	             0	
27.000	      0.827015	             0	
27.321	      0.826632	             0	
27.643	      0.826632	             0	
27.964	       1.64962	             0	
28.286	       1.64962	             0	
28.607	      0.822342	      0.215118	
28.929	      0.822342	      0.215118	
29.250	             0	             0	
29.571	             0	             0	
29.893	       3.26401	     0.0673729	
30.214	       3.26401	     0.0673729	
30.536	       3.26401	     0.0673729	
30.857	       2.43581	             0	
31.179	       2.43581	             0	
31.500	       2.42353	             0	
31.821	       2.42353	             0	
32.143	             0	     0.0617566	
32.464	             0	     0.0617566	
32.786	      0.797532	             0	
33.107	      0.797532	             0	
33.429	             0	     0.0570145	
33.750	             0	     0.0570145	
34.071	             0	     0.0570145	
34.393	      0.781996	             0	
34.714	      0.781996	             0	
35.036	       3.48016	             0	
35.357	       3.48016	             0	
35.679	       1.53263	      0.276656	
36.000	       1.53263	      0.276656	
36.321	             0	     0.0504536	
36.643	             0	     0.0504536	
36.964	             0	             0	
37.286	             0	             0	
37.607	             0	             0	
37.929	       1.46497	             0	
38.250	       1.46497	             0	
38.571	       2.16052	             0	
38.893	       2.16052	             0	
39.214	       4.25358	             0	
39.536	       4.25358	             0	
39.857	             0	             0	
40.179	             0	             0	
40.500	       0.67804	      0.135709	
40.821	       0.67804	      0.135709	
41.143	             0	             0	
41.464	             0	             0	
41.786	             0	             0	
42.107	             0	             0	
42.429	             0	             0	
42.750	      0.619459	             0	
43.071	      0.619459	             0	
43.393	        2.5829	       362.525	
43.714	        2.5829	       362.525	
44.036	             0	      0.340885	
44.357	             0	      0.340885	
44.679	             0	       2.59916	
45.000	             0	       2.59916	
45.321	             0	       2.59916	
45.643	             0	      0.598522	
45.964	             0	      0.598522	
46.286	             0	      0.411335	
46.607	             0	      0.411335	
46.929	       1.08477	      0.395447	
47.250	       1.08477	      0.395447	
47.571	             0	     0.0778383	
47.893	             0	     0.0778383	
48.214	      0.527618	      0.436854	
48.536	      0.527618	      0.436854	
48.857	      0.527618	      0.436854	
49.179	       1.05308	      0.202067	
49.500	       1.05308	      0.202067	
49.821	             0	      0.772503	
50.143	             0	      0.772503	
50.464	             0	       0.16042	
50.786	             0	       0.16042	
51.107	             0	             0	
51.429	             0	             0	
51.750	             0	      0.124223	
52.071	             0	      0.124223	
52.393	             0	             0	
52.714	             0	             0	
53.036	             0	             0	
53.357	             0	             0	
53.679	             0	             0	
54.000	      0.467805	             0	
54.321	      0.467805	             0	
54.643	             0	             0	
54.964	             0	             0	
55.286	             0	             0	
55.607	             0	             0	
55.929	             0	             0	
56.250	             0	             0	
56.571	             0	             0	
56.893	             0	             0	
57.214	             0	             0	
57.536	             0	      0.187634	
57.857	             0	      0.187634	
58.179	      0.403081	             0	
58.500	      0.403081	             0	
58.821	             0	             0	
59.143	             0	             0	
59.464	             0	             0	
59.786	             0	             0	
60.107	             0	             0	
60.429	             0	             0	
60.750	             0	             0	
61.071	             0	             0	
61.393	             0	             0	
61.714	             0	      0.150449	
62.036	             0	      0.150449	
62.357	             0	             0	
62.679	             0	             0	
63.000	             0	             0	
63.321	             0	             0	
63.643	             0	             0	
63.964	             0	             0	
64.286	             0	             0	
64.607	             0	             0	
64.929	             0	             0	
65.250	             0	             0	
65.571	             0	             0	
65.893	             0	             0	
66.214	             0	             0	
66.536	             0	       5.82966	
66.857	             0	       5.82966	
67.179	             0	             0	
67.500	             0	             0	
67.821	             0	             0	
68.143	             0	             0	
68.464	             0	             0	
68.786	             0	             0	
69.107	             0	             0	
69.429	             0	             0	
69.750	             0	             0	
70.071	             0	     0.0582324	
70.393	             0	     0.0582324	
70.714	     0.0524475	             0	
71.036	     0.0524475	             0	
71.357	     0.0524475	             0	
71.679	             0	             0	
72.000	             0	             0	
72.321	             0	             0	
72.643	             0	             0	
72.964	             0	             0	
73.286	             0	             0	
73.607	             0	             0	
73.929	             0	             0	
74.250	             0	             0	
74.571	             0	             0	
74.893	             0	             0	
75.214	             0	             0	
75.536	             0	             0	
75.857	             0	             0	
76.179	             0	             0	
76.500	             0	             0	
76.821	             0	             0	
77.143	             0	             0	
77.464	             0	             0	
77.786	             0	             0	
78.107	             0	             0	
78.429	             0	             0	
78.750	             0	             0	
79.071	             0	             0	
79.393	             0	             0	
79.714	             0	             0	
80.036	             0	             0	
80.357	             0	             0	
80.679	             0	             0	
81.000	             0	             0	
81.321	             0	             0	
81.643	             0	             0	
81.964	             0	             0	
82.286	             0	             0	
82.607	             0	             0	
82.929	             0	             0	
83.250	             0	             0	
83.571	             0	             0	
83.893	             0	             0	
84.214	             0	             0	
84.536	             0	             0	
84.857	             0	             0	
85.179	             0	             0	
85.500	      0.547418	             0	
85.821	      0.547418	             0	
86.143	             0	             0	
86.464	             0	             0	
86.786	             0	             0	
87.107	             0	             0	
87.429	             0	             0	
87.750	        0.6412	             0	
88.071	        0.6412	             0	
88.393	      0.672931	             0	
88.714	      0.672931	             0	
89.036	             0	             0	
89.357	             0	             0	
89.679	             0	             0	
90.000	             0	             0	
90.321	             0	             0	
90.643	             0	             0	
90.964	             0	             0	
91.286	       1.50816	             0	
91.607	       1.50816	             0	
91.929	             0	             0	
92.250	             0	             0	
92.571	             0	             0	
92.893	             0	             0	
93.214	             0	             0	
93.536	             0	             0	
93.857	             0	             0	
94.179	             0	             0	
94.500	             0	             0	
94.821	             0	             0	
95.143	             0	             0	
95.464	       1.70696	             0	
95.786	       1.70696	             0	
96.107	             0	             0	
96.429	             0	             0	
96.750	        1.7468	             0	
97.071	        1.7468	             0	
97.393	       1.76271	             0	
97.714	       1.76271	             0	
98.036	       1.76271	             0	
98.357	             0	             0	
98.679	             0	             0	
99.000	             0	             0	
99.321	             0	             0	
99.643	             0	             0	
99.964	             0	             0	
100.286	       3.65474	             0	
100.607	       3.65474	             0	
100.929	      0.922435	             0	
101.250	      0.922435	             0	
101.571	      0.922435	             0	
101.893	       1.85423	             0	
102.214	       1.85423	             0	
102.536	       1.86539	             0	
102.857	       1.86539	             0	
103.179	             0	             0	
103.500	             0	             0	
103.821	             0	             0	
104.143	             0	             0	
104.464	       0.94423	             0	
104.786	       0.94423	             0	
105.107	       0.94423	             0	
105.429	       1.89534	             0	
105.750	       1.89534	             0	
106.071	       1.90394	             0	
106.393	       1.90394	             0	
106.714	       2.86633	             0	
107.036	       2.86633	             0	
107.357	       1.91624	             0	
107.679	       1.91624	             0	
108.000	      0.959383	             0	
108.321	      0.959383	             0	
108.643	       2.88469	             0	
108.964	       2.88469	             0	
109.286	       2.88469	             0	
109.607	      0.150613	             0	
109.929	      0.150613	             0	
110.250	       2.31567	             0	
110.571	       2.31567	             0	
110.893	         1.053	             0	
111.214	         1.053	             0	
111.536	       1.45852	             0	
111.857	       1.45852	             0	
112.179	      0.437648	             0	
112.500	      0.437648	             0	
112.821	      0.437648	             0	
113.143	       2.02148	             0	
113.464	       2.02148	             0	
113.786	      0.142173	             0	
114.107	      0.142173	             0	
