
TracePro Release: 3 2 2 
Polar Candela Distribution Data for 
Data covers +/- 180.000 degrees from Normal
Data for Missed Rays
Data generated at 17:26:12 November 12, 2025

	   0.0	 180.0
0.000	             0	             0	
0.321	             0	             0	
0.643	             0	             0	
0.964	             0	             0	
1.286	             0	       1.44592	
1.607	             0	       1.44592	
1.929	      0.712005	       3.66567	
2.250	      0.712005	       3.66567	
2.571	             0	       4.41856	
2.893	             0	       4.41856	
3.214	       1.71794	         8.095	
3.536	       1.71794	         8.095	
3.857	       1.71794	         8.095	
4.179	             0	      0.917524	
4.500	             0	      0.917524	
4.821	      0.102141	        6.7273	
5.143	      0.102141	        6.7273	
5.464	             0	      0.918029	
5.786	             0	      0.918029	
6.107	         1.455	       168.377	
6.429	         1.455	       168.377	
6.750	             0	       2.25137	
7.071	             0	       2.25137	
7.393	             0	       3.00768	
7.714	             0	       3.00768	
8.036	             0	       3.00768	
8.357	             0	      0.742945	
8.679	             0	      0.742945	
9.000	             0	       3.04815	
9.321	             0	       3.04815	
9.643	      0.109061	             0	
9.964	      0.109061	             0	
10.286	       1.54286	      0.715699	
10.607	       1.54286	      0.715699	
10.929	       1.08967	             0	
11.250	       1.08967	             0	
11.571	       1.08967	             0	
11.893	             0	      0.980171	
12.214	             0	      0.980171	
12.536	             0	       2.85149	
12.857	             0	       2.85149	
13.179	             0	      0.749603	
13.500	             0	      0.749603	
13.821	             0	      0.113722	
14.143	             0	      0.113722	
14.464	       1.12339	       14.4765	
14.786	       1.12339	       14.4765	
15.107	       1.12339	       14.4765	
15.429	             0	       1.59587	
15.750	             0	       1.59587	
16.071	             0	         1.569	
16.393	             0	         1.569	
16.714	             0	       3.15129	
17.036	             0	       3.15129	
17.357	      0.987609	       109.619	
17.679	      0.987609	       109.619	
18.000	       1.37985	       3.77735	
18.321	       1.37985	       3.77735	
18.643	      0.860568	       1.72607	
18.964	      0.860568	       1.72607	
19.286	      0.860568	       1.72607	
19.607	             0	       1.52996	
19.929	             0	       1.52996	
20.250	             0	        4.3833	
20.571	             0	        4.3833	
20.893	             0	        1.5328	
21.214	             0	        1.5328	
21.536	      0.593903	       4.78447	
21.857	      0.593903	       4.78447	
22.179	             0	        3.0747	
22.500	             0	        3.0747	
22.821	             0	        3.0747	
23.143	      0.532681	       4.93709	
23.464	      0.532681	       4.93709	
23.786	       1.25627	       1.97513	
24.107	       1.25627	       1.97513	
24.429	      0.639492	       2.17678	
24.750	      0.639492	       2.17678	
25.071	       2.00416	       49.6771	
25.393	       2.00416	       49.6771	
25.714	             0	       6.37524	
26.036	             0	       6.37524	
26.357	             0	       6.37524	
26.679	       0.76405	       11.3817	
27.000	       0.76405	       11.3817	
27.321	             0	       1.53419	
27.643	             0	       1.53419	
27.964	             0	       14.1241	
28.286	             0	       14.1241	
28.607	      0.979119	       3.96135	
28.929	      0.979119	       3.96135	
29.250	      0.502712	        3.5779	
29.571	      0.502712	        3.5779	
29.893	             0	       1.53997	
30.214	             0	       1.53997	
30.536	             0	       1.53997	
30.857	             0	             0	
31.179	             0	             0	
31.500	             0	       1.50421	
31.821	             0	       1.50421	
32.143	       1.89213	             0	
32.464	       1.89213	             0	
32.786	      0.947121	             0	
33.107	      0.947121	             0	
33.429	       3.79431	             0	
33.750	       3.79431	             0	
34.071	       3.79431	             0	
34.393	       1.73737	             0	
34.714	       1.73737	             0	
35.036	       2.35449	      0.347971	
35.357	       2.35449	      0.347971	
35.679	       3.80392	             0	
36.000	       3.80392	             0	
36.321	       2.85456	             0	
36.643	       2.85456	             0	
36.964	       5.83109	             0	
37.286	       5.83109	             0	
37.607	       5.83109	             0	
37.929	       2.76103	       0.15343	
38.250	       2.76103	       0.15343	
38.571	       4.76428	             0	
38.893	       4.76428	             0	
39.214	       8.27483	             0	
39.536	       8.27483	             0	
39.857	       1.90933	             0	
40.179	       1.90933	             0	
40.500	             0	      0.132923	
40.821	             0	      0.132923	
41.143	       7.64203	             0	
41.464	       7.64203	             0	
41.786	       7.64203	             0	
42.107	       2.88628	             0	
42.429	       2.88628	             0	
42.750	       4.70213	             0	
43.071	       4.70213	             0	
43.393	        5.7456	             0	
43.714	        5.7456	             0	
44.036	       1.69555	      0.110226	
44.357	       1.69555	      0.110226	
44.679	       20.4206	      0.169593	
45.000	       20.4206	      0.169593	
45.321	       20.4206	      0.169593	
45.643	       9.55298	             0	
45.964	       9.55298	             0	
46.286	       5.67833	       0.20166	
46.607	       5.67833	       0.20166	
46.929	       7.65687	             0	
47.250	       7.65687	             0	
47.571	       6.63707	             0	
47.893	       6.63707	             0	
48.214	       1.93459	             0	
48.536	       1.93459	             0	
48.857	       1.93459	             0	
49.179	       13.5426	             0	
49.500	       13.5426	             0	
49.821	       2.90357	             0	
50.143	       2.90357	             0	
50.464	       11.6178	             0	
50.786	       11.6178	             0	
51.107	       4.83997	      0.292691	
51.429	       4.83997	      0.292691	
51.750	       4.76112	             0	
52.071	       4.76112	             0	
52.393	       9.68877	             0	
52.714	       9.68877	             0	
53.036	       9.68877	             0	
53.357	       5.81219	      0.269983	
53.679	       5.81219	      0.269983	
54.000	       3.87666	             0	
54.321	       3.87666	             0	
54.643	       13.5667	      0.122598	
54.964	       13.5667	      0.122598	
55.286	       3.87796	             0	
55.607	       3.87796	             0	
55.929	       3.87638	             0	
56.250	       3.87638	             0	
56.571	       3.87638	             0	
56.893	       15.1968	             0	
57.214	       15.1968	             0	
57.536	       3.87903	             0	
57.857	       3.87903	             0	
58.179	       2.90933	      0.156697	
58.500	       2.90933	      0.156697	
58.821	       2.69987	       0.21932	
59.143	       2.69987	       0.21932	
59.464	      0.968139	             0	
59.786	      0.968139	             0	
60.107	      0.968139	             0	
60.429	       9.22175	             0	
60.750	       9.22175	             0	
61.071	       4.58993	      0.088313	
61.393	       4.58993	      0.088313	
61.714	       5.92903	      0.170465	
62.036	       5.92903	      0.170465	
62.357	       4.84377	     0.0821839	
62.679	       4.84377	     0.0821839	
63.000	       309.562	             0	
63.321	       309.562	             0	
63.643	       1.59995	     0.0767471	
63.964	       1.59995	     0.0767471	
64.286	       1.59995	     0.0767471	
64.607	      0.629092	             0	
64.929	      0.629092	             0	
65.250	             0	             0	
65.571	             0	             0	
65.893	             0	     0.0703574	
66.214	             0	     0.0703574	
66.536	      0.808204	             0	
66.857	      0.808204	             0	
67.179	             0	             0	
67.500	             0	             0	
67.821	             0	             0	
68.143	             0	       0.12509	
68.464	             0	       0.12509	
68.786	             0	             0	
69.107	             0	             0	
69.429	             0	             0	
69.750	             0	             0	
70.071	      0.626184	             0	
70.393	      0.626184	             0	
70.714	             0	             0	
71.036	             0	             0	
71.357	             0	             0	
71.679	             0	             0	
72.000	             0	             0	
72.321	             0	             0	
72.643	             0	             0	
72.964	       0.71072	      0.101644	
73.286	       0.71072	      0.101644	
73.607	             0	             0	
73.929	             0	             0	
74.250	             0	             0	
74.571	             0	             0	
74.893	             0	             0	
75.214	             0	             0	
75.536	             0	             0	
75.857	      0.695786	             0	
76.179	      0.695786	             0	
76.500	       3.33068	             0	
76.821	       3.33068	             0	
77.143	             0	             0	
77.464	             0	             0	
77.786	       3.19455	             0	
78.107	       3.19455	             0	
78.429	       4.12045	             0	
78.750	       4.12045	             0	
79.071	       4.12045	             0	
79.393	       8.08357	             0	
79.714	       8.08357	             0	
80.036	        3.5207	             0	
80.357	        3.5207	             0	
80.679	        2.9693	             0	
81.000	        2.9693	             0	
81.321	       4.11932	             0	
81.643	       4.11932	             0	
81.964	       3.29302	             0	
82.286	       3.29302	             0	
82.607	       3.29302	             0	
82.929	        9.4451	             0	
83.250	        9.4451	             0	
83.571	       2.78093	             0	
83.893	       2.78093	             0	
84.214	             0	             0	
84.536	             0	             0	
84.857	       3.57005	             0	
85.179	       3.57005	             0	
85.500	        3.5441	             0	
85.821	        3.5441	             0	
86.143	       11.5446	             0	
86.464	       11.5446	             0	
86.786	       11.5446	             0	
87.107	       3.51196	             0	
87.429	       3.51196	             0	
87.750	       2.40992	             0	
88.071	       2.40992	             0	
88.393	       2.13867	             0	
88.714	       2.13867	             0	
89.036	      0.922002	             0	
89.357	      0.922002	             0	
89.679	       1.37534	             0	
90.000	       1.37534	             0	
90.321	       1.37534	             0	
90.643	        2.6397	             0	
90.964	        2.6397	             0	
91.286	        1.6711	             0	
91.607	        1.6711	             0	
91.929	       1.16487	             0	
92.250	       1.16487	             0	
92.571	       1.00251	             0	
92.893	       1.00251	             0	
93.214	       1.02481	             0	
93.536	       1.02481	             0	
93.857	       1.02481	             0	
94.179	       2.01158	             0	
94.500	       2.01158	             0	
94.821	      0.894528	             0	
95.143	      0.894528	             0	
95.464	       4.84426	             0	
95.786	       4.84426	             0	
96.107	      0.101547	             0	
96.429	      0.101547	             0	
96.750	             0	             0	
97.071	             0	             0	
97.393	             0	             0	
97.714	             0	             0	
98.036	             0	             0	
98.357	             0	             0	
98.679	             0	             0	
99.000	             0	             0	
99.321	             0	             0	
99.643	             0	             0	
99.964	             0	             0	
100.286	             0	             0	
100.607	             0	             0	
100.929	             0	             0	
101.250	             0	             0	
101.571	             0	             0	
101.893	             0	             0	
102.214	             0	             0	
102.536	             0	             0	
102.857	             0	             0	
103.179	             0	             0	
103.500	             0	             0	
103.821	             0	             0	
104.143	             0	             0	
104.464	             0	             0	
104.786	             0	             0	
105.107	             0	             0	
105.429	             0	             0	
105.750	             0	             0	
106.071	             0	             0	
106.393	             0	             0	
