
TracePro Release: 3 2 0 
Polar Candela Distribution Data for 
Data covers +/- 180.000 degrees from Normal
Data for Missed Rays
Data generated at 21:36:45 September 08, 2025

	   0.0	 180.0
0.000	             0	             0	
0.321	             0	             0	
0.643	             0	             0	
0.964	             0	             0	
1.286	             0	             0	
1.607	             0	             0	
1.929	             0	             0	
2.250	             0	             0	
2.571	     0.0554409	             0	
2.893	     0.0554409	             0	
3.214	             0	      0.340564	
3.536	             0	      0.340564	
3.857	             0	      0.340564	
4.179	             0	             0	
4.500	             0	             0	
4.821	      0.227267	             0	
5.143	      0.227267	             0	
5.464	     0.0866434	             0	
5.786	     0.0866434	             0	
6.107	       0.38866	      0.336607	
6.429	       0.38866	      0.336607	
6.750	      0.103593	             0	
7.071	      0.103593	             0	
7.393	      0.212845	             0	
7.714	      0.212845	             0	
8.036	      0.212845	             0	
8.357	             0	      0.117515	
8.679	             0	      0.117515	
9.000	      0.955814	      0.297988	
9.321	      0.955814	      0.297988	
9.643	      0.378935	     0.0516621	
9.964	      0.378935	     0.0516621	
10.286	      0.777957	      0.150429	
10.607	      0.777957	      0.150429	
10.929	      0.269118	             0	
11.250	      0.269118	             0	
11.571	      0.269118	             0	
11.893	      0.270564	             0	
12.214	      0.270564	             0	
12.536	      0.278246	             0	
12.857	      0.278246	             0	
13.179	      0.576552	      0.347539	
13.500	      0.576552	      0.347539	
13.821	      0.566389	             0	
14.143	      0.566389	             0	
14.464	      0.450635	             0	
14.786	      0.450635	             0	
15.107	      0.450635	             0	
15.429	      0.304729	             0	
15.750	      0.304729	             0	
16.071	      0.367841	             0	
16.393	      0.367841	             0	
16.714	       2.18894	      0.174656	
17.036	       2.18894	      0.174656	
17.357	      0.951364	             0	
17.679	      0.951364	             0	
18.000	      0.320091	             0	
18.321	      0.320091	             0	
18.643	      0.545455	      0.226798	
18.964	      0.545455	      0.226798	
19.286	      0.545455	      0.226798	
19.607	      0.121079	       2.97974	
19.929	      0.121079	       2.97974	
20.250	      0.658922	       2.05467	
20.571	      0.658922	       2.05467	
20.893	      0.166368	       1.40037	
21.214	      0.166368	       1.40037	
21.536	      0.834654	       1.00792	
21.857	      0.834654	       1.00792	
22.179	       1.00942	             0	
22.500	       1.00942	             0	
22.821	       1.00942	             0	
23.143	      0.405087	             0	
23.464	      0.405087	             0	
23.786	       1.15684	             0	
24.107	       1.15684	             0	
24.429	       0.51268	             0	
24.750	       0.51268	             0	
25.071	       2.06018	             0	
25.393	       2.06018	             0	
25.714	      0.345103	             0	
26.036	      0.345103	             0	
26.357	      0.345103	             0	
26.679	       1.63074	       0.23311	
27.000	       1.63074	       0.23311	
27.321	      0.347593	      0.146755	
27.643	      0.347593	      0.146755	
27.964	      0.348926	             0	
28.286	      0.348926	             0	
28.607	       1.12476	             0	
28.929	       1.12476	             0	
29.250	       1.05136	             0	
29.571	       1.05136	             0	
29.893	       1.75721	             0	
30.214	       1.75721	             0	
30.536	       1.75721	             0	
30.857	      0.881416	      0.486914	
31.179	      0.881416	      0.486914	
31.500	      0.529875	             0	
31.821	      0.529875	             0	
32.143	       1.06111	             0	
32.464	       1.06111	             0	
32.786	      0.614905	       0.16231	
33.107	      0.614905	       0.16231	
33.429	       2.48353	             0	
33.750	       2.48353	             0	
34.071	       2.48353	             0	
34.393	      0.973799	             0	
34.714	      0.973799	             0	
35.036	      0.533419	             0	
35.357	      0.533419	             0	
35.679	      0.355947	             0	
36.000	      0.355947	             0	
36.321	      0.456356	     0.0657344	
36.643	      0.456356	     0.0657344	
36.964	      0.448726	       0.25576	
37.286	      0.448726	       0.25576	
37.607	      0.448726	       0.25576	
37.929	       1.45245	      0.848347	
38.250	       1.45245	      0.848347	
38.571	      0.534432	      0.820142	
38.893	      0.534432	      0.820142	
39.214	             0	      0.277964	
39.536	             0	      0.277964	
39.857	      0.356082	             0	
40.179	      0.356082	             0	
40.500	      0.711628	             0	
40.821	      0.711628	             0	
41.143	             0	             0	
41.464	             0	             0	
41.786	             0	             0	
42.107	       0.88743	             0	
42.429	       0.88743	             0	
42.750	      0.177139	             0	
43.071	      0.177139	             0	
43.393	        2.1227	             0	
43.714	        2.1227	             0	
44.036	       320.475	             0	
44.357	       320.475	             0	
44.679	       4.84601	             0	
45.000	       4.84601	             0	
45.321	       4.84601	             0	
45.643	       4.92815	             0	
45.964	       4.92815	             0	
46.286	       1.24053	             0	
46.607	       1.24053	             0	
46.929	       4.16945	             0	
47.250	       4.16945	             0	
47.571	      0.957558	             0	
47.893	      0.957558	             0	
48.214	       2.26254	             0	
48.536	       2.26254	             0	
48.857	       2.26254	             0	
49.179	       7.48008	             0	
49.500	       7.48008	             0	
49.821	       2.26573	             0	
50.143	       2.26573	             0	
50.464	        6.1202	             0	
50.786	        6.1202	             0	
51.107	       3.85742	             0	
51.429	       3.85742	             0	
51.750	       3.06304	             0	
52.071	       3.06304	             0	
52.393	       11.8586	             0	
52.714	       11.8586	             0	
53.036	       11.8586	             0	
53.357	       3.19959	             0	
53.679	       3.19959	             0	
54.000	       2.90274	             0	
54.321	       2.90274	             0	
54.643	       8.38613	             0	
54.964	       8.38613	             0	
55.286	       2.90554	             0	
55.607	       2.90554	             0	
55.929	       5.00176	             0	
56.250	       5.00176	             0	
56.571	       5.00176	             0	
56.893	       11.9401	             0	
57.214	       11.9401	             0	
57.536	       4.84786	             0	
57.857	       4.84786	             0	
58.179	       5.81838	             0	
58.500	       5.81838	             0	
58.821	       4.84979	             0	
59.143	       4.84979	             0	
59.464	       5.82053	             0	
59.786	       5.82053	             0	
60.107	       5.82053	             0	
60.429	       5.82127	             0	
60.750	       5.82127	             0	
61.071	       17.4656	             0	
61.393	       17.4656	             0	
61.714	        7.7631	             0	
62.036	        7.7631	             0	
62.357	       5.82267	             0	
62.679	       5.82267	             0	
63.000	       11.6463	             0	
63.321	       11.6463	             0	
63.643	        13.588	             0	
63.964	        13.588	             0	
64.286	        13.588	             0	
64.607	       16.5003	             0	
64.929	       16.5003	             0	
65.250	       4.85324	             0	
65.571	       4.85324	             0	
65.893	        8.7362	             0	
66.214	        8.7362	             0	
66.536	       8.73648	             0	
66.857	       8.73648	             0	
67.179	       9.70743	             0	
67.500	       9.70743	             0	
67.821	       9.70743	             0	
68.143	       17.4736	             0	
68.464	       17.4736	             0	
68.786	       4.85378	             0	
69.107	       4.85378	             0	
69.429	        10.678	             0	
69.750	        10.678	             0	
70.071	       8.73615	             0	
70.393	       8.73615	             0	
70.714	       11.6474	             0	
71.036	       11.6474	             0	
71.357	       11.6474	             0	
71.679	       25.2326	             0	
72.000	       25.2326	             0	
72.321	       15.5252	             0	
72.643	       15.5252	             0	
72.964	       6.79054	             0	
73.286	       6.79054	             0	
73.607	       8.72779	             0	
73.929	       8.72779	             0	
74.250	       7.75517	             0	
74.571	       7.75517	             0	
74.893	       11.6274	             0	
75.214	       11.6274	             0	
75.536	       11.6274	             0	
75.857	       5.81039	             0	
76.179	       5.81039	             0	
76.500	       7.73998	             0	
76.821	       7.73998	             0	
77.143	       4.83396	             0	
77.464	       4.83396	             0	
77.786	       9.65732	             0	
78.107	       9.65732	             0	
78.429	       5.78837	             0	
78.750	       5.78837	             0	
79.071	       5.78837	             0	
79.393	       7.70133	             0	
79.714	       7.70133	             0	
80.036	       4.80707	             0	
80.357	       4.80707	             0	
80.679	       3.83634	             0	
81.000	       3.83634	             0	
81.321	      0.956346	             0	
81.643	      0.956346	             0	
81.964	       9.54876	             0	
82.286	       9.54876	             0	
82.607	       9.54876	             0	
82.929	       5.71208	             0	
83.250	       5.71208	             0	
83.571	       5.69403	             0	
83.893	       5.69403	             0	
84.214	      0.943723	             0	
84.536	      0.943723	             0	
84.857	        2.8257	             0	
85.179	        2.8257	             0	
85.500	       1.87374	             0	
85.821	       1.87374	             0	
86.143	       7.92155	             0	
86.464	       7.92155	             0	
86.786	       7.92155	             0	
87.107	       3.86881	             0	
87.429	       3.86881	             0	
87.750	        3.6782	             0	
88.071	        3.6782	             0	
88.393	       2.89206	             0	
88.714	       2.89206	             0	
89.036	       5.98448	             0	
89.357	       5.98448	             0	
89.679	       3.15423	             0	
90.000	       3.15423	             0	
90.321	       3.15423	             0	
90.643	       2.78968	             0	
90.964	       2.78968	             0	
91.286	        3.1148	             0	
91.607	        3.1148	             0	
91.929	             0	             0	
92.250	             0	             0	
92.571	       0.31548	             0	
92.893	       0.31548	             0	
93.214	      0.851423	             0	
93.536	      0.851423	             0	
93.857	      0.851423	             0	
94.179	       1.68041	             0	
94.500	       1.68041	             0	
94.821	        2.4655	             0	
95.143	        2.4655	             0	
95.464	       211.891	             0	
95.786	       211.891	             0	
96.107	             0	             0	
96.429	             0	             0	
96.750	             0	             0	
97.071	             0	             0	
97.393	             0	             0	
97.714	             0	             0	
98.036	             0	             0	
98.357	             0	             0	
98.679	             0	             0	
99.000	             0	             0	
99.321	             0	             0	
99.643	             0	             0	
99.964	             0	             0	
100.286	             0	             0	
100.607	             0	             0	
100.929	             0	             0	
101.250	             0	             0	
101.571	             0	             0	
101.893	             0	             0	
102.214	             0	             0	
102.536	             0	             0	
102.857	             0	             0	
103.179	             0	             0	
103.500	             0	             0	
103.821	             0	             0	
104.143	             0	             0	
104.464	             0	             0	
104.786	             0	             0	
105.107	             0	             0	
105.429	             0	             0	
105.750	             0	             0	
106.071	             0	             0	
106.393	             0	             0	
106.714	             0	             0	
107.036	             0	             0	
107.357	             0	             0	
