
TracePro Release: 3 2 0 
Polar Candela Distribution Data for 
Data covers +/- 180.000 degrees from Normal
Data for Missed Rays
Data generated at 09:41:32 June 30, 2025

	   0.0	 180.0
0.000	      0.158051	      0.158051	
0.500	      0.157068	       0.15897	
1.000	      0.157068	       0.15897	
1.500	      0.156016	      0.159831	
2.000	      0.154887	      0.160639	
2.500	      0.153675	      0.161397	
3.000	      0.153675	      0.161397	
3.500	       0.15237	       0.16211	
4.000	      0.150964	      0.162782	
4.500	      0.150964	      0.162782	
5.000	      0.149444	      0.163415	
5.500	        0.1478	      0.164012	
6.000	      0.146016	      0.164577	
6.500	      0.146016	      0.164577	
7.000	      0.144077	       0.16511	
7.500	      0.141964	      0.165616	
8.000	      0.141964	      0.165616	
8.500	      0.139656	      0.166094	
9.000	      0.137127	      0.166549	
9.500	       0.13435	       0.16698	
10.000	       0.13435	       0.16698	
10.500	      0.131289	      0.167389	
11.000	      0.127906	      0.167779	
11.500	      0.127906	      0.167779	
12.000	      0.124154	       0.16815	
12.500	      0.119976	      0.168503	
13.000	      0.119976	      0.168503	
13.500	      0.115307	       0.16884	
14.000	      0.110065	      0.169161	
14.500	      0.104153	      0.169468	
15.000	      0.104153	      0.169468	
15.500	     0.0974533	       0.16976	
16.000	     0.0898177	       0.17004	
16.500	     0.0898177	       0.17004	
17.000	     0.0810642	      0.170308	
17.500	     0.0709634	      0.170565	
18.000	     0.0592242	       0.17081	
18.500	     0.0592242	       0.17081	
19.000	      0.045472	      0.171046	
19.500	     0.0292191	      0.171271	
20.000	     0.0292191	      0.171271	
20.500	    0.00982009	      0.171488	
21.000	     0.0135925	      0.171696	
21.500	     0.0422076	      0.171895	
22.000	     0.0422076	      0.171895	
22.500	     0.0776892	      0.172087	
23.000	      0.122425	      0.172271	
23.500	      0.122425	      0.172271	
24.000	      0.179937	      0.172449	
24.500	      0.255602	       0.17262	
25.000	      0.357955	      0.172784	
25.500	      0.357955	      0.172784	
26.000	      0.501215	      0.172943	
26.500	      0.710518	      0.173095	
27.000	      0.710518	      0.173095	
27.500	       1.03381	      0.173242	
28.000	       1.57214	      0.173384	
28.500	       2.57033	      0.173522	
29.000	       2.57033	      0.173522	
29.500	       4.75943	      0.173654	
30.000	       11.2757	      0.173782	
30.500	       11.2757	      0.173782	
31.000	       59.0677	      0.173905	
31.500	       604.993	      0.174024	
32.000	       59.0677	       0.17414	
32.500	       59.0677	       0.17414	
33.000	       11.2756	      0.174251	
33.500	       4.75938	      0.174359	
34.000	       4.75938	      0.174359	
34.500	       2.57026	      0.174464	
35.000	       1.57206	      0.174565	
35.500	       1.57206	      0.174565	
36.000	        1.0337	      0.174663	
36.500	      0.710396	      0.174758	
37.000	      0.501074	       0.17485	
37.500	      0.501074	       0.17485	
38.000	      0.357797	      0.174939	
38.500	      0.255426	      0.175026	
39.000	      0.255426	      0.175026	
39.500	      0.179742	       0.17511	
40.000	      0.122212	      0.175191	
40.500	      0.077458	       0.17527	
41.000	      0.077458	       0.17527	
41.500	     0.0419578	      0.175347	
42.000	      0.013324	      0.175422	
42.500	      0.013324	      0.175422	
43.000	     0.0101076	      0.175494	
43.500	     0.0295257	      0.175565	
44.000	     0.0457981	      0.175633	
44.500	     0.0457981	      0.175633	
45.000	     0.0595699	        0.1757	
45.500	      0.071329	      0.175764	
46.000	      0.071329	      0.175764	
46.500	     0.0814499	      0.175827	
47.000	     0.0902239	      0.175889	
47.500	     0.0978802	      0.175948	
48.000	     0.0978802	      0.175948	
48.500	      0.104601	      0.176006	
49.000	      0.110534	      0.176063	
49.500	      0.110534	      0.176063	
50.000	      0.115798	      0.176118	
50.500	       0.12049	      0.176172	
51.000	       0.12469	      0.176224	
51.500	       0.12469	      0.176224	
52.000	      0.128465	      0.176275	
52.500	      0.131872	      0.176324	
53.000	      0.131872	      0.176324	
53.500	      0.134956	      0.176373	
54.000	      0.137758	       0.17642	
54.500	      0.140312	      0.176466	
55.000	      0.140312	      0.176466	
55.500	      0.142646	      0.176511	
56.000	      0.144785	      0.176555	
56.500	      0.144785	      0.176555	
57.000	      0.146751	      0.176597	
57.500	      0.148562	      0.176639	
58.000	      0.148562	      0.176639	
