s1,s2,a1,sigma_s1,sigma_s2,sigma_a1,fitness,efficiency,processability,uniformity,generation,role,parent1_idx,parent2_idx
1.0000,1.0000,86.5839,921.7931,2308.3575,294.5659,0.0000,0.0000,0.0000,0.0000,44,offspring,0,5
0.4000,0.4000,50.0000,1035.6726,3731.7136,100.6788,0.0000,0.0000,0.0000,0.0000,44,offspring,8,2
1.0000,1.0000,100.0000,1136.6853,3572.8422,211.6534,0.0000,0.0000,0.0000,0.0000,44,offspring,0,7
1.0000,1.0000,100.0000,837.0790,6309.1586,142.7715,0.0000,0.0000,0.0000,0.0000,44,offspring,1,3
1.0000,1.0000,100.0000,773.7900,4027.3111,193.8771,0.0000,0.0000,0.0000,0.0000,44,offspring,5,4
1.0000,0.4000,50.0000,983.7712,3185.8561,286.3162,0.0000,0.0000,0.0000,0.0000,44,offspring,6,7
1.0000,1.0000,50.0000,562.1499,531.0243,164.0459,0.0000,0.0000,0.0000,0.0000,44,offspring,0,4
1.0000,0.4000,75.4184,688.8463,4964.5114,137.5617,0.0000,0.0000,0.0000,0.0000,44,offspring,8,9
1.0000,0.4000,50.0000,773.4021,9799.5365,452.5270,0.0000,0.0000,0.0000,0.0000,44,offspring,8,7
0.4000,0.4000,100.0000,205.6398,379.3912,70.0118,0.0000,0.0000,0.0000,0.0000,44,offspring,4,6
1.0000,0.4000,90.8768,235.7320,424.9823,53.1289,0.0000,0.0000,0.0000,0.0000,44,offspring,5,9
1.0000,1.0000,59.5238,134.1062,472.7868,24.4803,0.0000,0.0000,0.0000,0.0000,44,offspring,9,0
0.4000,0.4000,100.0000,2505.0619,4014.6419,311.7716,0.0000,0.0000,0.0000,0.0000,44,offspring,7,8
1.0000,0.4000,65.9282,631.2244,1195.5439,89.5613,0.0000,0.0000,0.0000,0.0000,44,offspring,6,5
1.0000,0.4000,100.0000,1241.3194,9034.3098,269.0018,0.0000,0.0000,0.0000,0.0000,44,offspring,8,3
