s1,s2,a1,sigma_s1,sigma_s2,sigma_a1,fitness,efficiency,processability,uniformity,generation,role,parent1_idx,parent2_idx
1.0000,1.0000,50.0000,27901.4026,110897.5650,1923.2099,0.0000,0.0000,0.0000,0.0000,56,offspring,9,6
1.0000,1.0000,100.0000,9894.6172,73312.8853,1093.4575,0.0000,0.0000,0.0000,0.0000,56,offspring,3,9
0.4000,0.4000,50.0000,35387.9386,348190.2171,4009.3944,0.0000,0.0000,0.0000,0.0000,56,offspring,6,4
0.4000,0.4000,100.0000,52648.6719,136302.6646,4229.2822,0.0000,0.0000,0.0000,0.0000,56,offspring,1,0
0.4000,0.4000,100.0000,25439.8763,161861.5866,1723.2514,0.0000,0.0000,0.0000,0.0000,56,offspring,6,3
1.0000,0.4000,50.0000,90883.1743,125542.8985,2365.3993,0.0000,0.0000,0.0000,0.0000,56,offspring,9,5
1.0000,0.4000,50.0000,46099.1420,122475.7801,1331.8698,0.0000,0.0000,0.0000,0.0000,56,offspring,5,8
0.4000,0.4000,50.0000,17775.1355,204583.7741,2762.2699,0.0000,0.0000,0.0000,0.0000,56,offspring,8,3
1.0000,1.0000,100.0000,16391.5685,118923.4661,1106.7394,0.0000,0.0000,0.0000,0.0000,56,offspring,3,4
1.0000,1.0000,100.0000,8416.1639,65602.2556,731.6669,0.0000,0.0000,0.0000,0.0000,56,offspring,4,1
1.0000,1.0000,50.0000,18036.7309,36361.6455,1983.1668,0.0000,0.0000,0.0000,0.0000,56,offspring,7,9
1.0000,1.0000,50.0000,5980.3904,150136.1681,1128.0504,0.0000,0.0000,0.0000,0.0000,56,offspring,9,4
1.0000,0.4000,50.0000,38275.4678,898406.5603,5389.7277,0.0000,0.0000,0.0000,0.0000,56,offspring,8,3
1.0000,1.0000,50.0000,80504.6849,154879.0803,701.4332,0.0000,0.0000,0.0000,0.0000,56,offspring,4,1
0.4000,0.4000,50.0000,10863.7080,66338.9512,880.4723,0.0000,0.0000,0.0000,0.0000,56,offspring,4,5
1.0000,0.4000,50.0000,12514.5769,285114.4540,1341.8203,0.0000,0.0000,0.0000,0.0000,56,offspring,7,4
0.4000,0.4000,100.0000,27080.6447,102627.3167,1091.7178,0.0000,0.0000,0.0000,0.0000,56,offspring,5,1
0.4000,0.4000,50.0000,51548.2617,42820.8883,921.6588,0.0000,0.0000,0.0000,0.0000,56,offspring,3,1
1.0000,0.4000,50.0000,58631.8914,195496.8741,541.6340,0.0000,0.0000,0.0000,0.0000,56,offspring,4,1
1.0000,0.4000,100.0000,13989.5202,93213.7631,1517.2627,0.0000,0.0000,0.0000,0.0000,56,offspring,0,5
1.0000,0.4000,100.0000,18382.3979,59440.2114,2018.2268,0.0000,0.0000,0.0000,0.0000,56,offspring,8,0
1.0000,0.4000,50.0000,34659.5911,65334.9239,1508.1094,0.0000,0.0000,0.0000,0.0000,56,offspring,9,5
0.4000,0.4000,50.0000,95991.4414,247569.2032,3302.7517,0.0000,0.0000,0.0000,0.0000,56,offspring,6,8
1.0000,0.4000,50.0000,8521.4932,815538.0505,3423.5192,0.0000,0.0000,0.0000,0.0000,56,offspring,4,0
1.0000,0.4000,100.0000,55951.4531,190938.5608,3488.0824,0.0000,0.0000,0.0000,0.0000,56,offspring,8,4
1.0000,1.0000,100.0000,72805.3377,172397.9035,1004.4869,0.0000,0.0000,0.0000,0.0000,56,offspring,7,8
1.0000,0.4000,50.0000,5096.9333,49312.9605,1728.9745,0.0000,0.0000,0.0000,0.0000,56,offspring,0,7
1.0000,1.0000,100.0000,58396.9720,121001.6475,3705.2260,0.0000,0.0000,0.0000,0.0000,56,offspring,1,0
1.0000,0.4000,50.0000,59479.7601,47516.4414,3173.5031,0.0000,0.0000,0.0000,0.0000,56,offspring,5,9
1.0000,0.4000,100.0000,6797.5119,176131.3277,4853.9716,0.0000,0.0000,0.0000,0.0000,56,offspring,0,3
0.4000,0.4000,50.0000,35431.3392,64301.9696,2495.2427,0.0000,0.0000,0.0000,0.0000,56,offspring,9,8
1.0000,0.4000,100.0000,45388.7079,196056.8523,295.2140,0.0000,0.0000,0.0000,0.0000,56,offspring,1,7
1.0000,0.4000,50.0000,21231.9187,128497.9947,1010.0136,0.0000,0.0000,0.0000,0.0000,56,offspring,4,2
1.0000,0.4000,100.0000,73912.8213,148746.1794,2555.8902,0.0000,0.0000,0.0000,0.0000,56,offspring,5,2
1.0000,0.4000,100.0000,112048.7238,73136.8342,1354.5112,0.0000,0.0000,0.0000,0.0000,56,offspring,5,2
0.4000,0.4000,100.0000,31039.4600,134166.9930,887.5149,0.0000,0.0000,0.0000,0.0000,56,offspring,7,3
0.4000,0.4000,100.0000,32392.7659,75715.5342,443.6674,0.0000,0.0000,0.0000,0.0000,56,offspring,7,2
1.0000,1.0000,100.0000,75882.1449,182354.6575,2682.9572,0.0000,0.0000,0.0000,0.0000,56,offspring,5,8
1.0000,0.4000,50.0000,26113.9671,76367.0132,197.3290,0.0000,0.0000,0.0000,0.0000,56,offspring,4,2
1.0000,0.4000,100.0000,12560.8980,388147.0315,8335.6252,0.0000,0.0000,0.0000,0.0000,56,offspring,4,6
