s1,s2,a1,sigma_s1,sigma_s2,sigma_a1,fitness,efficiency,processability,uniformity,generation,role,parent1_idx,parent2_idx
0.4000,0.4000,83.9262,13.1374,20.4941,2.6148,0.0000,0.0000,0.0000,0.0000,19,offspring,7,1
1.0000,0.4905,83.3994,18.1886,17.6377,4.9215,0.0000,0.0000,0.0000,0.0000,19,offspring,3,6
0.4000,0.4000,85.8880,21.8251,8.6631,3.2808,0.0000,0.0000,0.0000,0.0000,19,offspring,6,7
0.4000,0.4000,86.8924,16.8482,18.6825,9.8902,0.0000,0.0000,0.0000,0.0000,19,offspring,6,8
0.4000,0.4000,81.8545,12.8278,23.4680,1.4774,0.0000,0.0000,0.0000,0.0000,19,offspring,3,9
1.0000,1.0000,85.0485,45.7280,17.5713,1.0144,0.0000,0.0000,0.0000,0.0000,19,offspring,7,8
1.0000,0.4000,91.1281,57.7265,24.2465,4.4481,0.0000,0.0000,0.0000,0.0000,19,offspring,8,4
0.4000,0.4000,81.8679,77.8326,37.9382,9.6139,0.0000,0.0000,0.0000,0.0000,19,offspring,6,9
1.0000,0.4000,81.3211,31.3569,39.9277,1.1588,0.0000,0.0000,0.0000,0.0000,19,offspring,9,3
1.0000,1.0000,86.2252,44.5073,6.7835,3.8416,0.0000,0.0000,0.0000,0.0000,19,offspring,4,6
0.4000,0.4000,86.3698,7.1830,13.6199,0.9308,0.0000,0.0000,0.0000,0.0000,19,offspring,5,1
1.0000,0.4000,79.2428,16.8878,22.0559,0.4965,0.0000,0.0000,0.0000,0.0000,19,offspring,9,3
0.4000,0.4000,88.0882,48.0172,26.4549,7.7282,0.0000,0.0000,0.0000,0.0000,19,offspring,1,7
1.0000,1.0000,84.0964,1.7310,2.7196,0.5600,0.0000,0.0000,0.0000,0.0000,19,offspring,0,1
1.0000,1.0000,83.3718,55.0973,19.1104,1.8879,0.0000,0.0000,0.0000,0.0000,19,offspring,0,8
1.0000,1.0000,85.3633,59.3166,24.2500,1.3172,0.0000,0.0000,0.0000,0.0000,19,offspring,3,4
1.0000,0.4000,89.1937,14.0696,12.1534,1.8360,0.0000,0.0000,0.0000,0.0000,19,offspring,5,0
1.0000,1.0000,81.3461,11.5824,21.0062,1.7203,0.0000,0.0000,0.0000,0.0000,19,offspring,8,1
1.0000,0.4000,79.3615,6.3033,9.9289,2.5918,0.0000,0.0000,0.0000,0.0000,19,offspring,8,1
1.0000,0.7807,83.2536,27.8551,9.6203,0.7843,0.0000,0.0000,0.0000,0.0000,19,offspring,3,4
1.0000,1.0000,84.5201,160.8159,47.2000,2.9920,0.0000,0.0000,0.0000,0.0000,19,offspring,4,7
1.0000,0.4000,86.7015,28.4999,40.7282,1.3537,0.0000,0.0000,0.0000,0.0000,19,offspring,5,8
1.0000,0.4000,82.4738,9.6118,12.2530,4.3765,0.0000,0.0000,0.0000,0.0000,19,offspring,6,1
1.0000,1.0000,86.6180,38.3687,33.0368,1.3130,0.0000,0.0000,0.0000,0.0000,19,offspring,5,1
1.0000,0.7102,83.4946,51.2066,18.5744,16.9470,0.0000,0.0000,0.0000,0.0000,19,offspring,6,8
1.0000,1.0000,91.0119,16.6267,17.0442,4.9391,0.0000,0.0000,0.0000,0.0000,19,offspring,2,3
1.0000,1.0000,83.8430,120.0113,16.0194,3.2496,0.0000,0.0000,0.0000,0.0000,19,offspring,4,7
0.4000,0.4000,89.5571,22.4471,13.3148,5.5180,0.0000,0.0000,0.0000,0.0000,19,offspring,6,8
1.0000,1.0000,88.8003,14.4094,8.5115,0.9624,0.0000,0.0000,0.0000,0.0000,19,offspring,7,5
1.0000,1.0000,84.6255,9.5426,11.0524,2.9130,0.0000,0.0000,0.0000,0.0000,19,offspring,6,8
1.0000,0.4000,81.9557,23.2274,20.7904,1.9046,0.0000,0.0000,0.0000,0.0000,19,offspring,9,5
1.0000,0.4000,82.7580,15.9740,19.5480,1.1596,0.0000,0.0000,0.0000,0.0000,19,offspring,8,2
1.0000,1.0000,79.6469,59.4956,15.4880,1.9550,0.0000,0.0000,0.0000,0.0000,19,offspring,0,3
1.0000,1.0000,85.4914,23.7172,2.5071,1.4884,0.0000,0.0000,0.0000,0.0000,19,offspring,4,2
0.4000,0.4000,79.3283,14.2421,10.3181,1.2742,0.0000,0.0000,0.0000,0.0000,19,offspring,3,9
1.0000,1.0000,90.1663,68.6416,11.8881,4.3487,0.0000,0.0000,0.0000,0.0000,19,offspring,5,7
0.4000,0.4000,90.4242,22.6047,26.3565,3.0948,0.0000,0.0000,0.0000,0.0000,19,offspring,5,2
1.0000,1.0000,84.2125,7.2431,4.2696,2.0793,0.0000,0.0000,0.0000,0.0000,19,offspring,8,2
1.0000,0.5412,83.0396,15.3678,54.4258,3.1175,0.0000,0.0000,0.0000,0.0000,19,offspring,8,6
0.5346,0.4000,81.0739,10.1396,12.7801,1.4749,0.0000,0.0000,0.0000,0.0000,19,offspring,3,9
1.0000,0.4000,84.5162,16.1513,3.3339,0.6804,0.0000,0.0000,0.0000,0.0000,19,offspring,4,0
0.4000,0.4000,82.8279,16.3083,24.8621,1.8589,0.0000,0.0000,0.0000,0.0000,19,offspring,3,2
1.0000,1.0000,84.5704,15.9305,9.8967,2.0818,0.0000,0.0000,0.0000,0.0000,19,offspring,6,8
0.4000,0.4000,84.9614,22.6070,39.4676,0.7674,0.0000,0.0000,0.0000,0.0000,19,offspring,2,8
0.4000,0.4000,91.2471,10.9078,151.9091,3.5398,0.0000,0.0000,0.0000,0.0000,19,offspring,5,3
1.0000,0.4000,82.1396,20.5336,5.1592,1.5665,0.0000,0.0000,0.0000,0.0000,19,offspring,6,9
1.0000,0.4000,86.3285,25.2396,27.7300,3.6266,0.0000,0.0000,0.0000,0.0000,19,offspring,8,2
1.0000,1.0000,80.2408,5.1190,10.9358,0.6818,0.0000,0.0000,0.0000,0.0000,19,offspring,9,8
1.0000,0.4000,77.3837,25.2644,17.0261,2.1550,0.0000,0.0000,0.0000,0.0000,19,offspring,9,0
1.0000,1.0000,82.2038,23.0129,14.7703,1.6581,0.0000,0.0000,0.0000,0.0000,19,offspring,7,9
1.0000,1.0000,87.0002,118.4730,31.7423,1.7642,0.0000,0.0000,0.0000,0.0000,19,offspring,5,4
1.0000,1.0000,86.7611,11.1330,21.6204,1.2788,0.0000,0.0000,0.0000,0.0000,19,offspring,8,5
0.4000,0.4000,90.7641,54.0104,71.2367,2.2275,0.0000,0.0000,0.0000,0.0000,19,offspring,5,7
1.0000,0.4000,83.5843,33.9697,13.4911,2.4457,0.0000,0.0000,0.0000,0.0000,19,offspring,1,4
0.4000,0.4000,85.1813,46.4096,39.6589,4.8215,0.0000,0.0000,0.0000,0.0000,19,offspring,3,8
1.0000,0.4000,87.6961,92.4047,45.2931,5.6006,0.0000,0.0000,0.0000,0.0000,19,offspring,7,4
1.0000,0.4000,87.5723,6.1283,5.0955,7.8150,0.0000,0.0000,0.0000,0.0000,19,offspring,6,2
1.0000,0.9120,83.2683,19.5974,71.2215,3.3226,0.0000,0.0000,0.0000,0.0000,19,offspring,6,3
0.4000,0.4000,82.0250,51.1679,25.5427,2.6044,0.0000,0.0000,0.0000,0.0000,19,offspring,4,9
1.0000,0.4000,83.5532,8.9048,12.4168,0.7063,0.0000,0.0000,0.0000,0.0000,19,offspring,4,3
0.4000,0.4000,89.4131,20.8493,27.9339,5.9749,0.0000,0.0000,0.0000,0.0000,19,offspring,5,6
1.0000,1.0000,82.1074,30.1437,44.8312,3.2537,0.0000,0.0000,0.0000,0.0000,19,offspring,1,8
1.0000,1.0000,86.3144,102.3056,36.9309,7.8009,0.0000,0.0000,0.0000,0.0000,19,offspring,3,7
0.4000,0.4000,82.6325,12.7925,12.9110,1.6485,0.0000,0.0000,0.0000,0.0000,19,offspring,1,0
1.0000,0.4000,79.2918,11.8946,13.6732,2.8030,0.0000,0.0000,0.0000,0.0000,19,offspring,2,3
1.0000,0.4000,83.6717,5.8423,5.7638,2.6070,0.0000,0.0000,0.0000,0.0000,19,offspring,0,9
1.0000,1.0000,93.6381,20.7235,33.2722,5.4530,0.0000,0.0000,0.0000,0.0000,19,offspring,7,6
0.4000,0.4000,97.6539,74.4210,19.7820,9.3805,0.0000,0.0000,0.0000,0.0000,19,offspring,8,6
1.0000,0.4000,80.8223,28.3240,48.1603,15.9773,0.0000,0.0000,0.0000,0.0000,19,offspring,2,5
0.8250,0.6280,83.1723,8.4159,4.6531,2.0887,0.0000,0.0000,0.0000,0.0000,19,offspring,0,8
0.8250,0.6280,83.1723,8.4159,4.6531,2.0887,0.0000,0.0000,0.0000,0.0000,19,parent,-1,-1
1.0000,0.4000,80.8223,28.3240,48.1603,15.9773,0.0000,0.0000,0.0000,0.0000,19,parent,-1,-1
0.4000,0.4000,97.6539,74.4210,19.7820,9.3805,0.0000,0.0000,0.0000,0.0000,19,parent,-1,-1
1.0000,1.0000,93.6381,20.7235,33.2722,5.4530,0.0000,0.0000,0.0000,0.0000,19,parent,-1,-1
1.0000,0.4000,83.6717,5.8423,5.7638,2.6070,0.0000,0.0000,0.0000,0.0000,19,parent,-1,-1
1.0000,0.4000,79.2918,11.8946,13.6732,2.8030,0.0000,0.0000,0.0000,0.0000,19,parent,-1,-1
0.4000,0.4000,82.6325,12.7925,12.9110,1.6485,0.0000,0.0000,0.0000,0.0000,19,parent,-1,-1
1.0000,1.0000,86.3144,102.3056,36.9309,7.8009,0.0000,0.0000,0.0000,0.0000,19,parent,-1,-1
1.0000,1.0000,82.1074,30.1437,44.8312,3.2537,0.0000,0.0000,0.0000,0.0000,19,parent,-1,-1
0.4000,0.4000,89.4131,20.8493,27.9339,5.9749,0.0000,0.0000,0.0000,0.0000,19,parent,-1,-1
