s1,s2,a1,sigma_s1,sigma_s2,sigma_a1,fitness,efficiency,processability,uniformity,generation,role,parent1_idx,parent2_idx
0.4000,0.4000,100.0000,10842.9206,6725.8667,1277.9815,0.0000,0.0000,0.0000,0.0000,55,offspring,6,5
0.4000,0.4000,100.0000,19368.9654,314622.7575,11657.9507,0.0000,0.0000,0.0000,0.0000,55,offspring,5,4
0.4000,0.4000,50.0000,41973.1099,150538.6619,1466.6162,0.0000,0.0000,0.0000,0.0000,55,offspring,4,2
1.0000,1.0000,100.0000,6664.1587,113709.1523,1198.5077,0.0000,0.0000,0.0000,0.0000,55,offspring,7,4
1.0000,0.4000,50.0000,5905.1080,52860.8305,1052.7937,0.0000,0.0000,0.0000,0.0000,55,offspring,8,7
1.0000,0.4000,50.0000,4155.5947,9407.0044,346.7404,0.0000,0.0000,0.0000,0.0000,55,offspring,7,5
1.0000,1.0000,100.0000,24857.9472,197354.7967,4869.7579,0.0000,0.0000,0.0000,0.0000,55,offspring,4,9
0.4000,0.4000,50.0000,24656.1810,19803.0106,818.9812,0.0000,0.0000,0.0000,0.0000,55,offspring,6,3
1.0000,0.4000,100.0000,6830.1618,75041.8587,1150.6600,0.0000,0.0000,0.0000,0.0000,55,offspring,0,4
0.4000,0.4000,50.0000,5062.6126,41249.1007,571.6674,0.0000,0.0000,0.0000,0.0000,55,offspring,5,8
1.0000,1.0000,50.0000,7568.8337,12978.2090,313.3558,0.0000,0.0000,0.0000,0.0000,55,offspring,9,2
1.0000,0.4000,50.0000,19420.3320,124435.7195,2949.6450,0.0000,0.0000,0.0000,0.0000,55,offspring,3,4
0.4000,0.4000,100.0000,21157.1250,141474.7861,1066.9638,0.0000,0.0000,0.0000,0.0000,55,offspring,5,1
1.0000,1.0000,100.0000,11659.6976,65962.2839,3821.1150,0.0000,0.0000,0.0000,0.0000,55,offspring,7,1
1.0000,0.4000,50.0000,48204.9782,187761.0239,2383.1549,0.0000,0.0000,0.0000,0.0000,55,offspring,1,5
1.0000,0.4000,50.0000,26138.2770,69259.4491,2352.7846,0.0000,0.0000,0.0000,0.0000,55,offspring,3,0
1.0000,0.4000,50.0000,10303.6291,16072.0199,383.6833,0.0000,0.0000,0.0000,0.0000,55,offspring,9,7
1.0000,1.0000,100.0000,30662.0759,38908.2942,2140.4969,0.0000,0.0000,0.0000,0.0000,55,offspring,2,9
0.4000,0.4000,100.0000,20695.9275,31950.9972,686.1915,0.0000,0.0000,0.0000,0.0000,55,offspring,9,6
1.0000,0.4000,100.0000,33656.5378,27105.6289,164.2176,0.0000,0.0000,0.0000,0.0000,55,offspring,2,3
1.0000,0.4000,100.0000,9818.0443,94628.3656,2665.0292,0.0000,0.0000,0.0000,0.0000,55,offspring,5,0
1.0000,1.0000,68.7171,20068.6517,67088.8703,494.2895,0.0000,0.0000,0.0000,0.0000,55,offspring,9,8
0.4000,0.4000,100.0000,11799.2667,28862.8405,1166.2984,0.0000,0.0000,0.0000,0.0000,55,offspring,9,8
1.0000,1.0000,50.0000,9133.1018,40467.1374,408.5961,0.0000,0.0000,0.0000,0.0000,55,offspring,2,9
1.0000,0.4000,60.3625,18005.8083,8036.0949,243.7402,0.0000,0.0000,0.0000,0.0000,55,offspring,3,2
1.0000,0.4000,99.0926,16067.3835,21344.3019,503.6886,0.0000,0.0000,0.0000,0.0000,55,offspring,2,6
1.0000,0.4000,50.0000,14175.9710,371484.9949,3645.7276,0.0000,0.0000,0.0000,0.0000,55,offspring,3,4
1.0000,0.4000,100.0000,42116.8070,71945.4988,2506.9253,0.0000,0.0000,0.0000,0.0000,55,offspring,5,6
0.4000,0.4000,50.0000,3165.5136,11869.9977,342.8638,0.0000,0.0000,0.0000,0.0000,55,offspring,7,8
0.4000,0.4000,100.0000,18518.8968,276817.9603,1822.6743,0.0000,0.0000,0.0000,0.0000,55,offspring,9,4
1.0000,0.4000,100.0000,8048.1270,29482.7759,750.7927,0.0000,0.0000,0.0000,0.0000,55,offspring,0,9
1.0000,1.0000,100.0000,5626.0892,25009.9841,408.2769,0.0000,0.0000,0.0000,0.0000,55,offspring,0,9
1.0000,1.0000,100.0000,26637.5251,109960.0380,1113.4129,0.0000,0.0000,0.0000,0.0000,55,offspring,7,6
0.4000,0.4000,100.0000,4418.3334,407039.1609,1228.1411,0.0000,0.0000,0.0000,0.0000,55,offspring,4,6
