s1,s2,a1,sigma_s1,sigma_s2,sigma_a1,fitness,efficiency,processability,uniformity,generation,role,parent1_idx,parent2_idx
1.0000,0.4000,83.2237,489.9711,59.2722,6.3427,0.0000,0.0000,0.0000,0.0000,25,offspring,9,0
1.0000,0.4000,96.5630,210.5826,72.0035,8.5065,0.0000,0.0000,0.0000,0.0000,25,offspring,5,1
1.0000,1.0000,88.2143,65.4060,107.4439,5.8814,0.0000,0.0000,0.0000,0.0000,25,offspring,5,2
1.0000,1.0000,82.0846,49.2438,61.9190,4.1300,0.0000,0.0000,0.0000,0.0000,25,offspring,0,3
0.4000,0.4000,87.7445,96.4115,45.3377,1.1398,0.0000,0.0000,0.0000,0.0000,25,offspring,8,7
1.0000,1.0000,73.9318,42.9271,259.0931,15.4223,0.0000,0.0000,0.0000,0.0000,25,offspring,1,2
1.0000,0.4000,85.0083,79.0149,37.5893,7.0501,0.0000,0.0000,0.0000,0.0000,25,offspring,6,7
1.0000,0.4000,87.3833,182.7999,37.5092,2.1139,0.0000,0.0000,0.0000,0.0000,25,offspring,7,3
0.4000,0.4000,79.0324,67.4836,13.8786,3.1562,0.0000,0.0000,0.0000,0.0000,25,offspring,6,5
1.0000,0.4000,89.0488,191.7472,132.8952,5.9080,0.0000,0.0000,0.0000,0.0000,25,offspring,5,9
1.0000,0.4000,82.7886,136.7544,187.6143,3.1148,0.0000,0.0000,0.0000,0.0000,25,offspring,1,0
1.0000,0.4000,85.2849,196.5002,80.9889,9.6284,0.0000,0.0000,0.0000,0.0000,25,offspring,7,9
1.0000,0.4000,69.7331,35.8446,27.0369,7.9006,0.0000,0.0000,0.0000,0.0000,25,offspring,0,1
1.0000,1.0000,97.9301,391.5423,44.8322,12.6687,0.0000,0.0000,0.0000,0.0000,25,offspring,5,7
0.7664,0.4000,87.1574,318.1312,14.4359,3.4250,0.0000,0.0000,0.0000,0.0000,25,offspring,7,5
1.0000,1.0000,80.1425,109.6794,37.2776,1.5149,0.0000,0.0000,0.0000,0.0000,25,offspring,9,0
0.4000,0.4000,85.2961,108.7932,46.1929,2.6051,0.0000,0.0000,0.0000,0.0000,25,offspring,6,4
0.4000,0.4000,82.6791,235.3627,90.5396,4.2236,0.0000,0.0000,0.0000,0.0000,25,offspring,0,3
