s1,s2,a1,sigma_s1,sigma_s2,sigma_a1,fitness,efficiency,processability,uniformity,generation,role,parent1_idx,parent2_idx
1.0000,1.0000,100.0000,199704.2634,187449.8719,10632.2522,0.0000,0.0000,0.0000,0.0000,64,offspring,6,7
1.0000,0.4000,50.0000,449259.5507,342707.8016,31689.4114,0.0000,0.0000,0.0000,0.0000,64,offspring,8,7
1.0000,0.4000,100.0000,460390.7213,195103.6156,58473.5735,0.0000,0.0000,0.0000,0.0000,64,offspring,3,9
1.0000,0.4000,50.0000,149568.8727,236466.4155,8015.0627,0.0000,0.0000,0.0000,0.0000,64,offspring,7,9
1.0000,0.4000,100.0000,173467.4153,640358.9660,37600.2534,0.0000,0.0000,0.0000,0.0000,64,offspring,1,6
1.0000,1.0000,50.0000,310444.0480,156138.5981,33328.2141,0.0000,0.0000,0.0000,0.0000,64,offspring,2,8
1.0000,0.4000,50.0000,160395.3487,314457.1440,26187.9504,0.0000,0.0000,0.0000,0.0000,64,offspring,8,9
1.0000,1.0000,50.0000,96185.6959,920034.2716,14582.4307,0.0000,0.0000,0.0000,0.0000,64,offspring,1,6
0.4000,0.4000,50.0000,539394.1408,1116479.6007,66731.7912,0.0000,0.0000,0.0000,0.0000,64,offspring,0,2
1.0000,0.4000,50.0000,842527.0553,1123169.9644,45145.6243,0.0000,0.0000,0.0000,0.0000,64,offspring,9,8
0.4000,0.4000,50.0000,1259028.3131,353370.9948,48867.8190,0.0000,0.0000,0.0000,0.0000,64,offspring,5,9
1.0000,1.0000,100.0000,84582.5353,614246.1264,14593.9608,0.0000,0.0000,0.0000,0.0000,64,offspring,2,9
1.0000,0.4000,50.0000,222234.8227,1284297.3805,93894.4943,0.0000,0.0000,0.0000,0.0000,64,offspring,0,7
1.0000,0.4000,50.0000,2604175.7741,3355294.4449,105129.2170,0.0000,0.0000,0.0000,0.0000,64,offspring,5,4
0.4000,0.4000,100.0000,532741.1144,154454.1587,223287.4232,0.0000,0.0000,0.0000,0.0000,64,offspring,3,1
0.4000,0.4000,50.0000,42121.0202,133137.0783,7058.5037,0.0000,0.0000,0.0000,0.0000,64,offspring,6,2
1.0000,0.4000,100.0000,545552.2019,220161.3850,35575.6150,0.0000,0.0000,0.0000,0.0000,64,offspring,5,8
1.0000,0.4000,100.0000,1466976.6072,1172076.8543,121513.1474,0.0000,0.0000,0.0000,0.0000,64,offspring,9,3
0.4000,0.4000,50.0000,470408.4566,2828807.9414,71931.5254,0.0000,0.0000,0.0000,0.0000,64,offspring,0,5
0.4000,0.4000,50.0000,616134.4181,199489.5166,79215.7005,0.0000,0.0000,0.0000,0.0000,64,offspring,2,3
0.4000,0.4000,100.0000,287829.0119,280467.1371,33829.9193,0.0000,0.0000,0.0000,0.0000,64,offspring,2,7
1.0000,0.4000,50.0000,3136982.0827,809919.1891,193686.2187,0.0000,0.0000,0.0000,0.0000,64,offspring,4,7
1.0000,1.0000,100.0000,471111.5212,799246.9136,259994.4471,0.0000,0.0000,0.0000,0.0000,64,offspring,5,3
1.0000,1.0000,50.0000,173123.2785,548108.1906,12110.8649,0.0000,0.0000,0.0000,0.0000,64,offspring,2,1
1.0000,1.0000,50.0000,370627.0792,293299.9810,76371.1176,0.0000,0.0000,0.0000,0.0000,64,offspring,3,9
1.0000,1.0000,50.0000,442863.9152,4041404.6322,266206.9816,0.0000,0.0000,0.0000,0.0000,64,offspring,3,0
1.0000,0.4000,50.0000,194370.7274,578431.7514,27579.0889,0.0000,0.0000,0.0000,0.0000,64,offspring,1,0
1.0000,0.4000,57.5322,115616.1915,395005.2748,69412.0486,0.0000,0.0000,0.0000,0.0000,64,offspring,7,2
1.0000,0.4000,50.0000,67711.7599,929398.3283,43749.6496,0.0000,0.0000,0.0000,0.0000,64,offspring,7,2
1.0000,1.0000,50.0000,185892.5019,175019.4502,7043.0382,0.0000,0.0000,0.0000,0.0000,64,offspring,9,1
1.0000,1.0000,50.0000,1190217.0212,616899.6591,175348.5957,0.0000,0.0000,0.0000,0.0000,64,offspring,8,4
1.0000,0.4000,50.0000,101788.3397,610901.4998,26978.4702,0.0000,0.0000,0.0000,0.0000,64,offspring,2,7
1.0000,1.0000,100.0000,5054357.4018,437403.8980,461611.3524,0.0000,0.0000,0.0000,0.0000,64,offspring,3,4
0.4000,0.4000,100.0000,2337997.3477,1328731.3902,99457.9647,0.0000,0.0000,0.0000,0.0000,64,offspring,4,1
1.0000,1.0000,50.0000,153778.9660,224525.2802,33373.9427,0.0000,0.0000,0.0000,0.0000,64,offspring,1,7
1.0000,0.4000,100.0000,1656136.0777,1230394.5246,56410.9340,0.0000,0.0000,0.0000,0.0000,64,offspring,5,4
1.0000,0.4000,100.0000,790740.1788,2382114.3181,90348.0353,0.0000,0.0000,0.0000,0.0000,64,offspring,4,2
1.0000,0.4000,100.0000,409399.0425,1313914.8032,28396.3020,0.0000,0.0000,0.0000,0.0000,64,offspring,1,7
0.4000,0.4000,50.0000,253583.7542,174060.6608,156926.4798,0.0000,0.0000,0.0000,0.0000,64,offspring,3,7
1.0000,0.4000,100.0000,154642.3055,171568.1759,82097.7690,0.0000,0.0000,0.0000,0.0000,64,offspring,3,6
