s1,s2,a1,sigma_s1,sigma_s2,sigma_a1,fitness,efficiency,processability,uniformity,generation,role,parent1_idx,parent2_idx
1.0000,0.4000,50.0000,548.1358,1971.1091,110.3923,0.0000,0.0000,0.0000,0.0000,45,offspring,7,5
0.4000,0.4000,99.9419,1997.7699,3072.4940,505.2200,0.0000,0.0000,0.0000,0.0000,45,offspring,1,8
1.0000,0.4000,50.0000,1564.4473,10964.8243,354.0520,0.0000,0.0000,0.0000,0.0000,45,offspring,3,6
1.0000,0.4000,100.0000,1954.0527,3983.8694,615.5846,0.0000,0.0000,0.0000,0.0000,45,offspring,5,2
0.4000,0.4000,96.3043,1273.6298,6749.2524,170.6037,0.0000,0.0000,0.0000,0.0000,45,offspring,5,7
1.0000,0.4000,50.0000,1448.1788,2915.4643,1689.7902,0.0000,0.0000,0.0000,0.0000,45,offspring,2,0
1.0000,0.4000,100.0000,525.7763,9284.4700,469.6331,0.0000,0.0000,0.0000,0.0000,45,offspring,2,0
1.0000,1.0000,100.0000,923.3243,1673.0646,445.3037,0.0000,0.0000,0.0000,0.0000,45,offspring,3,2
1.0000,1.0000,54.0831,5502.6790,5900.5651,131.8618,0.0000,0.0000,0.0000,0.0000,45,offspring,1,5
1.0000,0.4000,50.0000,8802.6352,7259.1887,350.4733,0.0000,0.0000,0.0000,0.0000,45,offspring,3,5
1.0000,0.4000,100.0000,4707.0255,8477.0698,1338.9894,0.0000,0.0000,0.0000,0.0000,45,offspring,3,8
1.0000,0.4000,50.0000,257.6482,323.6698,68.8502,0.0000,0.0000,0.0000,0.0000,45,offspring,6,5
1.0000,0.4000,100.0000,946.3282,5757.9154,258.1014,0.0000,0.0000,0.0000,0.0000,45,offspring,6,8
1.0000,0.4000,74.3566,356.4307,6358.3442,129.0945,0.0000,0.0000,0.0000,0.0000,45,offspring,1,7
1.0000,0.4000,50.0000,514.9806,1769.8800,200.1500,0.0000,0.0000,0.0000,0.0000,45,offspring,6,7
1.0000,1.0000,74.7020,400.7923,2284.9696,27.5840,0.0000,0.0000,0.0000,0.0000,45,offspring,5,8
1.0000,0.4000,54.4199,1138.4830,7425.5854,85.0016,0.0000,0.0000,0.0000,0.0000,45,offspring,7,1
