s1,s2,a1,sigma_s1,sigma_s2,sigma_a1,fitness,efficiency,processability,uniformity,generation,role,parent1_idx,parent2_idx
1.0000,1.0000,56.6312,331.3059,175.6531,50.6771,0.0000,0.0000,0.0000,0.0000,35,offspring,0,2
1.0000,1.0000,100.0000,3806.6759,762.4762,126.0984,0.0000,0.0000,0.0000,0.0000,35,offspring,7,3
1.0000,0.4000,98.8281,185.4703,416.5931,14.3288,0.0000,0.0000,0.0000,0.0000,35,offspring,6,4
1.0000,1.0000,62.2577,1051.9535,376.7357,19.9471,0.0000,0.0000,0.0000,0.0000,35,offspring,4,3
1.0000,0.4000,100.0000,5082.2834,1582.2126,246.4711,0.0000,0.0000,0.0000,0.0000,35,offspring,2,1
0.4000,0.4000,53.3469,2067.2084,223.7803,45.4852,0.0000,0.0000,0.0000,0.0000,35,offspring,6,2
1.0000,0.4000,94.6136,2048.9593,100.6494,87.7732,0.0000,0.0000,0.0000,0.0000,35,offspring,7,3
1.0000,0.4000,71.3427,466.4996,75.3172,10.9413,0.0000,0.0000,0.0000,0.0000,35,offspring,0,3
1.0000,0.4000,83.6159,341.2121,323.7066,59.8435,0.0000,0.0000,0.0000,0.0000,35,offspring,0,5
0.4000,0.4000,77.0762,644.1514,621.2657,39.2635,0.0000,0.0000,0.0000,0.0000,35,offspring,6,1
1.0000,0.4000,50.0000,1373.4652,688.4965,232.3535,0.0000,0.0000,0.0000,0.0000,35,offspring,8,2
1.0000,0.4000,89.5080,542.4103,445.5356,36.7331,0.0000,0.0000,0.0000,0.0000,35,offspring,9,1
1.0000,0.4000,50.2221,725.1927,250.9990,91.8546,0.0000,0.0000,0.0000,0.0000,35,offspring,9,1
1.0000,1.0000,92.1795,986.8191,1430.3604,161.9528,0.0000,0.0000,0.0000,0.0000,35,offspring,9,4
1.0000,0.4000,60.4576,1370.6406,884.7305,62.1023,0.0000,0.0000,0.0000,0.0000,35,offspring,6,8
1.0000,0.4000,80.3364,2667.3587,1026.8211,227.0354,0.0000,0.0000,0.0000,0.0000,35,offspring,4,7
0.4000,0.4000,100.0000,1002.0561,312.2083,94.4007,0.0000,0.0000,0.0000,0.0000,35,offspring,0,1
1.0000,1.0000,50.0000,3034.0511,524.5626,96.6145,0.0000,0.0000,0.0000,0.0000,35,offspring,2,5
1.0000,1.0000,88.6545,1692.6338,649.3814,31.7383,0.0000,0.0000,0.0000,0.0000,35,offspring,6,0
1.0000,0.4000,67.5287,689.6953,1962.6963,29.4687,0.0000,0.0000,0.0000,0.0000,35,offspring,0,9
0.4000,0.4000,68.0762,870.4107,326.0135,99.0768,0.0000,0.0000,0.0000,0.0000,35,offspring,9,5
1.0000,0.4000,100.0000,3107.8277,2277.3078,416.0394,0.0000,0.0000,0.0000,0.0000,35,offspring,2,5
0.4000,0.4000,73.8225,2891.8010,339.6905,12.2041,0.0000,0.0000,0.0000,0.0000,35,offspring,8,6
1.0000,0.4000,70.4951,1074.8261,534.1369,108.1058,0.0000,0.0000,0.0000,0.0000,35,offspring,9,0
1.0000,0.4000,93.1883,766.1223,684.6485,24.3259,0.0000,0.0000,0.0000,0.0000,35,offspring,8,4
0.4000,0.4000,96.8202,1214.3162,942.2232,18.1104,0.0000,0.0000,0.0000,0.0000,35,offspring,6,4
0.4000,0.4000,59.8684,1674.9979,461.7989,128.5991,0.0000,0.0000,0.0000,0.0000,35,offspring,2,6
1.0000,0.4000,54.7938,866.8141,383.8462,27.2100,0.0000,0.0000,0.0000,0.0000,35,offspring,1,8
1.0000,0.4000,50.0000,4402.9992,1675.9630,373.4994,0.0000,0.0000,0.0000,0.0000,35,offspring,2,7
1.0000,0.4000,72.3656,850.8138,528.6311,102.9797,0.0000,0.0000,0.0000,0.0000,35,offspring,7,6
1.0000,0.4000,98.5877,828.1085,124.1167,136.2524,0.0000,0.0000,0.0000,0.0000,35,offspring,5,0
1.0000,1.0000,72.2758,1785.7337,456.4552,29.6963,0.0000,0.0000,0.0000,0.0000,35,offspring,9,6
0.4000,0.4000,100.0000,1840.3295,398.3961,113.7233,0.0000,0.0000,0.0000,0.0000,35,offspring,6,2
1.0000,0.4000,53.0371,2117.3276,899.9219,41.5230,0.0000,0.0000,0.0000,0.0000,35,offspring,5,6
1.0000,0.4000,100.0000,1338.0900,793.4876,124.8792,0.0000,0.0000,0.0000,0.0000,35,offspring,2,7
1.0000,0.4000,73.6821,1204.1135,428.5300,306.2900,0.0000,0.0000,0.0000,0.0000,35,offspring,9,1
1.0000,0.4000,50.0000,1350.7971,508.5390,67.4125,0.0000,0.0000,0.0000,0.0000,35,offspring,6,8
1.0000,0.4000,82.7738,899.0576,537.3526,94.9742,0.0000,0.0000,0.0000,0.0000,35,offspring,9,5
1.0000,1.0000,57.9859,1843.2528,328.1859,68.2147,0.0000,0.0000,0.0000,0.0000,35,offspring,4,3
1.0000,0.4000,100.0000,1791.1697,469.7600,496.7135,0.0000,0.0000,0.0000,0.0000,35,offspring,6,2
1.0000,0.4000,81.4167,641.0036,529.0377,156.6521,0.0000,0.0000,0.0000,0.0000,35,offspring,2,9
1.0000,1.0000,50.2352,3024.6240,729.8134,115.5156,0.0000,0.0000,0.0000,0.0000,35,offspring,3,7
1.0000,0.4000,50.0000,2847.8368,601.4718,252.0824,0.0000,0.0000,0.0000,0.0000,35,offspring,3,7
1.0000,0.4000,50.0000,4033.6847,629.4163,243.4860,0.0000,0.0000,0.0000,0.0000,35,offspring,5,7
1.0000,1.0000,64.1101,3308.8643,1756.3925,39.5128,0.0000,0.0000,0.0000,0.0000,35,offspring,6,0
1.0000,1.0000,82.4710,423.8843,314.3542,14.2370,0.0000,0.0000,0.0000,0.0000,35,offspring,0,3
1.0000,0.4000,50.0000,4569.0907,744.8442,147.4118,0.0000,0.0000,0.0000,0.0000,35,offspring,6,1
1.0000,1.0000,84.9697,1184.7861,98.1047,12.1960,0.0000,0.0000,0.0000,0.0000,35,offspring,8,1
1.0000,0.4000,96.7326,1376.5720,321.4259,16.2171,0.0000,0.0000,0.0000,0.0000,35,offspring,6,4
0.4000,0.4000,77.7419,541.4517,719.9544,113.0899,0.0000,0.0000,0.0000,0.0000,35,offspring,2,8
1.0000,1.0000,82.1392,1519.2049,1494.8510,97.8591,0.0000,0.0000,0.0000,0.0000,35,offspring,9,1
1.0000,0.4000,64.0523,915.0644,315.8035,45.2097,0.0000,0.0000,0.0000,0.0000,35,offspring,9,6
1.0000,0.4000,79.7855,4564.9909,704.8116,24.9327,0.0000,0.0000,0.0000,0.0000,35,offspring,8,3
0.4000,0.4000,58.4324,223.5615,562.8590,35.5814,0.0000,0.0000,0.0000,0.0000,35,offspring,9,4
1.0000,0.4000,53.7930,1566.3704,685.5734,406.9024,0.0000,0.0000,0.0000,0.0000,35,offspring,2,1
