s1,s2,a1,sigma_s1,sigma_s2,sigma_a1,fitness,efficiency,processability,uniformity,generation,role,parent1_idx,parent2_idx
0.8498,0.5751,82.6051,0.3172,1.5504,0.1907,0.0000,0.0000,0.0000,0.0000,7,offspring,1,0
0.5268,0.4414,83.9220,0.2384,0.1599,0.4489,0.0000,0.0000,0.0000,0.0000,7,offspring,8,3
1.0000,0.5751,84.3934,2.6582,11.4506,0.8903,0.0000,0.0000,0.0000,0.0000,7,offspring,1,6
1.0000,0.6979,88.1269,6.8004,5.0475,4.0359,0.0000,0.0000,0.0000,0.0000,7,offspring,9,6
0.8116,0.7530,83.9330,0.8391,0.4686,0.5444,0.0000,0.0000,0.0000,0.0000,7,offspring,5,8
0.6653,0.4164,84.0241,0.7422,0.6840,0.2229,0.0000,0.0000,0.0000,0.0000,7,offspring,2,3
1.0000,0.5782,81.6702,1.3819,0.8099,0.2901,0.0000,0.0000,0.0000,0.0000,7,offspring,7,0
1.0000,0.4000,82.0718,1.6625,5.9829,0.6616,0.0000,0.0000,0.0000,0.0000,7,offspring,9,1
1.0000,0.9800,83.8031,1.2899,2.0049,0.6278,0.0000,0.0000,0.0000,0.0000,7,offspring,1,7
0.7357,0.5844,82.8255,1.8927,5.1299,1.1716,0.0000,0.0000,0.0000,0.0000,7,offspring,8,1
0.7596,0.4000,82.1364,2.2349,0.3063,0.1623,0.0000,0.0000,0.0000,0.0000,7,offspring,9,7
1.0000,1.0000,84.5719,3.6921,7.5766,1.6652,0.0000,0.0000,0.0000,0.0000,7,offspring,2,6
1.0000,0.4000,83.2641,2.9557,10.3768,0.3424,0.0000,0.0000,0.0000,0.0000,7,offspring,7,6
0.7583,0.4455,83.4898,3.8084,4.5582,0.6435,0.0000,0.0000,0.0000,0.0000,7,offspring,1,7
0.7133,0.4201,83.7939,0.1505,0.3557,0.1869,0.0000,0.0000,0.0000,0.0000,7,offspring,3,8
1.0000,1.0000,80.6456,3.3860,3.0788,0.3238,0.0000,0.0000,0.0000,0.0000,7,offspring,9,0
0.6524,0.4000,83.0875,10.8464,2.0884,0.7276,0.0000,0.0000,0.0000,0.0000,7,offspring,4,6
1.0000,1.0000,84.1346,0.8966,1.7739,0.2656,0.0000,0.0000,0.0000,0.0000,7,offspring,3,1
0.8435,0.5535,84.1871,0.4690,0.5860,0.1120,0.0000,0.0000,0.0000,0.0000,7,offspring,5,3
1.0000,1.0000,84.0139,2.7865,0.6687,0.2456,0.0000,0.0000,0.0000,0.0000,7,offspring,3,4
1.0000,0.4000,82.2928,3.4492,2.0384,0.7412,0.0000,0.0000,0.0000,0.0000,7,offspring,8,9
0.7564,0.4000,83.8773,1.8353,7.6250,0.2478,0.0000,0.0000,0.0000,0.0000,7,offspring,5,6
1.0000,0.7997,84.3907,0.5479,1.1022,0.4193,0.0000,0.0000,0.0000,0.0000,7,offspring,7,3
1.0000,0.7466,83.9050,1.4135,5.5588,0.2037,0.0000,0.0000,0.0000,0.0000,7,offspring,5,1
