s1,s2,a1,sigma_s1,sigma_s2,sigma_a1,fitness,efficiency,processability,uniformity,generation,role,parent1_idx,parent2_idx
1.0000,0.4000,86.2508,29.6579,21.9153,12.0944,0.0000,0.0000,0.0000,0.0000,30,offspring,6,7
1.0000,0.4000,100.0000,72.6960,811.3967,81.2190,0.0000,0.0000,0.0000,0.0000,30,offspring,2,0
1.0000,1.0000,89.6404,149.3811,573.2366,37.8699,0.0000,0.0000,0.0000,0.0000,30,offspring,0,7
1.0000,0.4000,92.3089,109.2391,159.5329,8.6624,0.0000,0.0000,0.0000,0.0000,30,offspring,2,9
1.0000,0.4000,77.6673,382.5384,172.8841,12.1473,0.0000,0.0000,0.0000,0.0000,30,offspring,0,6
1.0000,1.0000,86.3788,55.4754,9.2575,9.5145,0.0000,0.0000,0.0000,0.0000,30,offspring,6,1
0.4000,0.4000,71.5986,270.3563,510.6728,42.5094,0.0000,0.0000,0.0000,0.0000,30,offspring,1,5
1.0000,0.4000,89.8902,205.3904,363.0739,16.4061,0.0000,0.0000,0.0000,0.0000,30,offspring,5,2
1.0000,1.0000,91.3785,78.9772,50.1348,12.8912,0.0000,0.0000,0.0000,0.0000,30,offspring,9,6
1.0000,0.4000,91.9380,12.8247,49.7482,18.2171,0.0000,0.0000,0.0000,0.0000,30,offspring,3,9
0.4000,0.4000,92.0702,943.0003,101.4810,18.9080,0.0000,0.0000,0.0000,0.0000,30,offspring,5,1
0.4000,0.4000,93.2611,301.0732,215.2119,16.3284,0.0000,0.0000,0.0000,0.0000,30,offspring,5,7
1.0000,0.4000,90.5328,231.8352,283.3852,44.2403,0.0000,0.0000,0.0000,0.0000,30,offspring,0,2
1.0000,1.0000,85.0648,35.5021,8.2347,7.4629,0.0000,0.0000,0.0000,0.0000,30,offspring,8,3
0.4000,0.4000,78.3911,36.1327,144.7746,12.2293,0.0000,0.0000,0.0000,0.0000,30,offspring,3,9
0.4000,0.4000,87.9365,27.2979,28.3032,6.9530,0.0000,0.0000,0.0000,0.0000,30,offspring,8,3
1.0000,0.4000,62.4210,1421.0039,623.3438,38.6930,0.0000,0.0000,0.0000,0.0000,30,offspring,5,3
0.4000,0.4000,81.9824,108.7021,222.4558,9.9241,0.0000,0.0000,0.0000,0.0000,30,offspring,0,2
1.0000,0.4000,93.0626,58.3632,16.5479,8.1459,0.0000,0.0000,0.0000,0.0000,30,offspring,4,6
1.0000,0.4000,67.9686,53.9569,134.9676,36.3704,0.0000,0.0000,0.0000,0.0000,30,offspring,4,7
