s1,s2,a1,sigma_s1,sigma_s2,sigma_a1,fitness,efficiency,processability,uniformity,generation,role,parent1_idx,parent2_idx
1.0000,0.4000,51.7472,187.1311,99.7918,65.6904,0.0000,0.0000,0.0000,0.0000,21,offspring,0,3
1.0000,1.0000,81.6643,64.6577,28.9413,2.0923,0.0000,0.0000,0.0000,0.0000,21,offspring,8,4
1.0000,0.4000,96.3850,18.8629,38.9911,2.7491,0.0000,0.0000,0.0000,0.0000,21,offspring,3,4
1.0000,0.4000,84.8578,60.2447,188.3396,13.1116,0.0000,0.0000,0.0000,0.0000,21,offspring,5,3
1.0000,0.4000,97.7260,67.6258,13.4899,5.9259,0.0000,0.0000,0.0000,0.0000,21,offspring,0,6
0.4000,0.4000,85.8706,66.3777,3.9583,5.2109,0.0000,0.0000,0.0000,0.0000,21,offspring,0,9
0.8449,0.4000,83.9573,43.0996,7.3433,1.9047,0.0000,0.0000,0.0000,0.0000,21,offspring,0,9
1.0000,1.0000,83.0665,30.8054,70.2098,4.4972,0.0000,0.0000,0.0000,0.0000,21,offspring,0,4
1.0000,0.4000,90.0383,45.5328,53.4233,5.2418,0.0000,0.0000,0.0000,0.0000,21,offspring,9,2
1.0000,0.4000,86.7447,118.8786,26.3236,1.8074,0.0000,0.0000,0.0000,0.0000,21,offspring,9,4
1.0000,1.0000,89.1322,48.8591,44.2266,7.1145,0.0000,0.0000,0.0000,0.0000,21,offspring,1,8
1.0000,0.4000,85.9428,72.8342,142.0702,4.3686,0.0000,0.0000,0.0000,0.0000,21,offspring,0,3
1.0000,0.4000,93.3050,83.5228,161.1849,1.1931,0.0000,0.0000,0.0000,0.0000,21,offspring,2,6
0.4000,0.4000,97.1881,34.6327,49.4785,7.0512,0.0000,0.0000,0.0000,0.0000,21,offspring,3,2
1.0000,1.0000,79.1024,49.0380,23.4382,3.9828,0.0000,0.0000,0.0000,0.0000,21,offspring,4,0
0.4000,0.4000,81.9642,20.1000,6.3225,2.8516,0.0000,0.0000,0.0000,0.0000,21,offspring,0,7
1.0000,0.4000,84.5957,2.6069,10.7255,5.4567,0.0000,0.0000,0.0000,0.0000,21,offspring,8,7
1.0000,0.4000,93.6687,74.0096,39.8874,3.0801,0.0000,0.0000,0.0000,0.0000,21,offspring,6,2
0.4000,0.4000,89.8427,41.3650,79.1898,2.4449,0.0000,0.0000,0.0000,0.0000,21,offspring,8,2
1.0000,0.4000,99.9535,47.1421,50.8948,4.4996,0.0000,0.0000,0.0000,0.0000,21,offspring,1,3
1.0000,0.4423,92.9187,26.8141,12.5346,1.1458,0.0000,0.0000,0.0000,0.0000,21,offspring,3,2
1.0000,1.0000,81.4183,76.4678,25.5921,2.1954,0.0000,0.0000,0.0000,0.0000,21,offspring,0,4
1.0000,0.4000,97.4251,24.7689,19.0258,4.1775,0.0000,0.0000,0.0000,0.0000,21,offspring,6,3
1.0000,0.4000,85.4621,51.1282,32.2346,1.5152,0.0000,0.0000,0.0000,0.0000,21,offspring,9,5
1.0000,0.8338,86.8438,29.9048,11.0510,2.2215,0.0000,0.0000,0.0000,0.0000,21,offspring,9,5
1.0000,0.4000,91.8760,129.5087,86.1160,4.3912,0.0000,0.0000,0.0000,0.0000,21,offspring,1,6
1.0000,0.4000,82.2839,31.4607,19.3115,2.6159,0.0000,0.0000,0.0000,0.0000,21,offspring,7,9
1.0000,0.4000,94.3173,21.8451,63.8489,7.3361,0.0000,0.0000,0.0000,0.0000,21,offspring,5,3
1.0000,1.0000,95.0295,190.8028,96.9891,3.5242,0.0000,0.0000,0.0000,0.0000,21,offspring,9,6
0.4000,0.4000,91.0065,150.9265,51.6173,6.9644,0.0000,0.0000,0.0000,0.0000,21,offspring,8,2
0.4000,0.4000,84.2539,92.0302,47.0940,3.3144,0.0000,0.0000,0.0000,0.0000,21,offspring,5,2
1.0000,0.4000,86.5049,20.2049,17.2069,5.0070,0.0000,0.0000,0.0000,0.0000,21,offspring,6,4
1.0000,0.4000,91.1711,56.4942,16.8372,2.7591,0.0000,0.0000,0.0000,0.0000,21,offspring,1,5
1.0000,1.0000,80.7665,17.6884,8.5454,1.1664,0.0000,0.0000,0.0000,0.0000,21,offspring,7,5
1.0000,0.4000,81.6464,6.6260,15.8547,1.8136,0.0000,0.0000,0.0000,0.0000,21,offspring,0,8
1.0000,0.4000,79.1331,4.6528,4.5010,1.8503,0.0000,0.0000,0.0000,0.0000,21,offspring,0,7
1.0000,1.0000,83.8858,58.1698,7.7320,7.2202,0.0000,0.0000,0.0000,0.0000,21,offspring,0,9
1.0000,0.4000,84.7761,78.4533,107.2104,15.3402,0.0000,0.0000,0.0000,0.0000,21,offspring,1,2
1.0000,0.4000,72.0219,124.9674,76.5820,7.8133,0.0000,0.0000,0.0000,0.0000,21,offspring,4,0
0.4000,0.4000,81.7111,6.8941,6.9243,4.1969,0.0000,0.0000,0.0000,0.0000,21,offspring,9,0
1.0000,1.0000,76.4605,101.9723,17.3952,12.0828,0.0000,0.0000,0.0000,0.0000,21,offspring,0,4
0.4000,0.4000,91.6087,39.6592,36.5317,6.0319,0.0000,0.0000,0.0000,0.0000,21,offspring,5,3
0.4000,0.4000,92.9203,13.8924,31.6545,8.0157,0.0000,0.0000,0.0000,0.0000,21,offspring,1,7
0.4000,0.4000,92.0267,59.2024,63.9967,9.6490,0.0000,0.0000,0.0000,0.0000,21,offspring,3,2
1.0000,0.6990,79.7717,9.2671,7.1774,1.6311,0.0000,0.0000,0.0000,0.0000,21,offspring,5,7
0.4000,0.4000,79.2259,8.3482,4.0325,2.1987,0.0000,0.0000,0.0000,0.0000,21,offspring,0,7
1.0000,0.4000,86.7156,102.3167,50.5114,1.3351,0.0000,0.0000,0.0000,0.0000,21,offspring,9,4
1.0000,1.0000,97.4632,64.8067,35.9679,4.9101,0.0000,0.0000,0.0000,0.0000,21,offspring,3,2
0.4000,0.4000,88.3706,25.1367,14.8867,1.3619,0.0000,0.0000,0.0000,0.0000,21,offspring,5,6
0.4000,0.4000,83.8739,37.5893,5.4862,0.2802,0.0000,0.0000,0.0000,0.0000,21,offspring,9,5
1.0000,1.0000,86.5618,84.5482,29.0151,12.4892,0.0000,0.0000,0.0000,0.0000,21,offspring,0,9
1.0000,1.0000,80.9339,39.6332,4.5673,2.4542,0.0000,0.0000,0.0000,0.0000,21,offspring,9,7
1.0000,0.4000,79.4213,53.7269,18.0673,0.9840,0.0000,0.0000,0.0000,0.0000,21,offspring,4,5
1.0000,0.4000,91.3159,39.0367,50.7456,7.2447,0.0000,0.0000,0.0000,0.0000,21,offspring,3,0
0.4000,0.4000,83.7422,161.0569,36.9403,10.5973,0.0000,0.0000,0.0000,0.0000,21,offspring,1,8
1.0000,0.4000,90.7587,54.5643,20.7968,2.3217,0.0000,0.0000,0.0000,0.0000,21,offspring,7,1
1.0000,0.4000,78.9354,79.8939,27.5618,5.9722,0.0000,0.0000,0.0000,0.0000,21,offspring,0,4
1.0000,1.0000,83.4407,78.2899,76.5051,2.1188,0.0000,0.0000,0.0000,0.0000,21,offspring,7,2
1.0000,0.4027,82.4621,10.7855,22.3437,2.3182,0.0000,0.0000,0.0000,0.0000,21,offspring,8,0
0.8157,0.4000,79.2470,5.0783,12.0140,7.7460,0.0000,0.0000,0.0000,0.0000,21,offspring,5,8
0.5612,0.4000,92.6735,3.0686,38.2866,0.7293,0.0000,0.0000,0.0000,0.0000,21,offspring,8,3
1.0000,0.4000,86.3538,34.8692,7.1942,2.9978,0.0000,0.0000,0.0000,0.0000,21,offspring,8,2
0.9460,0.4000,85.2683,46.9095,27.6061,3.4717,0.0000,0.0000,0.0000,0.0000,21,offspring,6,5
0.9796,0.4000,83.3333,2.1345,12.7409,1.6462,0.0000,0.0000,0.0000,0.0000,21,offspring,8,0
1.0000,0.4000,80.0866,30.4788,15.7295,4.1282,0.0000,0.0000,0.0000,0.0000,21,offspring,0,1
0.4000,0.4000,94.1788,136.5441,48.9876,3.0313,0.0000,0.0000,0.0000,0.0000,21,offspring,3,4
1.0000,0.4000,82.7178,75.0298,35.7724,8.1962,0.0000,0.0000,0.0000,0.0000,21,offspring,6,9
0.4000,0.4000,88.0971,97.3395,139.2321,11.2510,0.0000,0.0000,0.0000,0.0000,21,offspring,3,9
1.0000,0.4000,87.3993,45.3128,14.5573,1.0529,0.0000,0.0000,0.0000,0.0000,21,offspring,9,2
1.0000,0.4000,91.7458,70.5098,119.5144,7.9013,0.0000,0.0000,0.0000,0.0000,21,offspring,3,1
1.0000,0.4000,91.7458,70.5098,119.5144,7.9013,0.0000,0.0000,0.0000,0.0000,21,parent,-1,-1
