s1,s2,a1,sigma_s1,sigma_s2,sigma_a1,fitness,efficiency,processability,uniformity,generation,role,parent1_idx,parent2_idx
1.0000,1.0000,50.0000,2037.6952,2904.2823,345.5193,0.0000,0.0000,0.0000,0.0000,38,offspring,2,9
1.0000,1.0000,50.0000,4222.3159,1299.8818,231.9101,0.0000,0.0000,0.0000,0.0000,38,offspring,2,6
0.4000,0.4000,77.7040,913.9654,746.3584,30.7476,0.0000,0.0000,0.0000,0.0000,38,offspring,9,1
1.0000,0.4000,100.0000,1685.8094,1489.1755,292.4849,0.0000,0.0000,0.0000,0.0000,38,offspring,0,5
1.0000,1.0000,50.0000,1000.7984,1889.4331,180.1714,0.0000,0.0000,0.0000,0.0000,38,offspring,8,9
1.0000,1.0000,100.0000,4017.5340,1597.1252,240.9629,0.0000,0.0000,0.0000,0.0000,38,offspring,3,6
1.0000,0.4000,50.0000,1908.8716,2714.1085,501.3290,0.0000,0.0000,0.0000,0.0000,38,offspring,5,9
1.0000,0.4000,66.0404,1700.1984,784.2854,352.8812,0.0000,0.0000,0.0000,0.0000,38,offspring,8,0
0.4000,0.4000,80.6968,1730.8559,2378.4088,24.8367,0.0000,0.0000,0.0000,0.0000,38,offspring,1,3
1.0000,0.4000,76.7458,940.5537,1275.2031,56.5126,0.0000,0.0000,0.0000,0.0000,38,offspring,3,7
1.0000,1.0000,82.8163,1417.1900,661.6817,54.5711,0.0000,0.0000,0.0000,0.0000,38,offspring,7,4
1.0000,0.4000,83.0829,568.4856,945.1979,66.7712,0.0000,0.0000,0.0000,0.0000,38,offspring,5,1
1.0000,0.4000,50.0000,7709.5300,3517.9946,456.1726,0.0000,0.0000,0.0000,0.0000,38,offspring,1,5
1.0000,0.4000,100.0000,406.6957,725.6556,73.4819,0.0000,0.0000,0.0000,0.0000,38,offspring,4,9
1.0000,0.4000,50.0000,5036.2217,982.0271,268.6170,0.0000,0.0000,0.0000,0.0000,38,offspring,6,2
0.4000,0.4000,88.6898,1525.5997,254.1776,89.4749,0.0000,0.0000,0.0000,0.0000,38,offspring,6,8
1.0000,0.4000,100.0000,1145.8197,2500.4368,355.7657,0.0000,0.0000,0.0000,0.0000,38,offspring,5,7
0.4000,0.4000,59.9955,1866.6283,1500.8799,57.6608,0.0000,0.0000,0.0000,0.0000,38,offspring,7,4
1.0000,0.4000,78.5981,2746.4510,3179.0868,80.1753,0.0000,0.0000,0.0000,0.0000,38,offspring,1,9
1.0000,0.4000,100.0000,1528.5642,865.9154,562.3399,0.0000,0.0000,0.0000,0.0000,38,offspring,2,4
0.4000,0.4000,100.0000,2515.4982,1185.1577,243.2273,0.0000,0.0000,0.0000,0.0000,38,offspring,9,0
1.0000,0.4000,100.0000,1738.8008,1999.9332,1460.6740,0.0000,0.0000,0.0000,0.0000,38,offspring,2,5
1.0000,0.4000,57.4683,1107.5170,350.9487,90.4553,0.0000,0.0000,0.0000,0.0000,38,offspring,8,6
0.4000,0.4000,57.0125,941.9352,1017.3892,50.1689,0.0000,0.0000,0.0000,0.0000,38,offspring,0,3
0.4000,0.4000,50.0000,9171.6199,3595.6039,433.7040,0.0000,0.0000,0.0000,0.0000,38,offspring,7,1
1.0000,1.0000,50.0000,10353.8429,1124.7116,91.2425,0.0000,0.0000,0.0000,0.0000,38,offspring,7,8
1.0000,0.4000,100.0000,10999.3123,4595.8457,620.2658,0.0000,0.0000,0.0000,0.0000,38,offspring,2,7
0.4000,0.4000,100.0000,1950.3174,399.2807,116.4052,0.0000,0.0000,0.0000,0.0000,38,offspring,7,0
1.0000,0.4000,58.9044,780.0904,813.0121,93.4959,0.0000,0.0000,0.0000,0.0000,38,offspring,3,6
1.0000,0.4000,100.0000,1993.4462,2073.3700,203.0522,0.0000,0.0000,0.0000,0.0000,38,offspring,5,1
1.0000,0.4000,74.2707,6089.3366,4037.5036,58.8957,0.0000,0.0000,0.0000,0.0000,38,offspring,0,6
1.0000,0.4000,86.0203,1348.8330,946.5301,17.0540,0.0000,0.0000,0.0000,0.0000,38,offspring,3,1
1.0000,0.4000,69.8762,4689.2266,4474.8637,226.8564,0.0000,0.0000,0.0000,0.0000,38,offspring,1,2
0.4000,0.4000,100.0000,5182.0751,1481.5220,522.1731,0.0000,0.0000,0.0000,0.0000,38,offspring,4,2
1.0000,1.0000,50.0000,1785.9858,2258.1832,733.2997,0.0000,0.0000,0.0000,0.0000,38,offspring,2,6
1.0000,0.4000,100.0000,1311.2829,1740.6368,107.6203,0.0000,0.0000,0.0000,0.0000,38,offspring,4,9
1.0000,1.0000,50.0000,2712.6483,607.5651,69.5851,0.0000,0.0000,0.0000,0.0000,38,offspring,0,3
1.0000,0.4000,96.3641,1008.9739,1496.1836,41.0678,0.0000,0.0000,0.0000,0.0000,38,offspring,7,1
1.0000,1.0000,64.0686,2348.4840,238.5373,43.1111,0.0000,0.0000,0.0000,0.0000,38,offspring,4,8
1.0000,1.0000,100.0000,1524.3845,622.0481,97.8168,0.0000,0.0000,0.0000,0.0000,38,offspring,5,2
1.0000,1.0000,97.4527,450.2727,504.9809,77.6498,0.0000,0.0000,0.0000,0.0000,38,offspring,9,3
1.0000,1.0000,50.0000,1002.1364,991.4876,268.1522,0.0000,0.0000,0.0000,0.0000,38,offspring,9,2
1.0000,0.4000,100.0000,2337.1007,511.8574,119.6357,0.0000,0.0000,0.0000,0.0000,38,offspring,8,9
1.0000,0.4000,56.1449,958.8765,512.4905,22.8175,0.0000,0.0000,0.0000,0.0000,38,offspring,8,0
1.0000,1.0000,100.0000,8018.0618,5848.3952,814.8281,0.0000,0.0000,0.0000,0.0000,38,offspring,5,6
1.0000,0.4000,50.0000,576.9096,157.1681,136.4210,0.0000,0.0000,0.0000,0.0000,38,offspring,3,7
0.4000,0.4000,100.0000,1488.1389,2383.9399,88.6492,0.0000,0.0000,0.0000,0.0000,38,offspring,1,3
0.4000,0.4000,50.0000,1261.0949,478.5165,113.7086,0.0000,0.0000,0.0000,0.0000,38,offspring,5,8
1.0000,0.4000,50.0000,785.5276,471.8459,86.7720,0.0000,0.0000,0.0000,0.0000,38,offspring,4,5
0.4000,0.4000,62.6445,2774.6141,1396.5328,186.8020,0.0000,0.0000,0.0000,0.0000,38,offspring,6,9
0.4000,0.4000,50.0000,4754.0604,730.3060,630.5364,0.0000,0.0000,0.0000,0.0000,38,offspring,2,4
0.4000,0.4000,100.0000,5185.2878,296.5163,171.8048,0.0000,0.0000,0.0000,0.0000,38,offspring,7,6
1.0000,1.0000,66.9083,11981.6123,3586.4766,72.6981,0.0000,0.0000,0.0000,0.0000,38,offspring,1,0
1.0000,0.4000,50.0000,388.9054,2057.5983,160.7887,0.0000,0.0000,0.0000,0.0000,38,offspring,9,3
1.0000,0.4000,50.0000,2607.2229,4916.4052,1350.0513,0.0000,0.0000,0.0000,0.0000,38,offspring,2,5
1.0000,0.4000,65.3631,868.1904,1510.5502,40.4482,0.0000,0.0000,0.0000,0.0000,38,offspring,9,1
0.4000,0.4000,99.3960,903.2699,1265.6790,243.4742,0.0000,0.0000,0.0000,0.0000,38,offspring,2,5
1.0000,0.8963,50.0000,6370.9228,783.0400,56.5049,0.0000,0.0000,0.0000,0.0000,38,offspring,0,6
1.0000,1.0000,100.0000,2119.7537,677.3651,239.7569,0.0000,0.0000,0.0000,0.0000,38,offspring,0,4
0.4000,0.4000,99.4443,2452.9145,850.6016,64.8574,0.0000,0.0000,0.0000,0.0000,38,offspring,8,6
1.0000,1.0000,50.0000,417.7884,1237.5568,65.0828,0.0000,0.0000,0.0000,0.0000,38,offspring,5,7
1.0000,0.4000,100.0000,1417.4799,655.7375,180.7127,0.0000,0.0000,0.0000,0.0000,38,offspring,7,4
0.4000,0.4000,62.2697,5238.1764,1965.0270,174.8319,0.0000,0.0000,0.0000,0.0000,38,offspring,7,1
1.0000,0.4000,67.2912,4883.9468,1013.1940,45.6499,0.0000,0.0000,0.0000,0.0000,38,offspring,7,4
1.0000,0.4000,81.4650,1840.3637,4113.3640,29.9319,0.0000,0.0000,0.0000,0.0000,38,offspring,6,1
