
TracePro Release: 3 2 2 
Polar Candela Distribution Data for 
Data covers +/- 180.000 degrees from Normal
Data for Missed Rays
Data generated at 17:26:01 November 12, 2025

	   0.0	 180.0
0.000	             0	             0	
0.321	             0	             0	
0.643	             0	             0	
0.964	             0	             0	
1.286	             0	             0	
1.607	             0	             0	
1.929	       1.65907	       1.66284	
2.250	       1.65907	       1.66284	
2.571	             0	      0.831163	
2.893	             0	      0.831163	
3.214	      0.115154	       1.66151	
3.536	      0.115154	       1.66151	
3.857	      0.115154	       1.66151	
4.179	      0.829335	      0.977532	
4.500	      0.829335	      0.977532	
4.821	      0.722903	       3.36915	
5.143	      0.722903	       3.36915	
5.464	             0	       4.16897	
5.786	             0	       4.16897	
6.107	      0.121973	       1.65435	
6.429	      0.121973	       1.65435	
6.750	             0	       0.12453	
7.071	             0	       0.12453	
7.393	             0	             0	
7.714	             0	             0	
8.036	             0	             0	
8.357	      0.537009	       0.11914	
8.679	      0.537009	       0.11914	
9.000	       7.96614	       1.84116	
9.321	       7.96614	       1.84116	
9.643	             0	             0	
9.964	             0	             0	
10.286	       4.52853	             0	
10.607	       4.52853	             0	
10.929	       2.41734	         3.287	
11.250	       2.41734	         3.287	
11.571	       2.41734	         3.287	
11.893	       6.44915	             0	
12.214	       6.44915	             0	
12.536	      0.649787	             0	
12.857	      0.649787	             0	
13.179	       7.81071	     0.0909552	
13.500	       7.81071	     0.0909552	
13.821	       0.85098	             0	
14.143	       0.85098	             0	
14.464	             0	       1.62982	
14.786	             0	       1.62982	
15.107	             0	       1.62982	
15.429	             0	       1.62653	
15.750	             0	       1.62653	
16.071	      0.829496	      0.160971	
16.393	      0.829496	      0.160971	
16.714	             0	             0	
17.036	             0	             0	
17.357	      0.784582	       11.1268	
17.679	      0.784582	       11.1268	
18.000	      0.768968	      0.929882	
18.321	      0.768968	      0.929882	
18.643	      0.742897	        3.4779	
18.964	      0.742897	        3.4779	
19.286	      0.742897	        3.4779	
19.607	       1.56806	       1.71015	
19.929	       1.56806	       1.71015	
20.250	             0	       1.04566	
20.571	             0	       1.04566	
20.893	       1.42608	             0	
21.214	       1.42608	             0	
21.536	       1.52981	             0	
21.857	       1.52981	             0	
22.179	             0	             0	
22.500	             0	             0	
22.821	             0	             0	
23.143	      0.830163	             0	
23.464	      0.830163	             0	
23.786	             0	             0	
24.107	             0	             0	
24.429	             0	       0.11848	
24.750	             0	       0.11848	
25.071	       3.19087	             0	
25.393	       3.19087	             0	
25.714	             0	      0.051957	
26.036	             0	      0.051957	
26.357	             0	      0.051957	
26.679	      0.764087	             0	
27.000	      0.764087	             0	
27.321	       1.52696	             0	
27.643	       1.52696	             0	
27.964	       3.02378	             0	
28.286	       3.02378	             0	
28.607	             0	             0	
28.929	             0	             0	
29.250	       1.51779	             0	
29.571	       1.51779	             0	
29.893	       5.28127	             0	
30.214	       5.28127	             0	
30.536	       5.28127	             0	
30.857	      0.864476	       1.71028	
31.179	      0.864476	       1.71028	
31.500	      0.853958	             0	
31.821	      0.853958	             0	
32.143	       2.77253	             0	
32.464	       2.77253	             0	
32.786	             0	             0	
33.107	             0	             0	
33.429	             0	      0.848208	
33.750	             0	      0.848208	
34.071	             0	      0.848208	
34.393	             0	             0	
34.714	             0	             0	
35.036	      0.696866	       1.70897	
35.357	      0.696866	       1.70897	
35.679	             0	             0	
36.000	             0	             0	
36.321	             0	      0.854224	
36.643	             0	      0.854224	
36.964	       1.60401	             0	
37.286	       1.60401	             0	
37.607	       1.60401	             0	
37.929	       1.48517	             0	
38.250	       1.48517	             0	
38.571	       2.45642	             0	
38.893	       2.45642	             0	
39.214	             0	     0.0612283	
39.536	             0	     0.0612283	
39.857	             0	      0.256407	
40.179	             0	      0.256407	
40.500	             0	      0.197537	
40.821	             0	      0.197537	
41.143	             0	      0.199757	
41.464	             0	      0.199757	
41.786	             0	      0.199757	
42.107	       1.29594	       0.60289	
42.429	       1.29594	       0.60289	
42.750	             0	             0	
43.071	             0	             0	
43.393	             0	             0	
43.714	             0	             0	
44.036	             0	             0	
44.357	             0	             0	
44.679	             0	             0	
45.000	             0	             0	
45.321	             0	             0	
45.643	       1.93159	             0	
45.964	       1.93159	             0	
46.286	       1.70328	             0	
46.607	       1.70328	             0	
46.929	             0	     0.0550792	
47.250	             0	     0.0550792	
47.571	             0	             0	
47.893	             0	             0	
48.214	             0	             0	
48.536	             0	             0	
48.857	             0	             0	
49.179	        1.9351	             0	
49.500	        1.9351	             0	
49.821	      0.134233	             0	
50.143	      0.134233	             0	
50.464	       1.93625	             0	
50.786	       1.93625	             0	
51.107	             0	             0	
51.429	             0	             0	
51.750	             0	             0	
52.071	             0	             0	
52.393	             0	             0	
52.714	             0	             0	
53.036	             0	             0	
53.357	             0	             0	
53.679	             0	             0	
54.000	       3.40374	             0	
54.321	       3.40374	             0	
54.643	             0	             0	
54.964	             0	             0	
55.286	       1.33102	             0	
55.607	       1.33102	             0	
55.929	       1.75727	             0	
56.250	       1.75727	             0	
56.571	       1.75727	             0	
56.893	      0.249112	             0	
57.214	      0.249112	             0	
57.536	             0	             0	
57.857	             0	             0	
58.179	      0.894852	             0	
58.500	      0.894852	             0	
58.821	             0	             0	
59.143	             0	             0	
59.464	       1.72488	             0	
59.786	       1.72488	             0	
60.107	       1.72488	             0	
60.429	             0	             0	
60.750	             0	             0	
61.071	             0	             0	
61.393	             0	             0	
61.714	      0.893118	             0	
62.036	      0.893118	             0	
62.357	     0.0899584	     0.0826274	
62.679	     0.0899584	     0.0826274	
63.000	       1.80704	             0	
63.321	       1.80704	             0	
63.643	       3.76057	             0	
63.964	       3.76057	             0	
64.286	       3.76057	             0	
64.607	      0.917714	             0	
64.929	      0.917714	             0	
65.250	             0	             0	
65.571	             0	             0	
65.893	       1.86081	             0	
66.214	       1.86081	             0	
66.536	      0.937276	             0	
66.857	      0.937276	             0	
67.179	       3.85837	             0	
67.500	       3.85837	             0	
67.821	       3.85837	             0	
68.143	       5.70956	             0	
68.464	       5.70956	             0	
68.786	       3.78849	             0	
69.107	       3.78849	             0	
69.429	             0	             0	
69.750	             0	             0	
70.071	       3.81438	             0	
70.393	       3.81438	             0	
70.714	       1.91352	             0	
71.036	       1.91352	             0	
71.357	       1.91352	             0	
71.679	       5.74765	             0	
72.000	       5.74765	             0	
72.321	       1.92016	             0	
72.643	       1.92016	             0	
72.964	       1.92457	             0	
73.286	       1.92457	             0	
73.607	       3.04428	             0	
73.929	       3.04428	             0	
74.250	       5.79631	             0	
74.571	       5.79631	             0	
74.893	       3.86311	             0	
75.214	       3.86311	             0	
75.536	       3.86311	             0	
75.857	       3.87643	             0	
76.179	       3.87643	             0	
76.500	       5.80991	             0	
76.821	       5.80991	             0	
77.143	        3.8768	             0	
77.464	        3.8768	             0	
77.786	       4.84598	             0	
78.107	       4.84598	             0	
78.429	       3.87833	             0	
78.750	       3.87833	             0	
79.071	       3.87833	             0	
79.393	       9.69967	             0	
79.714	       9.69967	             0	
80.036	       3.88082	             0	
80.357	       3.88082	             0	
80.679	       5.82286	             0	
81.000	       5.82286	             0	
81.321	       9.70664	             0	
81.643	       9.70664	             0	
81.964	       5.82465	             0	
82.286	       5.82465	             0	
82.607	       5.82465	             0	
82.929	       13.5919	             0	
83.250	       13.5919	             0	
83.571	       8.73809	             0	
83.893	       8.73809	             0	
84.214	       4.85468	             0	
84.536	       4.85468	             0	
84.857	       10.6002	             0	
85.179	       10.6002	             0	
85.500	       7.31688	             0	
85.821	       7.31688	             0	
86.143	       7.76773	             0	
86.464	       7.76773	             0	
86.786	       7.76773	             0	
87.107	       9.70967	             0	
87.429	       9.70967	             0	
87.750	       9.70968	             0	
88.071	       9.70968	             0	
88.393	       8.73871	             0	
88.714	       8.73871	             0	
89.036	       9.70967	             0	
89.357	       9.70967	             0	
89.679	       672.099	             0	
90.000	       672.099	             0	
90.321	       672.099	             0	
90.643	             0	             0	
90.964	             0	             0	
91.286	             0	             0	
91.607	             0	             0	
91.929	             0	             0	
92.250	             0	             0	
92.571	             0	             0	
92.893	             0	             0	
93.214	             0	             0	
93.536	             0	             0	
93.857	             0	             0	
94.179	             0	             0	
94.500	             0	             0	
94.821	      0.747375	             0	
95.143	      0.747375	             0	
95.464	      0.183401	             0	
95.786	      0.183401	             0	
96.107	             0	             0	
96.429	             0	             0	
96.750	             0	             0	
97.071	             0	             0	
97.393	      0.228489	             0	
97.714	      0.228489	             0	
98.036	      0.228489	             0	
98.357	      0.233303	             0	
98.679	      0.233303	             0	
99.000	     0.0722249	             0	
99.321	     0.0722249	             0	
99.643	     0.0673875	             0	
99.964	     0.0673875	             0	
100.286	             0	             0	
100.607	             0	             0	
100.929	             0	             0	
101.250	             0	             0	
101.571	             0	             0	
101.893	      0.439445	             0	
102.214	      0.439445	             0	
102.536	             0	             0	
102.857	             0	             0	
103.179	     0.0784386	             0	
103.500	     0.0784386	             0	
103.821	      0.073403	             0	
104.143	      0.073403	             0	
104.464	             0	             0	
104.786	             0	             0	
105.107	             0	             0	
105.429	             0	             0	
105.750	             0	             0	
106.071	     0.0543557	             0	
106.393	     0.0543557	             0	
106.714	             0	             0	
107.036	             0	             0	
107.357	             0	             0	
107.679	             0	             0	
108.000	             0	             0	
108.321	             0	             0	
108.643	             0	             0	
108.964	             0	             0	
109.286	             0	             0	
109.607	             0	             0	
109.929	             0	             0	
110.250	             0	             0	
110.571	             0	             0	
110.893	             0	             0	
